left,right,distance,count
2.0,38.0,5.274433772518406e-06,2.0
18.0,84.0,0.001991402830253457,2.0
20.0,41.0,0.0021538105153173642,2.0
1.0,86.0,0.002319177175227093,2.0
74.0,130.0,0.002603058843194379,2.0
44.0,52.0,0.003135932550765126,2.0
129.0,135.0,0.0031510748591935677,2.0
97.0,155.0,0.0033508249699090954,3.0
8.0,59.0,0.0033723977702012145,2.0
29.0,42.0,0.003373770050157581,2.0
22.0,55.0,0.0034575777727206924,2.0
46.0,119.0,0.0034679636183121048,2.0
99.0,109.0,0.0035304416512353474,2.0
62.0,157.0,0.0036938502741979662,4.0
87.0,115.0,0.0037292341705796365,2.0
107.0,147.0,0.0038812396408978724,2.0
63.0,118.0,0.0038935121320645525,2.0
88.0,151.0,0.0038987580415831176,3.0
114.0,158.0,0.003904886405391335,3.0
17.0,112.0,0.004021548050456405,2.0
72.0,153.0,0.004033998540739707,3.0
3.0,93.0,0.004111181336411557,2.0
10.0,73.0,0.004122506869473675,2.0
53.0,161.0,0.004125529626415407,3.0
111.0,142.0,0.004190637481135755,2.0
9.0,28.0,0.004246161472854506,2.0
131.0,156.0,0.00428064173581377,3.0
80.0,163.0,0.004293641453646215,5.0
81.0,104.0,0.004298914303862676,2.0
168.0,172.0,0.004340440027946774,5.0
117.0,160.0,0.004492283776565555,3.0
21.0,58.0,0.004550024733003443,2.0
65.0,77.0,0.0045619549401413224,2.0
45.0,120.0,0.004624888978713268,2.0
0.0,144.0,0.004641711266196651,2.0
25.0,133.0,0.004658600504323004,2.0
149.0,177.0,0.004708005682426663,6.0
37.0,51.0,0.004715013849078938,2.0
102.0,106.0,0.004748088835843237,2.0
145.0,148.0,0.004799923783702089,2.0
110.0,121.0,0.004880187076889595,2.0
128.0,138.0,0.004885973897991435,2.0
50.0,179.0,0.00499922615882587,6.0
24.0,126.0,0.005019785106519357,2.0
103.0,184.0,0.005043886886204603,3.0
49.0,170.0,0.005086865873771709,4.0
123.0,166.0,0.005142222952541497,3.0
36.0,186.0,0.005146060939229543,7.0
113.0,162.0,0.005161355561038958,3.0
15.0,96.0,0.005176587676385752,2.0
127.0,189.0,0.005282469392067252,3.0
92.0,173.0,0.005313292394102369,4.0
90.0,101.0,0.0053530967305116224,2.0
7.0,154.0,0.005388011245761132,3.0
91.0,182.0,0.0054295113582905185,3.0
12.0,192.0,0.005452074796505752,7.0
85.0,197.0,0.005563289450729502,8.0
27.0,178.0,0.005657150452318913,3.0
139.0,164.0,0.00567980110562084,3.0
175.0,183.0,0.005690798956273378,4.0
169.0,188.0,0.005731337201614392,4.0
89.0,193.0,0.005878800050416456,3.0
205.0,210.0,0.005905279228618911,11.0
79.0,150.0,0.005923735791287793,3.0
152.0,199.0,0.005982666064799546,4.0
5.0,180.0,0.005983797879416474,4.0
61.0,108.0,0.0060234455532689754,2.0
143.0,200.0,0.006046870097097733,4.0
35.0,201.0,0.0060483424563315125,5.0
16.0,48.0,0.00607681009601449,2.0
116.0,190.0,0.006131364280255201,3.0
6.0,78.0,0.006217065455883801,2.0
137.0,203.0,0.006219037184090562,4.0
206.0,212.0,0.006246892695318442,19.0
194.0,215.0,0.006273278109772247,7.0
60.0,95.0,0.006293062604050392,2.0
122.0,124.0,0.006308738102916203,2.0
202.0,208.0,0.006380194760743275,5.0
207.0,209.0,0.006395132348187061,7.0
136.0,187.0,0.006411003385224835,3.0
39.0,171.0,0.006488877265073014,3.0
67.0,191.0,0.006645440381036843,3.0
75.0,176.0,0.0067539070325543,4.0
54.0,196.0,0.006802460101065719,4.0
