axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
22,mode_22,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1,0.006666666666666667,0.05777796017013378,0.03295125974323971,0.03295125974323971,positive,236
22,mode_22,Aryl Hydrocarbon Receptor Signalling,,Aryl Hydrocarbon Receptor Signalling,3,0.02,0.14144054254182067,-0.0302061856380186,0.0302061856380186,negative,288
22,mode_22,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,15,0.1,0.4689955935892812,0.011667721071713577,0.011667721071713577,positive,847
22,mode_22,Miro GTPase Cycle,,Miro GTPase Cycle,2,0.013333333333333334,0.10215803640865039,0.020791645331028424,0.020791645331028424,positive,503
22,mode_22,ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627,0.004342493220507037,0.004342493220507037,positive,1319
22,mode_22,Signal Amplification,,Signal Amplification,2,0.013333333333333334,0.10215803640865039,-0.005254434589975204,0.005254434589975204,negative,1250
22,mode_22,IRAK4 Deficiency (TLR2 4),,IRAK4 Deficiency (TLR2 4),4,0.02666666666666667,0.17738945318599736,-0.05062938014276107,0.05062938014276107,negative,82
22,mode_22,Activation of Gene Expression by SREBF (SREBP),,Activation of Gene Expression by SREBF (SREBP),14,0.09333333333333334,0.4474992550368635,0.011425378695008911,0.011425378695008911,positive,868
22,mode_22,MITF-M-dependent Gene Expression,,MITF-M-dependent Gene Expression,19,0.12666666666666668,0.5482251174503202,-0.0033937929783299904,0.0033937929783299904,negative,1407
22,mode_22,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,-0.012363289650163442,0.012363289650163442,negative,807
22,mode_22,Elastic Fibre Formation,,Elastic Fibre Formation,3,0.02,0.14144054254182067,0.03388258487167298,0.03388258487167298,positive,226
