axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
22,mode_22,top_positive,SARS-CoV-2 Modulates Host Translation Machinery,,SARS-CoV-2 Modulates Host Translation Machinery,10,0.06666666666666667,0.35335933502142136,0.14396975263122874,0.14396975263122874,positive,1
22,mode_22,top_positive,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,9,0.06,0.32744491915447627,0.13494188858344086,0.13494188858344086,positive,3
22,mode_22,top_positive,SLBP Independent Processing of Histone Pre-mRNAs,,SLBP Independent Processing of Histone Pre-mRNAs,9,0.06,0.32744491915447627,0.13494188858344086,0.13494188858344086,positive,4
22,mode_22,top_positive,snRNP Assembly,,snRNP Assembly,17,0.11333333333333333,0.5098891423431209,0.12610877832869136,0.12610877832869136,positive,5
22,mode_22,top_positive,Metabolism of Non-Coding RNA,,Metabolism of Non-Coding RNA,17,0.11333333333333333,0.5098891423431209,0.12610877832869136,0.12610877832869136,positive,6
22,mode_22,top_positive,Processing of Capped Intronless Pre-mRNA,,Processing of Capped Intronless Pre-mRNA,9,0.06,0.32744491915447627,0.0964386459408601,0.0964386459408601,positive,8
22,mode_22,top_positive,ER to Golgi Anterograde Transport,,ER to Golgi Anterograde Transport,6,0.04,0.24229218908241482,0.09473528030040874,0.09473528030040874,positive,9
22,mode_22,top_positive,RNA Polymerase III Transcription Termination,,RNA Polymerase III Transcription Termination,13,0.08666666666666667,0.42524461248637185,0.09337422956662823,0.09337422956662823,positive,11
22,mode_22,top_positive,RAB Geranylgeranylation,,RAB Geranylgeranylation,3,0.02,0.14144054254182067,0.09191726000972306,0.09191726000972306,positive,12
22,mode_22,top_positive,Extracellular Matrix Organization,,Extracellular Matrix Organization,5,0.03333333333333333,0.21084230031853213,0.07294643273052001,0.07294643273052001,positive,17
22,mode_22,top_positive,Peroxisomal Protein Import,,Peroxisomal Protein Import,6,0.04,0.24229218908241482,0.0713986620822867,0.0713986620822867,positive,19
22,mode_22,top_positive,Protein Localization,,Protein Localization,7,0.04666666666666667,0.2720647864044614,0.07124309148192595,0.07124309148192595,positive,20
22,mode_22,top_positive,Retrograde Transport at the Trans-Golgi-Network,,Retrograde Transport at the Trans-Golgi-Network,5,0.03333333333333333,0.21084230031853213,0.07085570582136613,0.07085570582136613,positive,22
22,mode_22,top_positive,Intra-Golgi Traffic,,Intra-Golgi Traffic,5,0.03333333333333333,0.21084230031853213,0.07085570582136613,0.07085570582136613,positive,21
22,mode_22,top_positive,Resolution of D-loop Structures Through Holliday Junction Intermediates,,Resolution of D-loop Structures Through Holliday Junction Intermediates,10,0.06666666666666667,0.35335933502142136,0.06991169488962508,0.06991169488962508,positive,25
22,mode_22,top_positive,Resolution of D-Loop Structures,,Resolution of D-Loop Structures,10,0.06666666666666667,0.35335933502142136,0.06991169488962508,0.06991169488962508,positive,26
22,mode_22,top_positive,Coagulation,,Coagulation,3,0.02,0.14144054254182067,0.06600372817935744,0.06600372817935744,positive,30
22,mode_22,top_positive,SARS-CoV-2 Infection,,SARS-CoV-2 Infection,28,0.18666666666666668,0.6944460704939805,0.06440280419435518,0.06440280419435518,positive,37
22,mode_22,top_positive,Fatty Acid Metabolism,,Fatty Acid Metabolism,5,0.03333333333333333,0.21084230031853213,0.06413465553805445,0.06413465553805445,positive,38
22,mode_22,top_positive,CHL1 Interactions,,CHL1 Interactions,5,0.03333333333333333,0.21084230031853213,0.06251622837764807,0.06251622837764807,positive,40
22,mode_22,top_negative,Formation of the Cornified Envelope,,Formation of the Cornified Envelope,4,0.02666666666666667,0.17738945318599736,-0.14148471152046513,0.14148471152046513,negative,2
22,mode_22,top_negative,Signaling by Hedgehog,,Signaling by Hedgehog,10,0.06666666666666667,0.35335933502142136,-0.09667257589380755,0.09667257589380755,negative,7
22,mode_22,top_negative,rRNA Processing in the Nucleus and Cytosol,,rRNA Processing in the Nucleus and Cytosol,8,0.05333333333333334,0.30039141736478187,-0.09441174747266236,0.09441174747266236,negative,10
22,mode_22,top_negative,Hedgehog 'Off' State,,Hedgehog 'Off' State,11,0.07333333333333333,0.37824164440536223,-0.08771670045156169,0.08771670045156169,negative,13
22,mode_22,top_negative,PKR-mediated Signaling,,PKR-mediated Signaling,24,0.16,0.6343095546405662,-0.08530530523948547,0.08530530523948547,negative,14
22,mode_22,top_negative,Organelle Biogenesis and Maintenance,,Organelle Biogenesis and Maintenance,25,0.16666666666666666,0.6500224216483541,-0.08119700027264029,0.08119700027264029,negative,15
22,mode_22,top_negative,Nephron Development,,Nephron Development,5,0.03333333333333333,0.21084230031853213,-0.077594429945747,0.077594429945747,negative,16
22,mode_22,top_negative,mRNA 3'-End Processing,,mRNA 3'-End Processing,17,0.11333333333333333,0.5098891423431209,-0.0727231219795045,0.0727231219795045,negative,18
22,mode_22,top_negative,RUNX2 Regulates Osteoblast Differentiation,,RUNX2 Regulates Osteoblast Differentiation,22,0.14666666666666667,0.6014353864290773,-0.07044591035662415,0.07044591035662415,negative,23
22,mode_22,top_negative,RNA Polymerase II Transcription,,RNA Polymerase II Transcription,85,0.5666666666666667,0.9871377743721863,-0.07032762081786566,0.07032762081786566,negative,24
22,mode_22,top_negative,Intraflagellar Transport,,Intraflagellar Transport,6,0.04,0.24229218908241482,-0.06984537999520034,0.06984537999520034,negative,27
22,mode_22,top_negative,Prefoldin Mediated Transfer of Substrate to CCT TriC,,Prefoldin Mediated Transfer of Substrate to CCT TriC,8,0.05333333333333334,0.30039141736478187,-0.06822750323279865,0.06822750323279865,negative,28
22,mode_22,top_negative,E2F Targets,,E2F Targets,65,0.43333333333333335,0.9871377743721863,-0.06620019174898868,0.06620019174898868,negative,29
22,mode_22,top_negative,Gene Expression (Transcription),,Gene Expression (Transcription),93,0.62,0.9580420222262995,-0.06564150226261972,0.06564150226261972,negative,31
22,mode_22,top_negative,Post-chaperonin Tubulin Folding Pathway,,Post-chaperonin Tubulin Folding Pathway,4,0.02666666666666667,0.17738945318599736,-0.0656017013923876,0.0656017013923876,negative,35
22,mode_22,top_negative,Transport of Connexons to the Plasma Membrane,,Transport of Connexons to the Plasma Membrane,4,0.02666666666666667,0.17738945318599736,-0.0656017013923876,0.0656017013923876,negative,32
22,mode_22,top_negative,Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane,,Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane,4,0.02666666666666667,0.17738945318599736,-0.0656017013923876,0.0656017013923876,negative,34
22,mode_22,top_negative,Sealing of the Nuclear Envelope (NE) by ESCRT-III,,Sealing of the Nuclear Envelope (NE) by ESCRT-III,4,0.02666666666666667,0.17738945318599736,-0.0656017013923876,0.0656017013923876,negative,33
22,mode_22,top_negative,Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,,Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,9,0.06,0.32744491915447627,-0.06524258824623679,0.06524258824623679,negative,36
22,mode_22,top_negative,TP53 Regulates Transcription of Cell Cycle Genes,,TP53 Regulates Transcription of Cell Cycle Genes,22,0.14666666666666667,0.6014353864290773,-0.06294224381166803,0.06294224381166803,negative,39
