axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
52,mode_52,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1,0.006666666666666667,0.05777796017013378,0.0163378399543383,0.0163378399543383,positive,717
52,mode_52,Aryl Hydrocarbon Receptor Signalling,,Aryl Hydrocarbon Receptor Signalling,3,0.02,0.14144054254182067,0.03394173931266236,0.03394173931266236,positive,215
52,mode_52,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,15,0.1,0.4689955935892812,0.0032390687853811858,0.0032390687853811858,positive,1405
52,mode_52,Miro GTPase Cycle,,Miro GTPase Cycle,2,0.013333333333333334,0.10215803640865039,-0.02885763033055962,0.02885763033055962,negative,318
52,mode_52,ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627,-0.015478024137041003,0.015478024137041003,negative,752
52,mode_52,Signal Amplification,,Signal Amplification,2,0.013333333333333334,0.10215803640865039,0.02567379660045195,0.02567379660045195,positive,413
52,mode_52,IRAK4 Deficiency (TLR2 4),,IRAK4 Deficiency (TLR2 4),4,0.02666666666666667,0.17738945318599736,0.022013040260488562,0.022013040260488562,positive,498
52,mode_52,Activation of Gene Expression by SREBF (SREBP),,Activation of Gene Expression by SREBF (SREBP),14,0.09333333333333334,0.4474992550368635,-0.012727500861072452,0.012727500861072452,negative,872
52,mode_52,MITF-M-dependent Gene Expression,,MITF-M-dependent Gene Expression,19,0.12666666666666668,0.5482251174503202,0.01850501127217534,0.01850501127217534,positive,618
52,mode_52,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,-0.008382437553833949,0.008382437553833949,negative,1078
52,mode_52,Elastic Fibre Formation,,Elastic Fibre Formation,3,0.02,0.14144054254182067,-0.007482657978970889,0.007482657978970889,negative,1135
52,mode_52,CTNNB1 S45 Mutants Aren'T Phosphorylated,,CTNNB1 S45 Mutants Aren'T Phosphorylated,12,0.08,0.4021791902022728,0.027081966744501345,0.027081966744501345,positive,359
52,mode_52,RHO GTPase Effectors,,RHO GTPase Effectors,30,0.2,0.7219280948873623,0.02222795322461382,0.02222795322461382,positive,494
52,mode_52,Processing of SMDT1,,Processing of SMDT1,1,0.006666666666666667,0.05777796017013378,-0.004412521282126642,0.004412521282126642,negative,1326
52,mode_52,Interleukin-1 Signaling,,Interleukin-1 Signaling,19,0.12666666666666668,0.5482251174503202,0.01039343033226952,0.01039343033226952,positive,975
52,mode_52,IGF1R Signaling Cascade,,IGF1R Signaling Cascade,21,0.14,0.584238811642856,0.0010546002487956529,0.0010546002487956529,positive,1560
52,mode_52,Signaling by ALK in Cancer,,Signaling by ALK in Cancer,43,0.2866666666666667,0.8643763438484613,0.010108249983645798,0.010108249983645798,positive,994
52,mode_52,Nonhomologous End-Joining (NHEJ),,Nonhomologous End-Joining (NHEJ),11,0.07333333333333333,0.37824164440536223,-0.0179476777268611,0.0179476777268611,negative,631
52,mode_52,Cellular Responses to Stress,,Cellular Responses to Stress,81,0.54,0.9953784388202257,0.01282847612364521,0.01282847612364521,positive,866
52,mode_52,RUNX2 Regulates Chondrocyte Maturation,,RUNX2 Regulates Chondrocyte Maturation,2,0.013333333333333334,0.10215803640865039,0.013783338275485103,0.013783338275485103,positive,809
52,mode_52,Apoptosis Induced DNA Fragmentation,,Apoptosis Induced DNA Fragmentation,4,0.02666666666666667,0.17738945318599736,0.032464018593402255,0.032464018593402255,positive,242
52,mode_52,Somitogenesis,,Somitogenesis,1,0.006666666666666667,0.05777796017013378,-0.0028203435024149663,0.0028203435024149663,negative,1449
52,mode_52,Signaling by PTK6,,Signaling by PTK6,26,0.17333333333333334,0.6652735227649414,0.058219142860338795,0.058219142860338795,positive,50
52,mode_52,Intracellular Signaling by Second Messengers,,Intracellular Signaling by Second Messengers,70,0.4666666666666667,0.9967916319816366,0.013851653795501642,0.013851653795501642,positive,805
52,mode_52,RHO GTPases Activate ROCKs,,RHO GTPases Activate ROCKs,4,0.02666666666666667,0.17738945318599736,0.004826170669650927,0.004826170669650927,positive,1305
52,mode_52,Mucopolysaccharidoses,,Mucopolysaccharidoses,1,0.006666666666666667,0.05777796017013378,0.00042835252348236456,0.00042835252348236456,positive,1619
52,mode_52,Toll-like Receptor Cascades,,Toll-like Receptor Cascades,23,0.15333333333333332,0.6181194891000384,0.012123044985455475,0.012123044985455475,positive,893
52,mode_52,Triglyceride Metabolism,,Triglyceride Metabolism,1,0.006666666666666667,0.05777796017013378,-0.0004829005201531066,0.0004829005201531066,negative,1609
52,mode_52,Metabolism of Steroids,,Metabolism of Steroids,10,0.06666666666666667,0.35335933502142136,0.024135122617975832,0.024135122617975832,positive,444
52,mode_52,Maturation of TCA Enzymes and Regulation of TCA Cycle,,Maturation of TCA Enzymes and Regulation of TCA Cycle,3,0.02,0.14144054254182067,0.005125545620068243,0.005125545620068243,positive,1284
52,mode_52,TRAF6 Mediated NF-kB Activation,,TRAF6 Mediated NF-kB Activation,5,0.03333333333333333,0.21084230031853213,-0.013218737513324242,0.013218737513324242,negative,836
52,mode_52,Diseases of Carbohydrate Metabolism,,Diseases of Carbohydrate Metabolism,1,0.006666666666666667,0.05777796017013378,0.00042835252348236456,0.00042835252348236456,positive,1620
52,mode_52,Disorders of Transmembrane Transporters,,Disorders of Transmembrane Transporters,7,0.04666666666666667,0.2720647864044614,-0.018211843918276103,0.018211843918276103,negative,624
52,mode_52,"Tristetraprolin (TTP, ZFP36) Binds and Destabilizes mRNA",,"Tristetraprolin (TTP, ZFP36) Binds and Destabilizes mRNA",2,0.013333333333333334,0.10215803640865039,0.0045686518344668576,0.0045686518344668576,positive,1320
52,mode_52,"Incretin Synthesis, Secretion, and Inactivation",,"Incretin Synthesis, Secretion, and Inactivation",1,0.006666666666666667,0.05777796017013378,0.01480358063423919,0.01480358063423919,positive,770
52,mode_52,Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),1,0.006666666666666667,0.05777796017013378,0.0396930111663474,0.0396930111663474,positive,168
52,mode_52,Downstream Signaling of Activated FGFR1,,Downstream Signaling of Activated FGFR1,21,0.14,0.584238811642856,0.0010546002487956529,0.0010546002487956529,positive,1561
52,mode_52,Keratan Sulfate Keratin Metabolism,,Keratan Sulfate Keratin Metabolism,1,0.006666666666666667,0.05777796017013378,0.0010575058980017544,0.0010575058980017544,positive,1555
52,mode_52,RNA Polymerase I Promoter Clearance,,RNA Polymerase I Promoter Clearance,25,0.16666666666666666,0.6500224216483541,-0.02914859863615826,0.02914859863615826,negative,312
52,mode_52,Telomere C-strand Synthesis Initiation,,Telomere C-strand Synthesis Initiation,3,0.02,0.14144054254182067,0.020347412065729206,0.020347412065729206,positive,552
52,mode_52,Neddylation,,Neddylation,25,0.16666666666666666,0.6500224216483541,-0.027546088448678927,0.027546088448678927,negative,348
52,mode_52,SARS-CoV-1-host Interactions,,SARS-CoV-1-host Interactions,28,0.18666666666666668,0.6944460704939805,-0.03948151448181118,0.03948151448181118,negative,172
