left,right,distance,count
2.0,38.0,8.802693070455081e-06,2.0
24.0,81.0,0.003900965864163935,2.0
118.0,123.0,0.004028331862667965,2.0
115.0,139.0,0.004061186791706014,2.0
57.0,98.0,0.004260548163706126,2.0
101.0,119.0,0.004971811515307691,2.0
20.0,41.0,0.005098362297673789,2.0
11.0,31.0,0.006161231904888273,2.0
69.0,94.0,0.006245007382494,2.0
27.0,28.0,0.006658885505877892,2.0
116.0,120.0,0.006950803081964369,2.0
17.0,143.0,0.007026138382060698,2.0
15.0,158.0,0.00752284731256973,3.0
42.0,74.0,0.0076448277385020415,2.0
48.0,90.0,0.007797336509229731,2.0
13.0,82.0,0.008045474726618946,2.0
50.0,157.0,0.008248210178085873,3.0
22.0,161.0,0.00882818804387988,3.0
4.0,117.0,0.009304127309505734,2.0
7.0,35.0,0.009644161019909373,2.0
86.0,104.0,0.009789807668144898,2.0
154.0,165.0,0.009929133671424409,4.0
25.0,62.0,0.010267054207567917,2.0
8.0,59.0,0.010314211555714683,2.0
70.0,162.0,0.010408931741611954,4.0
64.0,159.0,0.010508171214020545,3.0
18.0,84.0,0.011066166615253609,2.0
34.0,169.0,0.011294747799081363,3.0
16.0,106.0,0.011443517770686626,2.0
80.0,172.0,0.01154117244601555,3.0
51.0,166.0,0.011618695414628953,4.0
77.0,163.0,0.012320869298507342,3.0
21.0,167.0,0.01235276556685383,4.0
144.0,171.0,0.012500322029474148,5.0
128.0,178.0,0.01259002142905033,3.0
121.0,170.0,0.0127291275949634,3.0
164.0,182.0,0.013026427809118571,6.0
105.0,107.0,0.013101000928724658,2.0
37.0,181.0,0.013225338349379093,4.0
19.0,33.0,0.013621077322247765,2.0
137.0,177.0,0.013869171086093627,4.0
0.0,55.0,0.01389477889036437,2.0
173.0,175.0,0.014115347969547132,5.0
72.0,179.0,0.014372293869469088,4.0
14.0,193.0,0.01505319816516622,5.0
45.0,142.0,0.015497460455605289,2.0
79.0,168.0,0.01555015312494925,3.0
52.0,185.0,0.015577131018368988,4.0
83.0,111.0,0.01580716652040562,2.0
60.0,188.0,0.01594379891455511,5.0
3.0,140.0,0.016171965281641488,2.0
91.0,97.0,0.016180001778330604,2.0
67.0,109.0,0.01653502167543284,2.0
160.0,194.0,0.016826931599559444,7.0
87.0,199.0,0.016911084502773663,6.0
96.0,183.0,0.017073576232443523,6.0
43.0,93.0,0.01711923399580594,2.0
110.0,136.0,0.017799633293633616,2.0
130.0,153.0,0.017951122266216087,3.0
44.0,176.0,0.01800056483456105,3.0
134.0,190.0,0.01811701839920773,5.0
26.0,206.0,0.018188267677329877,3.0
76.0,192.0,0.018776288912270383,6.0
5.0,126.0,0.019044912567313745,2.0
40.0,213.0,0.019452515364627977,3.0
56.0,147.0,0.020037519871881255,2.0
191.0,209.0,0.02019605928133249,5.0
61.0,180.0,0.02029808827817585,5.0
89.0,92.0,0.020448563073955463,2.0
103.0,138.0,0.0206100406122842,2.0
