go_log_likelihood,go_bic_active,go_aic_active,go_bic_full,go_active_parameters,go_full_parameters,go_bic_active_per_gene,n_clusters,largest_cluster_size,largest_cluster_fraction,singleton_clusters,singleton_fraction,singleton_gene_fraction,median_cluster_size,coherent_cluster_count,coherent_cluster_fraction,median_significant_terms_q05,min_cluster_q_value,median_within_tfidf_cosine,weighted_mean_within_tfidf_cosine
-5440.817270589623,53398.5604389427,17723.634541179246,2328495.297626513,3421,186480,355.9904029262847,112,6,0.04,86,0.7678571428571429,0.5733333333333334,1.0,0,0.0,0.0,0.148993288590604,0.15207695665126503,0.22148804604638486
