left,right,distance,count
110.0,134.0,0.00013718852580533406,2.0
5.0,131.0,0.00015682562532596224,2.0
28.0,139.0,0.0002157130433359491,2.0
45.0,105.0,0.0003888336217694319,2.0
82.0,145.0,0.00044371549645290273,2.0
41.0,74.0,0.0005025632484535808,2.0
22.0,135.0,0.0005525231066833583,2.0
34.0,75.0,0.0006310250986460167,2.0
10.0,85.0,0.0007925300083183049,2.0
48.0,136.0,0.0008990662424079646,2.0
23.0,55.0,0.0009068862500439003,2.0
3.0,33.0,0.0009179764901754732,2.0
0.0,13.0,0.001082801064114439,2.0
4.0,35.0,0.001168212898310647,2.0
9.0,21.0,0.0015690118355579027,2.0
98.0,138.0,0.0021289644836838344,2.0
43.0,112.0,0.002468216350322811,2.0
99.0,141.0,0.002513615528236239,2.0
67.0,127.0,0.0029496835563228344,2.0
37.0,146.0,0.0029833475308306007,2.0
71.0,142.0,0.0030046706121801005,2.0
116.0,163.0,0.0030082690746700514,3.0
12.0,84.0,0.0031125063663940983,2.0
16.0,133.0,0.0031969713189900066,2.0
81.0,158.0,0.0032977177897844895,3.0
107.0,124.0,0.0033888506088371522,2.0
92.0,128.0,0.00397380789825447,2.0
26.0,121.0,0.00406353379166797,2.0
140.0,143.0,0.00414657757430748,2.0
2.0,38.0,0.0042459644924478426,2.0
7.0,17.0,0.004740013300917941,2.0
60.0,157.0,0.004871001475233903,3.0
15.0,152.0,0.00507074479531747,3.0
52.0,90.0,0.005199848508290315,2.0
11.0,137.0,0.005802345158844672,2.0
57.0,126.0,0.005823723894782282,2.0
20.0,61.0,0.005944151779881324,2.0
18.0,117.0,0.006001044043277294,2.0
148.0,160.0,0.00609484307641828,3.0
25.0,54.0,0.006388248813921606,2.0
108.0,125.0,0.006444595094751616,2.0
39.0,114.0,0.006512764667888269,2.0
87.0,150.0,0.006611134634980439,3.0
77.0,169.0,0.006725063676575115,3.0
175.0,180.0,0.0071136866484776485,4.0
162.0,174.0,0.007260842712951926,5.0
166.0,181.0,0.007426702034851543,5.0
64.0,70.0,0.007620179393495911,2.0
27.0,76.0,0.00762216480938591,2.0
8.0,59.0,0.007744980075783081,2.0
161.0,168.0,0.007757506885632383,4.0
72.0,129.0,0.007911145136243199,2.0
50.0,172.0,0.007914074775213789,3.0
155.0,182.0,0.007983510305396853,5.0
80.0,130.0,0.008361117431890165,2.0
32.0,147.0,0.008518194930644107,2.0
51.0,97.0,0.008865486385894544,2.0
86.0,144.0,0.009086270924394383,2.0
56.0,153.0,0.009179119266922206,3.0
29.0,66.0,0.009260199733548032,2.0
30.0,40.0,0.00942232339539351,2.0
36.0,78.0,0.009631313070015192,2.0
165.0,176.0,0.009941095637635325,4.0
24.0,91.0,0.010131770326306248,2.0
119.0,185.0,0.01082574617644573,3.0
164.0,194.0,0.011412601581469495,6.0
62.0,83.0,0.01157033937548954,2.0
93.0,118.0,0.01197300358909817,2.0
113.0,203.0,0.011997982759781834,6.0
120.0,206.0,0.013167370473054893,3.0
42.0,65.0,0.013371023515587504,2.0
63.0,104.0,0.013825832952896046,2.0
193.0,196.0,0.014127389044894518,8.0
46.0,173.0,0.014558406541208064,3.0
103.0,179.0,0.014721988084047304,3.0
88.0,115.0,0.014724070947848882,2.0
89.0,212.0,0.015525358688428186,5.0
106.0,223.0,0.016472919724569688,4.0
1.0,215.0,0.017171248942597712,7.0
156.0,183.0,0.01729147548069448,4.0
94.0,186.0,0.018160976653413808,3.0
122.0,159.0,0.01905231423652593,3.0
79.0,187.0,0.019101960034485575,3.0
171.0,209.0,0.01944541008997221,5.0
178.0,189.0,0.020414219547804185,4.0
49.0,204.0,0.020589239430067175,3.0
132.0,191.0,0.02086466352261007,3.0
31.0,198.0,0.020878637819521897,3.0
154.0,188.0,0.02150182391546939,5.0
207.0,211.0,0.022055362785394862,4.0
149.0,201.0,0.022469890959417677,3.0
190.0,228.0,0.02279823577198845,9.0
195.0,219.0,0.02377109233118969,8.0
44.0,96.0,0.02383856241886854,2.0
177.0,222.0,0.023910352412192745,10.0
192.0,200.0,0.02463256272521702,7.0
101.0,227.0,0.025179317359639356,5.0
6.0,217.0,0.02527983385458576,3.0
19.0,111.0,0.02613206461018981,2.0
214.0,225.0,0.02623809245949243,5.0
47.0,58.0,0.026325279512979048,2.0
202.0,226.0,0.02817733878006414,8.0
102.0,246.0,0.02903240352565087,6.0
208.0,224.0,0.029154611046032525,6.0
216.0,229.0,0.029568044227071086,6.0
151.0,167.0,0.030920049270451794,4.0
205.0,221.0,0.031091446518614854,4.0
14.0,100.0,0.03142894670204102,2.0
170.0,197.0,0.03160360578260728,4.0
69.0,199.0,0.03503532818905516,3.0
95.0,184.0,0.03504404077884853,3.0
123.0,245.0,0.03903549189476853,8.0
249.0,251.0,0.04419773664818141,13.0
53.0,243.0,0.044535286586246954,3.0
68.0,73.0,0.044675096233660776,2.0
236.0,240.0,0.04469867340721325,6.0
234.0,255.0,0.04475367182750442,8.0
233.0,239.0,0.047169874763532585,9.0
231.0,256.0,0.0479145546294036,7.0
210.0,257.0,0.048181390345741856,4.0
218.0,237.0,0.048647242279317486,9.0
230.0,235.0,0.04994946507289669,6.0
238.0,242.0,0.05187875350360914,13.0
254.0,261.0,0.05230742309443953,14.0
247.0,248.0,0.05501840422783437,5.0
241.0,253.0,0.06853099060607536,15.0
250.0,264.0,0.07035628598320166,4.0
232.0,262.0,0.07164949244258656,16.0
259.0,272.0,0.07264720742304041,16.0
258.0,271.0,0.07908341346906327,10.0
220.0,270.0,0.08116011674875381,11.0
109.0,273.0,0.08877879586043068,15.0
244.0,260.0,0.09757619749332465,13.0
265.0,281.0,0.09892172388335606,21.0
267.0,268.0,0.10628520225784006,16.0
269.0,275.0,0.10971873757865333,19.0
276.0,282.0,0.11445147404797273,17.0
279.0,280.0,0.12848938665414672,21.0
213.0,277.0,0.13171605813859008,18.0
263.0,288.0,0.14585175348487478,21.0
274.0,283.0,0.16563083368904982,26.0
266.0,285.0,0.22156913958179003,27.0
284.0,286.0,0.23289327753904984,33.0
278.0,287.0,0.2545431692356064,37.0
290.0,292.0,0.2635321199831738,59.0
293.0,294.0,0.2791684742374838,96.0
289.0,295.0,0.2863137144426325,117.0
291.0,296.0,0.29387828073411276,144.0
252.0,297.0,0.3664674379695442,150.0
