axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
22,mode_22,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1,0.006666666666666667,0.05777796017013378,-0.007968952901647765,0.007968952901647765,negative,777
22,mode_22,Aryl Hydrocarbon Receptor Signalling,,Aryl Hydrocarbon Receptor Signalling,3,0.02,0.14144054254182067,-0.003349518020769174,0.003349518020769174,negative,1117
22,mode_22,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,15,0.1,0.4689955935892812,-0.0014847889184197243,0.0014847889184197243,negative,1399
22,mode_22,Miro GTPase Cycle,,Miro GTPase Cycle,2,0.013333333333333334,0.10215803640865039,-0.000522728785300012,0.000522728785300012,negative,1546
22,mode_22,ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627,-0.010825005215811914,0.010825005215811914,negative,606
22,mode_22,Signal Amplification,,Signal Amplification,2,0.013333333333333334,0.10215803640865039,-0.009617369477790705,0.009617369477790705,negative,688
22,mode_22,IRAK4 Deficiency (TLR2 4),,IRAK4 Deficiency (TLR2 4),4,0.02666666666666667,0.17738945318599736,-0.06090639695261718,0.06090639695261718,negative,51
22,mode_22,Activation of Gene Expression by SREBF (SREBP),,Activation of Gene Expression by SREBF (SREBP),14,0.09333333333333334,0.4474992550368635,-0.016192291173485474,0.016192291173485474,negative,419
22,mode_22,MITF-M-dependent Gene Expression,,MITF-M-dependent Gene Expression,19,0.12666666666666668,0.5482251174503202,-0.00045818806604226806,0.00045818806604226806,negative,1552
22,mode_22,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,0.022135367212922877,0.022135367212922877,positive,289
22,mode_22,Elastic Fibre Formation,,Elastic Fibre Formation,3,0.02,0.14144054254182067,0.058472675380453865,0.058472675380453865,positive,56
22,mode_22,CTNNB1 S45 Mutants Aren'T Phosphorylated,,CTNNB1 S45 Mutants Aren'T Phosphorylated,12,0.08,0.4021791902022728,-0.019200815605249586,0.019200815605249586,negative,334
22,mode_22,RHO GTPase Effectors,,RHO GTPase Effectors,30,0.2,0.7219280948873623,0.02065098735465219,0.02065098735465219,positive,308
22,mode_22,Processing of SMDT1,,Processing of SMDT1,1,0.006666666666666667,0.05777796017013378,-0.0018367712569980603,0.0018367712569980603,negative,1304
22,mode_22,Interleukin-1 Signaling,,Interleukin-1 Signaling,19,0.12666666666666668,0.5482251174503202,-0.023174482133837323,0.023174482133837323,negative,276
22,mode_22,IGF1R Signaling Cascade,,IGF1R Signaling Cascade,21,0.14,0.584238811642856,0.0016699711295180943,0.0016699711295180943,positive,1342
22,mode_22,Signaling by ALK in Cancer,,Signaling by ALK in Cancer,43,0.2866666666666667,0.8643763438484613,-0.00481891461938182,0.00481891461938182,negative,970
22,mode_22,Nonhomologous End-Joining (NHEJ),,Nonhomologous End-Joining (NHEJ),11,0.07333333333333333,0.37824164440536223,-0.02577382069986301,0.02577382069986301,negative,253
22,mode_22,Cellular Responses to Stress,,Cellular Responses to Stress,81,0.54,0.9953784388202257,-0.07544791803574888,0.07544791803574888,negative,21
22,mode_22,RUNX2 Regulates Chondrocyte Maturation,,RUNX2 Regulates Chondrocyte Maturation,2,0.013333333333333334,0.10215803640865039,0.00533946458854754,0.00533946458854754,positive,936
22,mode_22,Apoptosis Induced DNA Fragmentation,,Apoptosis Induced DNA Fragmentation,4,0.02666666666666667,0.17738945318599736,-0.006886260808315977,0.006886260808315977,negative,835
22,mode_22,Somitogenesis,,Somitogenesis,1,0.006666666666666667,0.05777796017013378,-0.0009244415220697441,0.0009244415220697441,negative,1473
22,mode_22,Signaling by PTK6,,Signaling by PTK6,26,0.17333333333333334,0.6652735227649414,-0.006767256538063752,0.006767256538063752,negative,841
22,mode_22,Intracellular Signaling by Second Messengers,,Intracellular Signaling by Second Messengers,70,0.4666666666666667,0.9967916319816366,-0.015686088227751045,0.015686088227751045,negative,439
22,mode_22,RHO GTPases Activate ROCKs,,RHO GTPases Activate ROCKs,4,0.02666666666666667,0.17738945318599736,0.00017832902858615728,0.00017832902858615728,positive,1625
22,mode_22,Mucopolysaccharidoses,,Mucopolysaccharidoses,1,0.006666666666666667,0.05777796017013378,-0.0005661254940934767,0.0005661254940934767,negative,1541
22,mode_22,Toll-like Receptor Cascades,,Toll-like Receptor Cascades,23,0.15333333333333332,0.6181194891000384,-0.003528746400970565,0.003528746400970565,negative,1098
22,mode_22,Triglyceride Metabolism,,Triglyceride Metabolism,1,0.006666666666666667,0.05777796017013378,0.0003512864492466056,0.0003512864492466056,positive,1570
22,mode_22,Metabolism of Steroids,,Metabolism of Steroids,10,0.06666666666666667,0.35335933502142136,-0.011414635297507865,0.011414635297507865,negative,571
22,mode_22,Maturation of TCA Enzymes and Regulation of TCA Cycle,,Maturation of TCA Enzymes and Regulation of TCA Cycle,3,0.02,0.14144054254182067,-0.09271085949067501,0.09271085949067501,negative,13
22,mode_22,TRAF6 Mediated NF-kB Activation,,TRAF6 Mediated NF-kB Activation,5,0.03333333333333333,0.21084230031853213,-0.004885878966761342,0.004885878966761342,negative,967
