run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,78,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,79,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,80,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,81,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,82,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,83,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,84,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,85,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,86,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,87,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,88,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,89,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,90,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,91,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,92,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,93,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,94,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,95,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,96,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,97,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,98,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,99,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,100,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,101,2,0.2774726559153039
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,102,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,103,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,104,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,105,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,106,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,107,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,108,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,109,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,110,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,111,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,112,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,113,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,114,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,115,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,116,1,
