gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,0.217567199336435,-0.13544137570045484,3
RARA,0.02888005577345168,0.07977074688947682,4
SMC3,-0.0303131058301057,-0.12603755565815344,4
DEK,-0.07618245443514549,0.06521605975873389,4
TET2,-0.029250939508416174,0.0016026413455421462,4
PML,-0.054944182135615784,-0.04974982053968818,4
TP53,-0.06435764536813454,-0.017954964293411542,4
SMC1A,0.03559471686005883,0.050664641663271115,2
FLT3,-0.04073332083424929,-0.0317788341352409,1
RUNX1,-0.03705561931678991,-0.0015363546838384034,3
IDH1,-0.06984210017561737,0.020414190057152424,4
SF3B1,-0.3892450774338579,0.13081569583545863,1
WT1,0.03744912367231007,0.025449083012580177,4
NRAS,0.02541243837699248,0.004345363465489349,3
KMT2A,-0.03739232455607595,0.2377659078521222,4
BCL2,0.06753623472327464,-0.026873572123280114,1
IDH2,0.04792474223712939,-0.03464735894110729,4
EZH2,-0.11537775206921508,-0.36045269508328465,0
ZRSR2,0.15704869346738295,-0.10643098032468788,3
RAD21,0.016991257123324735,-0.007757691583127952,4
KRAS,-0.09556282493759377,0.017731385105418915,3
DNMT3A,-0.20634904898564388,-0.24908063802827252,0
ASXL1,-0.08758578556923508,-0.2381611475034497,0
U2AF1,0.2112617557942919,-0.1384777319698247,4
GATA2,0.10002833523082393,0.05166547015452092,4
CEBPA,-0.03648410992216322,0.2919782355893558,4
NUP214,-0.06387348593286987,0.061099771603978274,4
KIT,-0.009485665884963558,-0.01976327036002627,1
PTPN11,-0.02239197644411102,0.0024910773291080186,1
STAG2,0.0737827320867168,0.07665514386711043,4
MECOM,-0.019655874587180676,-0.081101067469841,3
NPM1,-0.5443284808862043,0.13784594721894045,1
WAPL,0.009426892898819877,0.013613217378817214,4
SMC1B,0.012813176461254286,-0.030077231872036665,4
CDCA5,0.13152157511284512,0.08536634542233072,2
SGO1,0.1555411731702296,0.10920799463500448,2
REC8,-0.0759115750103992,0.05641968312657407,3
MXD4,0.19001947649911338,-0.05358200889863583,4
STAG3,-0.03027559764562395,-0.1259278000321645,4
NIPBL,-0.03753277949606641,-0.08537744713225183,4
SPI1,-0.07491770406075203,-0.11535113573303796,4
GPR31,-0.09463139864397195,0.019946110647070327,3
STAG1,0.19206719730900965,-0.005260074533885623,4
NXF2,-0.029333508199373227,0.05632825644445891,4
CARNMT1,0.16720670027698797,-0.08884283030904665,3
ELF4,-0.11270052644873277,0.0295516347863815,4
KRTAP10-3,0.08544731999874214,-0.017829849708307647,4
AIRE,0.01534273842188045,0.05630523957950644,4
ZNF513,-0.20061818098911885,-0.266500209021824,0
SLA,0.002433968064431847,0.0032617056276319735,1
ZRSR1,-0.43020961571305266,0.10131085423254751,1
SRRM1,-0.28503346260521145,0.09006247816208715,1
ANKRD11,0.17730322031932982,-0.11342483826082062,4
CIRSR,0.3080643883356371,-0.12380572712746399,3
ZNF207,-0.1245256902729078,0.19102896382123422,4
U2AF1L4,0.20187794065779982,-0.15305377393231906,3
USP37,-0.13224332778677345,0.06042707654906115,4
FMO3,0.06505245496383232,0.010308702597208768,3
ADAR,0.07432379169424158,-0.048833104137123946,4
SH2B3,-0.006505154425384713,-0.034758644130452376,1
SSU72,0.2599516986958084,-0.05670560493130539,4
SOCS1,-0.037503581535495184,-0.048784537391907384,1
PAF1,-0.0970350061151655,0.33300935732244463,4
USP13,-0.006198138732038472,0.022918756868440974,4
TEC,-0.028830553700539004,-0.02451891015281755,1
RGPD2,0.010899472686485395,-0.0005698928480267981,4
WAPAL,0.007479939730917302,0.02102888758226098,4
KAT6A,0.053668563600671015,0.11969360599917925,4
HLF,-0.03244131730931426,0.29129937545319806,4
HRK,0.09209289985497837,-0.04352531891644537,1
BNIPL,0.042938618044820215,-0.057893610439565216,1
GRB10,-0.022404189396874767,0.0056136713199762675,1
MED1,-0.04032380223949717,0.3199188429078728,4
NUP93,-0.0073148099561637795,0.005399305636282807,4
PDS5B,0.10820627234313457,-0.016737987858517267,4
CBL,-0.031263164184240924,-0.012496778491442533,1
OVCA2,-0.021126344460428215,0.029344828306552963,1
PDS5A,0.0581126960800593,0.01696755105224129,4
RBM15,0.13097672405490043,0.004945824996764858,4
TFEC,0.03051781333761637,0.07068771979871742,4
C19ORF43,0.08650412063018471,0.3907140876117638,4
ZFPM1,0.04138496626723384,0.045763214293407226,4
RADIL,0.03341663977907592,-0.020919876470932283,3
HIST1H3A,-0.22720239509401988,-0.08252572242328726,0
ZRSR2P1,0.19159942615315312,-0.09899933802160962,3
PIK3CG,0.0217083554867685,-0.01555617058384757,3
IRX4,0.07315909558551324,0.054043183864826566,4
CITED1,0.10148132612901674,0.15953167658369624,4
GPATCH11,-0.09707409396568331,-0.012698549020538791,3
PPP4R3A,-0.0356455243320653,-0.052898698879667715,3
SUV39H1,-0.2464071479503512,-0.43537883682541745,0
KITLG,-0.013390220482999583,-0.006066127224916671,1
PECAM1,0.02023612862721421,-0.005155701511447716,3
HIST1H4A,-0.08124255461832851,0.09200239891499234,4
AVEN,0.049518347477558025,-0.04028677709703254,1
MAU2,0.05110568918626293,0.013147279787722023,4
PAWR,0.05853724328121056,-0.0011241693241425008,3
MATK,-0.004729796506211514,-0.029850958837912177,1
