axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
8,mode_08,top_absolute,Regulation of PLK1 Activity at G2 M Transition,,Regulation of PLK1 Activity at G2 M Transition,22,0.14666666666666667,0.6014353864290773,-0.1660011740484972,0.1660011740484972,negative,10
8,mode_08,top_absolute,Formation of the Cornified Envelope,,Formation of the Cornified Envelope,4,0.02666666666666667,0.17738945318599736,-0.10030169973248716,0.10030169973248716,negative,11
8,mode_08,top_absolute,G2 M Transition,,G2 M Transition,31,0.20666666666666667,0.7350626941249581,-0.09038860563037271,0.09038860563037271,negative,12
8,mode_08,top_absolute,Mitotic G2-G2 M Phases,,Mitotic G2-G2 M Phases,32,0.21333333333333335,0.7478061583312325,-0.08789081293362704,0.08789081293362704,negative,13
8,mode_08,top_absolute,Hedgehog 'Off' State,,Hedgehog 'Off' State,11,0.07333333333333333,0.37824164440536223,-0.08788936016750636,0.08788936016750636,negative,14
8,mode_08,top_absolute,Mitotic Prometaphase,,Mitotic Prometaphase,50,0.3333333333333333,0.9182958340544896,-0.08458518164162357,0.08458518164162357,negative,15
8,mode_08,top_absolute,Golgi-to-ER Retrograde Transport,,Golgi-to-ER Retrograde Transport,8,0.05333333333333334,0.30039141736478187,-0.08098937248396457,0.08098937248396457,negative,16
8,mode_08,top_absolute,COPI-dependent Golgi-to-ER Retrograde Traffic,,COPI-dependent Golgi-to-ER Retrograde Traffic,8,0.05333333333333334,0.30039141736478187,-0.07846097919067964,0.07846097919067964,negative,17
8,mode_08,top_absolute,RNA Polymerase III Transcription,,RNA Polymerase III Transcription,19,0.12666666666666668,0.5482251174503202,-0.0731584057944772,0.0731584057944772,negative,18
8,mode_08,top_absolute,RNA Polymerase III Abortive And Retractive Initiation,,RNA Polymerase III Abortive And Retractive Initiation,19,0.12666666666666668,0.5482251174503202,-0.0731584057944772,0.0731584057944772,negative,19
8,mode_08,top_absolute,SARS-CoV-2 Modulates Host Translation Machinery,,SARS-CoV-2 Modulates Host Translation Machinery,10,0.06666666666666667,0.35335933502142136,-0.07024968319478897,0.07024968319478897,negative,20
9,mode_09,top_positive,CDK-mediated Phosphorylation and Removal of Cdc6,,CDK-mediated Phosphorylation and Removal of Cdc6,11,0.07333333333333333,0.37824164440536223,0.08787784753387662,0.08787784753387662,positive,3
9,mode_09,top_positive,Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,,Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,25,0.16666666666666666,0.6500224216483541,0.08771825816455961,0.08771825816455961,positive,4
9,mode_09,top_positive,APC C-mediated Degradation of Cell Cycle Proteins,,APC C-mediated Degradation of Cell Cycle Proteins,19,0.12666666666666668,0.5482251174503202,0.08610741811680481,0.08610741811680481,positive,6
9,mode_09,top_positive,Regulation of Mitotic Cell Cycle,,Regulation of Mitotic Cell Cycle,19,0.12666666666666668,0.5482251174503202,0.08610741811680481,0.08610741811680481,positive,7
9,mode_09,top_positive,Regulation of APC C Activators Between G1 S and Early Anaphase,,Regulation of APC C Activators Between G1 S and Early Anaphase,17,0.11333333333333333,0.5098891423431209,0.08561598907750681,0.08561598907750681,positive,8
9,mode_09,top_positive,Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,,Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,13,0.08666666666666667,0.42524461248637185,0.0848702114262698,0.0848702114262698,positive,9
9,mode_09,top_positive,APC C Cdc20 Mediated Degradation of Mitotic Proteins,,APC C Cdc20 Mediated Degradation of Mitotic Proteins,11,0.07333333333333333,0.37824164440536223,0.08426689393905065,0.08426689393905065,positive,10
9,mode_09,top_positive,Cdc20 Phospho-APC C Mediated Degradation of Cyclin A,,Cdc20 Phospho-APC C Mediated Degradation of Cyclin A,10,0.06666666666666667,0.35335933502142136,0.08353805081685972,0.08353805081685972,positive,11
9,mode_09,top_positive,APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,,APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,10,0.06666666666666667,0.35335933502142136,0.08353805081685972,0.08353805081685972,positive,12
9,mode_09,top_positive,Switching of Origins to a Post-Replicative State,,Switching of Origins to a Post-Replicative State,19,0.12666666666666668,0.5482251174503202,0.08263859326081802,0.08263859326081802,positive,13
9,mode_09,top_positive,APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,,APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,12,0.08,0.4021791902022728,0.08253065404324651,0.08253065404324651,positive,14
9,mode_09,top_positive,Antigen Processing Ubiquitination & Proteasome Degradation,,Antigen Processing Ubiquitination & Proteasome Degradation,21,0.14,0.584238811642856,0.08205068135174523,0.08205068135174523,positive,15
9,mode_09,top_positive,G1 Phase,,G1 Phase,32,0.21333333333333335,0.7478061583312325,0.0796230796042286,0.0796230796042286,positive,17
9,mode_09,top_positive,Cyclin D Associated Events in G1,,Cyclin D Associated Events in G1,32,0.21333333333333335,0.7478061583312325,0.0796230796042286,0.0796230796042286,positive,16
9,mode_09,top_positive,Assembly of the Pre-Replicative Complex,,Assembly of the Pre-Replicative Complex,14,0.09333333333333334,0.4474992550368635,0.07865544909519298,0.07865544909519298,positive,18
