run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,0,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,1,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,2,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,4,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,5,3,0.8084934603510737
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,6,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,7,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,8,2,0.9892460676875634
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,9,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,10,4,0.5314573574213233
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,11,2,0.23397958041577205
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,12,4,0.10281916840643168
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,13,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,14,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,15,3,0.5083568373387929
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,16,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,17,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,18,5,0.41368127590321147
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,19,5,0.39416002367175135
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,20,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,21,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,22,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,23,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,24,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,25,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,26,3,0.6415412217460384
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,27,3,0.685251991451913
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,28,3,0.005697262080738952
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,29,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,30,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,31,6,0.4766449505985155
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,32,5,0.3493209403712167
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,33,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,34,2,0.24882613629013672
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,35,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,36,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,37,3,0.6570945996263863
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,38,8,0.39084340034136933
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,39,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,40,3,0.23276952006807314
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,41,3,0.20230128162075914
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,42,4,0.03371434218955357
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,43,2,0.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,44,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,45,4,0.07627317515215633
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,46,3,0.2289738035617058
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,47,3,0.4675651732713284
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,48,4,0.425012642757116
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,49,2,0.27907698894472643
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,50,4,0.5241661361186168
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,51,3,0.3347293121955414
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,52,3,0.24784332717149962
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,53,4,0.34248174343366583
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,54,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,55,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,56,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,57,4,0.3202120906102682
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,58,2,0.26036568873413124
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,59,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,60,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,61,2,0.8453639524696612
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,62,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,63,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,64,4,0.755717774051861
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,65,3,0.08231365321194313
