gene,mode_06,mode_07,mode_08,mode_09
SRSF2,-0.12882436423916627,0.11558634711107826,-0.18461915173782356,0.08356553999951008
RARA,0.2563917791163105,0.21659607918534154,-0.005409384858463127,0.044594649722610076
SMC3,0.024846685483389967,0.11674181684432149,-0.181026212988483,-0.08785322764285745
DEK,-0.2668755016909538,-0.15953903616805853,-0.041389546924917954,-0.07164745131451954
TET2,-0.11548586333413756,-0.15013714356188979,-0.020624520178156046,-0.33568688231599775
PML,0.08156808461327239,0.21120406825019925,0.07527352143460299,0.03758423037792788
TP53,-0.22902925750969183,0.10685781636036913,0.12640349547436425,-0.14337164157367932
SMC1A,-0.0679506854063047,0.03215000605627642,0.04629794586042764,-0.0656690511517929
FLT3,0.030722174702514086,-0.042172770123570055,0.01629270902551964,0.12727598840745463
RUNX1,0.2579115970956322,0.23849687338379044,0.029531324786519965,0.048364702906753314
IDH1,0.12449921858765983,-0.06277212573486468,-0.24928003267488252,0.014378306307649812
SF3B1,-0.16830424805301486,0.2242364051673482,-0.07989999827827343,-0.15233961695526718
WT1,-0.05626476729811272,-0.043497445248185246,-0.13306764377538205,-0.059240538982032444
NRAS,-0.002209405193115769,-0.04625235562820573,-0.04848688661430138,-0.13748206895533693
KMT2A,0.10973038568920797,0.05404220412850767,-0.002490733348797955,-0.04402400999808976
BCL2,-0.1639464961389699,0.25413246418934055,0.21443922681145317,-0.19448419505669814
IDH2,0.06944957772919653,0.046253668987278306,-0.08674527969801635,-0.015577523894056937
EZH2,-0.06329139240859534,-0.16547947875157334,-0.01102981734657302,-0.0983806415868821
ZRSR2,-0.09822039142396317,0.1607642568188223,-0.18196363557138448,0.11063271171331437
RAD21,-0.1192202391744607,0.16278646701392238,0.06179113353381438,0.04627724468541593
KRAS,-0.01791551480524577,-0.014020474933639206,-0.08239694977163892,-0.1962914471318481
DNMT3A,-0.008861181729718016,-0.03318681679215858,0.07857251646308752,-0.07384436742862877
ASXL1,-0.05027236457524939,-0.02169007088789852,-0.013440530352192356,-0.05686148803517022
U2AF1,-0.20592701931519689,0.25262509363456903,-0.053766320359716964,0.03247626611550028
GATA2,0.044096289358590675,0.009616137534945108,-0.12446544443339153,0.011544716276162941
CEBPA,0.046294251538475745,0.28804269488999473,0.061352064944465504,-0.015386188912696785
NUP214,0.29471323278579525,-0.3632103052363723,0.411965605132583,0.011937721608703813
KIT,0.03815818660735955,-0.055239834194821466,0.0031526770338386537,0.09710238866933878
PTPN11,0.007657621998500089,-0.06130616382336359,0.009636470139336615,0.058435888781476965
STAG2,-0.02600496144413893,0.11673489206010605,0.05608973669405147,-0.05363476239906632
MECOM,0.22689341374641842,-0.26008567148781464,0.3282199373699108,0.03810984349429666
NPM1,-0.06266461486300268,-0.053914594402606285,0.0520373911300129,-0.12264395703627345
WAPL,-0.07320475551227965,0.11632590165066528,0.040864263183137045,-0.02672897672453469
SMC1B,-0.06148697438719427,0.13991298742036462,-0.016182592088884395,0.052392945465956464
CDCA5,-0.03201363562340541,0.13888206237607162,0.01064439148422124,-0.020686030743444037
SGO1,-0.008628128812070484,-0.04741060484088354,0.1061584699534543,-0.017656074747884106
REC8,-0.09231502609080705,-0.011808558255807206,-0.028968637675692546,0.33221014029058415
MXD4,0.041159357134960974,-0.1834335204045321,0.046908470335027354,0.10920526417154582
STAG3,0.024808020291594138,0.11657217344855865,-0.18080847418054405,-0.08779880143666224
NIPBL,-0.09043299718740588,0.126078158356032,0.09685493685998389,-0.0808753447095718
