axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
8,mode_08,top_negative,mRNA Splicing - Minor Pathway,,mRNA Splicing - Minor Pathway,23,0.15333333333333332,0.6181194891000384,-0.0950760338445765,0.0950760338445765,negative,19
8,mode_08,top_negative,RNA Polymerase II Transcription Termination,,RNA Polymerase II Transcription Termination,18,0.12,0.5293608652873644,-0.08533721063717237,0.08533721063717237,negative,26
8,mode_08,top_negative,Gene Expression (Transcription),,Gene Expression (Transcription),93,0.62,0.9580420222262995,-0.08424744323855765,0.08424744323855765,negative,28
8,mode_08,top_negative,Mitotic Prometaphase,,Mitotic Prometaphase,50,0.3333333333333333,0.9182958340544896,-0.07828598342214348,0.07828598342214348,negative,52
8,mode_08,top_negative,Hedgehog 'Off' State,,Hedgehog 'Off' State,11,0.07333333333333333,0.37824164440536223,-0.07591242709108949,0.07591242709108949,negative,56
8,mode_08,top_absolute,Organelle Biogenesis and Maintenance,,Organelle Biogenesis and Maintenance,25,0.16666666666666666,0.6500224216483541,-0.191344883726426,0.191344883726426,negative,1
8,mode_08,top_absolute,Cilium Assembly,,Cilium Assembly,13,0.08666666666666667,0.42524461248637185,-0.1586682879790733,0.1586682879790733,negative,2
8,mode_08,top_absolute,Recruitment of NuMA to Mitotic Centrosomes,,Recruitment of NuMA to Mitotic Centrosomes,15,0.1,0.4689955935892812,-0.15539862598986057,0.15539862598986057,negative,3
8,mode_08,top_absolute,Regulation of PLK1 Activity at G2 M Transition,,Regulation of PLK1 Activity at G2 M Transition,22,0.14666666666666667,0.6014353864290773,-0.15455209950149687,0.15455209950149687,negative,4
8,mode_08,top_absolute,Centrosome Maturation,,Centrosome Maturation,13,0.08666666666666667,0.42524461248637185,-0.15150304095664235,0.15150304095664235,negative,6
8,mode_08,top_absolute,Recruitment of Mitotic Centrosome Proteins and Complexes,,Recruitment of Mitotic Centrosome Proteins and Complexes,13,0.08666666666666667,0.42524461248637185,-0.15150304095664235,0.15150304095664235,negative,5
8,mode_08,top_absolute,Anchoring of the Basal Body to the Plasma Membrane,,Anchoring of the Basal Body to the Plasma Membrane,13,0.08666666666666667,0.42524461248637185,-0.14891079912392183,0.14891079912392183,negative,7
8,mode_08,top_absolute,AURKA Activation by TPX2,,AURKA Activation by TPX2,19,0.12666666666666668,0.5482251174503202,-0.14790793885478848,0.14790793885478848,negative,8
8,mode_08,top_absolute,Loss of Nlp From Mitotic Centrosomes,,Loss of Nlp From Mitotic Centrosomes,16,0.10666666666666667,0.48977901368693755,-0.14730210454807993,0.14730210454807993,negative,10
8,mode_08,top_absolute,Loss of Proteins Required for Interphase Microtubule Organization From the Centrosome,,Loss of Proteins Required for Interphase Microtubule Organization From the Centrosome,16,0.10666666666666667,0.48977901368693755,-0.14730210454807993,0.14730210454807993,negative,9
8,mode_08,top_absolute,RNA Polymerase II Transcription,,RNA Polymerase II Transcription,85,0.5666666666666667,0.9871377743721863,-0.1371731580971527,0.1371731580971527,negative,11
8,mode_08,top_absolute,mRNA Splicing - Major Pathway,,mRNA Splicing - Major Pathway,30,0.2,0.7219280948873623,-0.11921167423149477,0.11921167423149477,negative,13
8,mode_08,top_absolute,mRNA Splicing,,mRNA Splicing,30,0.2,0.7219280948873623,-0.11921167423149477,0.11921167423149477,negative,12
8,mode_08,top_absolute,Interferon Signaling,,Interferon Signaling,37,0.24666666666666667,0.805952041954632,0.10815335232015835,0.10815335232015835,positive,14
8,mode_08,top_absolute,Cytokine Signaling in Immune System,,Cytokine Signaling in Immune System,48,0.32,0.9043814577244939,0.10742450991236707,0.10742450991236707,positive,15
8,mode_08,top_absolute,G2 M Transition,,G2 M Transition,31,0.20666666666666667,0.7350626941249581,-0.10628282202465333,0.10628282202465333,negative,16
8,mode_08,top_absolute,Mitotic G2-G2 M Phases,,Mitotic G2-G2 M Phases,32,0.21333333333333335,0.7478061583312325,-0.10529537529639015,0.10529537529639015,negative,17
8,mode_08,top_absolute,Antiviral Mechanism by IFN-stimulated Genes,,Antiviral Mechanism by IFN-stimulated Genes,36,0.24,0.7950402793845223,0.10101308149713879,0.10101308149713879,positive,18
8,mode_08,top_absolute,mRNA Splicing - Minor Pathway,,mRNA Splicing - Minor Pathway,23,0.15333333333333332,0.6181194891000384,-0.0950760338445765,0.0950760338445765,negative,19
8,mode_08,top_absolute,SUMOylation of DNA Replication Proteins,,SUMOylation of DNA Replication Proteins,16,0.10666666666666667,0.48977901368693755,0.08897604656584225,0.08897604656584225,positive,20
9,mode_09,top_positive,G1 Phase,,G1 Phase,32,0.21333333333333335,0.7478061583312325,0.1106748277224831,0.1106748277224831,positive,4
9,mode_09,top_positive,Cyclin D Associated Events in G1,,Cyclin D Associated Events in G1,32,0.21333333333333335,0.7478061583312325,0.1106748277224831,0.1106748277224831,positive,3
9,mode_09,top_positive,Mitotic G1 Phase and G1 S Transition,,Mitotic G1 Phase and G1 S Transition,47,0.31333333333333335,0.8969838216377446,0.10650286408967256,0.10650286408967256,positive,5
9,mode_09,top_positive,Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,,Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,25,0.16666666666666666,0.6500224216483541,0.10620868164043815,0.10620868164043815,positive,6
9,mode_09,top_positive,Cyclin A Cdk2-associated Events at S Phase Entry,,Cyclin A Cdk2-associated Events at S Phase Entry,31,0.20666666666666667,0.7350626941249581,0.10434969864315674,0.10434969864315674,positive,8
9,mode_09,top_positive,Cyclin E Associated Events During G1 S Transition,,Cyclin E Associated Events During G1 S Transition,31,0.20666666666666667,0.7350626941249581,0.10434969864315674,0.10434969864315674,positive,7
