schema_version,policy_id,display_name,law_status,case_id,test_case,tree_inference,run_id,trace_nodes,tested_nodes,opened_nodes,has_split,min_rejected_p_value,max_local_alpha,min_topology_stability_spend,cluster_count,largest_cluster_fraction,cluster_sizes
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,overlap_extreme_4c,89,median,graphtools_adaptive_k_tree_strategy__tree_linkage_method_median__r0,21,1,0,False,,0.011551514391874493,0.07219696494921558,1,1.0,600
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,overlap_extreme_4c,89,ward,graphtools_adaptive_k_tree_strategy__tree_linkage_method_ward__r0,495,1,0,False,,0.05775757195937247,0.07219696494921558,1,1.0,600
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,overlap_extreme_4c,89,neighbor_joining,graphtools_adaptive_k_tree_strategy__tree_builder_neighbor_joining__r0,111,1,0,False,,0.01732727158781174,0.07219696494921558,1,1.0,600
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,average,graphtools_adaptive_k_tree_strategy__tree_linkage_method_average__r0,15,1,0,False,,0.003834165669095904,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,complete,graphtools_adaptive_k_tree_strategy__tree_linkage_method_complete__r0,15,1,0,False,,0.003834165669095904,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,weighted,graphtools_adaptive_k_tree_strategy__tree_linkage_method_weighted__r0,15,1,0,False,,0.003834165669095904,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,single,graphtools_adaptive_k_tree_strategy__tree_linkage_method_single__r0,15,1,0,False,,0.003834165669095904,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,centroid,graphtools_adaptive_k_tree_strategy__tree_linkage_method_centroid__r0,1,1,0,False,,0.000958541417273976,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,median,graphtools_adaptive_k_tree_strategy__tree_linkage_method_median__r0,1,1,0,False,,0.000958541417273976,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_topology_branch_spending_proxy,Adaptive topology/branch spending proxy,diagnostic_proxy,cont_lowrank_pggn_shrinkage,117,ward,graphtools_adaptive_k_tree_strategy__tree_linkage_method_ward__r0,15,1,0,False,,0.003834165669095904,0.0958541417273976,1,1.0,80
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,average,graphtools_adaptive_k_tree_strategy__tree_linkage_method_average__r0,1,1,0,False,,0.12,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,complete,graphtools_adaptive_k_tree_strategy__tree_linkage_method_complete__r0,7,3,1,True,0.1008311860070012,0.2,1.0,2,0.9,108;12
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,weighted,graphtools_adaptive_k_tree_strategy__tree_linkage_method_weighted__r0,1,1,0,False,,0.08,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,single,graphtools_adaptive_k_tree_strategy__tree_linkage_method_single__r0,1,1,0,False,,0.12,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,centroid,graphtools_adaptive_k_tree_strategy__tree_linkage_method_centroid__r0,1,1,0,False,,0.12,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,median,graphtools_adaptive_k_tree_strategy__tree_linkage_method_median__r0,1,1,0,False,,0.04,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,ward,graphtools_adaptive_k_tree_strategy__tree_linkage_method_ward__r0,13,5,2,True,0.0221596594655376,0.2,1.0,3,0.8333333333333334,100;12;8
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_moderate,60,neighbor_joining,graphtools_adaptive_k_tree_strategy__tree_builder_neighbor_joining__r0,13,3,1,True,0.1080786312221733,0.2,1.0,2,0.8916666666666667,107;13
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,average,graphtools_adaptive_k_tree_strategy__tree_linkage_method_average__r0,3,1,0,False,,0.2,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,complete,graphtools_adaptive_k_tree_strategy__tree_linkage_method_complete__r0,1,1,0,False,,0.08,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,weighted,graphtools_adaptive_k_tree_strategy__tree_linkage_method_weighted__r0,1,1,0,False,,0.08,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,single,graphtools_adaptive_k_tree_strategy__tree_linkage_method_single__r0,3,1,0,False,,0.2,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,centroid,graphtools_adaptive_k_tree_strategy__tree_linkage_method_centroid__r0,3,1,0,False,,0.2,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,median,graphtools_adaptive_k_tree_strategy__tree_linkage_method_median__r0,1,1,0,False,,0.08,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,ward,graphtools_adaptive_k_tree_strategy__tree_linkage_method_ward__r0,1,1,0,False,,0.08,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,sbm_hard,61,neighbor_joining,graphtools_adaptive_k_tree_strategy__tree_builder_neighbor_joining__r0,1,1,0,False,,0.08,1.0,1,1.0,120
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,overlap_heavy_8c_large_feat,88,average,graphtools_adaptive_k_tree_strategy__tree_linkage_method_average__r0,171,1,0,False,,0.2,1.0,1,1.0,800
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,overlap_heavy_8c_large_feat,88,complete,graphtools_adaptive_k_tree_strategy__tree_linkage_method_complete__r0,707,1,0,False,,0.2,1.0,1,1.0,800
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,overlap_heavy_8c_large_feat,88,weighted,graphtools_adaptive_k_tree_strategy__tree_linkage_method_weighted__r0,1543,1,0,False,,0.2,1.0,1,1.0,800
selected_node_adaptive_law_replay/v1,adaptive_no_stability_ablation,Adaptive no-stability ablation,diagnostic_ablation,overlap_heavy_8c_large_feat,88,single,graphtools_adaptive_k_tree_strategy__tree_linkage_method_single__r0,7,1,0,False,,0.02,1.0,1,1.0,800
