gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,-0.0006139069910420528,-0.007671971440419253,56
RARA,0.008000926177957828,-0.0013670343265532717,114
SMC3,0.005451644767423417,-0.0064505926272868585,105
DEK,-0.004787363629136666,0.008902373635489581,137
TET2,0.005081308862700318,0.009646125891492706,122
PML,-0.0020682122147212064,-0.006251963787013483,58
TP53,0.009317080701514317,0.002323007728312853,33
SMC1A,0.003669154679928608,0.009620751154707551,119
FLT3,0.0034480677900206535,-0.00435427736547559,93
RUNX1,-0.0016687678676875382,-0.005858378018579306,67
IDH1,0.002692680895445237,-0.004280506840108751,95
SF3B1,0.009937337129850338,0.0002153651811764354,35
WT1,0.0023181465323440552,-0.005548954706356677,90
NRAS,-0.005865649721041755,0.00792879929997018,134
KMT2A,-0.006748673488726935,0.0059794971693918125,128
BCL2,0.008167124504933855,0.0034332590896761967,31
IDH2,0.0018703873916942368,-0.008092099226262826,62
EZH2,0.0020389934864776887,-0.0033724272732134305,97
ZRSR2,0.00011422702707402742,-0.0017107034942645699,81
RAD21,-0.009343373595875124,-0.002458972084650181,18
KRAS,0.007473534868758991,0.0035840212998078575,30
DNMT3A,0.003106537180825632,-0.007696606567059858,53
ASXL1,-0.000309739861811189,-0.007111882481699482,60
U2AF1,0.008896426921221145,0.0016571952346991976,36
GATA2,-0.0030029162137878915,-0.0026200160990786374,102
CEBPA,-0.0027625881752912414,0.009374945619721,143
NUP214,0.008587437409059154,0.006397639371674355,21
KIT,0.0012344599478581366,-0.007921904553301107,64
PTPN11,0.0006303526534487774,-0.007810516319618357,68
STAG2,0.003357689828775829,0.0026707378795471815,43
MECOM,-0.006160269474939379,0.006389514995511871,127
NPM1,0.00731040415466048,0.007531692859519933,23
WAPL,0.00301973818182747,0.01031297153574252,117
SMC1B,-0.00927974273250443,-0.0030520441397023567,19
CDCA5,0.006846554393436798,0.006678891549920246,28
SGO1,0.003447555074884282,-0.0019457786265477907,75
REC8,0.0009129581061222837,-0.0044450023247602265,83
MXD4,0.0016174905947640642,-0.0010190441327056297,73
STAG3,0.005451314209854584,-0.006451105181514551,105
NIPBL,-0.0030811713843503907,0.010091452322842389,136
SPI1,-0.0012593058348131644,0.009498118990790769,132
GPR31,0.007543283839726104,0.003475448883087183,30
STAG1,0.0036398067887568543,0.0025474537066530836,44
NXF2,-0.005969152649005574,0.0029170378966707497,20
CARNMT1,-0.0002441664802046691,-0.003822297496294242,88
ELF4,-0.0011225330838029524,-0.006171127072094249,69
KRTAP10-3,0.002719797914576578,-0.0018179552165091162,78
AIRE,-0.0023473854607078174,0.008537849053946413,139
ZNF513,-0.0018854961210005591,-0.006689203159659314,63
SLA,0.008561999677298652,-0.0022653165566783994,112
ZRSR1,0.002314311754694513,-0.004782966548239332,91
SRRM1,0.0038416501565880275,-0.006809339421548401,74
ANKRD11,-0.00014653385372522928,-0.0034678845034095997,89
CIRSR,-0.0005426468672373919,-0.0019934466680418587,77
ZNF207,-0.01150064673629293,0.0014686264214852245,9
