gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,-0.11334465243095021,0.007181827848119435,56
RARA,-0.09725851850861994,0.11143738946641978,114
SMC3,-0.03466477427974634,-0.10836447811012548,105
DEK,0.14168097512679237,0.1361197861104004,137
TET2,-0.05490708620972107,0.07253670029063604,122
PML,0.04503142582229714,0.10804991177001251,58
TP53,-0.10200388464264355,0.03948286246908579,33
SMC1A,0.053388865313608716,0.15485194602182528,119
FLT3,-0.0275462042359389,-0.001931306808138703,93
RUNX1,-0.0827243935233549,-0.03908420352523781,67
IDH1,0.15093792542951612,-0.13205169077238987,95
SF3B1,-0.023698147536181147,-0.0077336836719738644,35
WT1,-0.1326075183036915,0.06400663486520207,90
NRAS,0.0435320709401497,0.049567051716003334,134
KMT2A,0.05768405800352103,-0.01723334953288594,128
BCL2,0.09160268588520573,0.024618830305898738,31
IDH2,-0.13502704524183443,0.13713956040707106,62
EZH2,-0.05416592086285784,-0.163292958573042,97
ZRSR2,0.200385830609402,0.05580774316544528,81
RAD21,-0.018269013794723482,-0.009649108153444106,18
KRAS,-0.001697479964616632,-0.018239756468467604,30
DNMT3A,-0.09517330996072657,-0.016255907620398254,53
ASXL1,-0.06654638745609633,-0.13732182193944037,60
U2AF1,-0.14252025190250647,-0.07954202189866244,36
GATA2,0.1768880172927659,-0.027611338132784453,102
CEBPA,-0.06283160542159805,-0.0057706893060927335,143
NUP214,-0.013153870309631997,-0.08953702474364011,21
KIT,0.005818456251584949,-0.03633282552873399,64
PTPN11,-0.016548621769768544,-0.0043676793078111014,68
STAG2,0.07124481913176285,0.019198784451777202,43
MECOM,0.02172255824651776,0.009843846644079874,127
NPM1,-0.11505495715909686,-0.005023510525871535,23
WAPL,0.09414405448838956,0.08870582427842126,117
SMC1B,-0.019046973466154346,-0.049294532289807416,19
CDCA5,-0.009948467280628861,0.03339790344684712,28
SGO1,-0.10248293686738963,-0.008359189550210325,75
REC8,-0.1534044736403074,0.03498496776282082,83
MXD4,-0.015393931784282154,-0.1106955022598002,73
STAG3,-0.0348353935958427,-0.10897362525037324,105
NIPBL,0.028640663572514196,0.0004078296902430326,136
SPI1,-0.01804339659028697,-0.0173584271053985,132
GPR31,0.008768625182630947,-0.014950191460780684,30
STAG1,0.12389355907491346,-0.06883329253691975,44
NXF2,0.001579387217360981,-0.045241801298325,20
CARNMT1,-0.06439675315741844,0.04843809075142743,88
ELF4,-0.12999032860354692,-0.10928441076054106,69
KRTAP10-3,-0.11607340146667405,0.07249816852869319,78
AIRE,-0.06280549182659216,0.05346494119584748,139
ZNF513,-0.08860470709328351,0.0942109097232396,63
SLA,-0.050102651254575484,0.05533000250153724,112
ZRSR1,0.01694983400362873,0.012695081577996644,91
SRRM1,-0.005798770080435656,-0.019411900207811777,74
ANKRD11,0.09611217281764642,-0.0042103150998554365,89
CIRSR,-0.14315532814698123,0.09375793948361855,77
ZNF207,0.04724578555021015,-0.020813839588524417,9
U2AF1L4,-0.16314535245665354,0.06757147913206928,61
USP37,0.09263247361316819,0.09034395506066889,124
FMO3,0.11394994694243533,0.0744346313266052,133
ADAR,-0.13428384885291667,-0.07065767523087742,54
SH2B3,-0.04194345120566741,-0.006960676873849094,94
SSU72,-0.09935532970505875,-0.03183798531977598,129
SOCS1,-0.007437127200463776,0.029525887473010316,5
PAF1,0.025448705586329882,-0.040707305813583734,86
USP13,0.0010258691522686749,-0.04134543714444346,11
TEC,-0.04122302959974788,0.010602903751710689,0
RGPD2,0.03964764788212603,0.10654788039889476,46
WAPAL,0.04598846984739771,-0.011190706606891981,1
KAT6A,-0.027081018057654983,0.02980423505221401,140
