axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
8,mode_08,Role of LAT2 NTAL LAB on Calcium Mobilization,,Role of LAT2 NTAL LAB on Calcium Mobilization,12,0.08,0.4021791902022728,0.0020913421008358656,0.0020913421008358656,positive,1217
8,mode_08,CHL1 Interactions,,CHL1 Interactions,5,0.03333333333333333,0.21084230031853213,0.013251544008444527,0.013251544008444527,positive,444
8,mode_08,Switching of Origins to a Post-Replicative State,,Switching of Origins to a Post-Replicative State,19,0.12666666666666668,0.5482251174503202,-0.022924804085424588,0.022924804085424588,negative,245
8,mode_08,Retrograde Transport at the Trans-Golgi-Network,,Retrograde Transport at the Trans-Golgi-Network,5,0.03333333333333333,0.21084230031853213,0.004216825306796804,0.004216825306796804,positive,928
8,mode_08,RUNX1 Regulates Transcription of Genes Involved in BCR Signaling,,RUNX1 Regulates Transcription of Genes Involved in BCR Signaling,3,0.02,0.14144054254182067,-0.0011440776344463,0.0011440776344463,negative,1370
8,mode_08,FOXO-mediated Transcription of Cell Death Genes,,FOXO-mediated Transcription of Cell Death Genes,15,0.1,0.4689955935892812,0.026889559629763235,0.026889559629763235,positive,204
8,mode_08,PTK6 Promotes HIF1A Stabilization,,PTK6 Promotes HIF1A Stabilization,7,0.04666666666666667,0.2720647864044614,0.0041212180401232375,0.0041212180401232375,positive,959
8,mode_08,Regulation of CDH11 Expression and Function,,Regulation of CDH11 Expression and Function,6,0.04,0.24229218908241482,0.003615878451489891,0.003615878451489891,positive,1006
8,mode_08,Ovarian Tumor Domain Proteases,,Ovarian Tumor Domain Proteases,14,0.09333333333333334,0.4474992550368635,0.008706018721607764,0.008706018721607764,positive,616
8,mode_08,Regulation by c-FLIP,,Regulation by c-FLIP,2,0.013333333333333334,0.10215803640865039,0.0021533341387668793,0.0021533341387668793,positive,1208
8,mode_08,KEAP1-NFE2L2 Pathway,,KEAP1-NFE2L2 Pathway,37,0.24666666666666667,0.805952041954632,-0.011699962401394006,0.011699962401394006,negative,496
