run_id,iteration,weighting,block_name,assignment_source,n_tested_clusters,null_strong_fraction,null_enriched_fraction,null_median_significant_terms
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,21,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.25,1.0,12.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,22,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.25,1.0,11.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,23,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.25,1.0,7.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,24,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.5,1.0,6.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,25,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.25,0.75,9.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,26,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.0,1.0,3.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,27,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.25,1.0,7.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,28,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.0,0.75,3.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,29,tfidf,adaptive_modes_02_05,accepted_tbs,4,0.25,0.75,11.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,0,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,1,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,2,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,3,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,4,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,5,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,6,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,8,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,9,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,10,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,11,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,12,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,13,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,14,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,15,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,16,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,17,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,18,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,19,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,20,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,21,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,22,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,23,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,24,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,25,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,26,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,27,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,28,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,29,binary,adaptive_modes_06_09,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,0,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,1,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,2,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,3,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,4,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,5,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,6,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,7,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,9,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,10,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,11,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,12,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,13,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,14,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,15,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,16,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,17,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,18,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,19,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,20,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,21,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,22,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,23,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,24,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,25,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,26,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,27,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,28,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,29,binary,adaptive_modes_10_21,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,0,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,1,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,2,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,3,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,4,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,5,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,6,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,7,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,8,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,9,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,10,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,11,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,12,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,13,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,14,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,15,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,16,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,17,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,18,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,19,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,20,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,21,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,22,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,23,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,24,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,25,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,26,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,27,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,28,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,29,tfidf,adaptive_modes_22_62,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,0,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,1,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,2,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,3,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,4,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,5,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,6,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,7,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,8,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,9,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,10,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,11,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,12,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,13,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,14,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,15,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,16,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,17,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,18,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,19,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,20,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,21,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,22,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,23,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,24,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,25,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,26,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,27,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,28,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,29,binary,adaptive_modes_22_51,accepted_tbs,0,,,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,0,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,12.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,1,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,9.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,2,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,0.5,0.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,3,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,1.0,8.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,4,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,16.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,5,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,18.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,6,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,0.5,5.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,7,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,9.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,8,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,1.0,19.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,9,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,42.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,10,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,9.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,11,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,10.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,12,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,17.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,13,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,7.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,14,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,0.5,1.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,15,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,12.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,16,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,13.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,17,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,34.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,18,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,1.0,2.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,19,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,0.5,4.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,20,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,1.0,2.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,21,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,0.5,2.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,22,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,17.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,23,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,3.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,24,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,0.5,18.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,25,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,1.0,13.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,26,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,1.0,15.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,27,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,0.5,1.5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,28,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.0,1.0,10.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,29,tfidf,adaptive_common_mode_01,accepted_tbs,2,0.5,0.5,6.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,0,binary,adaptive_common_mode_01,accepted_tbs,8,0.375,0.75,9.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,1,binary,adaptive_common_mode_01,accepted_tbs,8,0.375,0.875,10.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,2,binary,adaptive_common_mode_01,accepted_tbs,8,0.375,0.75,3.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,3,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.625,2.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,4,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.875,5.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,5,binary,adaptive_common_mode_01,accepted_tbs,8,0.5,0.875,9.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,6,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.75,2.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,7,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.875,2.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,8,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.875,3.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,9,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.875,5.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,10,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,1.0,6.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,11,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,1.0,8.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,12,binary,adaptive_common_mode_01,accepted_tbs,8,0.375,0.875,9.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,13,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,1.0,7.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,14,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.875,3.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,15,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.5,0.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,16,binary,adaptive_common_mode_01,accepted_tbs,8,0.5,0.875,17.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,17,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,1.0,4.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,18,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.875,8.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,19,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,1.0,7.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,20,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.75,5.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,21,binary,adaptive_common_mode_01,accepted_tbs,8,0.0,0.875,2.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,22,binary,adaptive_common_mode_01,accepted_tbs,8,0.375,0.75,3.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,23,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,1.0,5.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,24,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.625,7.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,25,binary,adaptive_common_mode_01,accepted_tbs,8,0.625,0.875,11.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,26,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.875,3.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,27,binary,adaptive_common_mode_01,accepted_tbs,8,0.0,0.75,3.5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,28,binary,adaptive_common_mode_01,accepted_tbs,8,0.25,0.75,5.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,29,binary,adaptive_common_mode_01,accepted_tbs,8,0.125,0.75,1.5
