run_id,specificity_aware_rank,display_rank,weighting,block_name,status,assignment_source,cluster_id,cluster_size,tested,n_significant_terms,best_q_value,top_term,top_go_id,top_hits,top_background_hits,top_cluster_prevalence,top_background_prevalence,top_prevalence_delta,top_lift,meaningfulness_label,member_genes
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,5,5,tfidf,adaptive_modes_63_80,ok,accepted_tbs,18,3,True,0,0.3734687668115954,Estrogen-dependent Gene Expression,,2,59,0.6666666666666666,0.3933333333333333,0.2733333333333333,1.694915254237288,weak_or_not_enriched,CARNMT1;NFIC;PDS5A
current__adaptive_diffusion_cosine_subspace__binary__adaptive_common_mode_01,12,12,binary,adaptive_common_mode_01,ok,accepted_tbs,103,3,True,0,0.08538476575226431,SUMOylation of DNA Damage Response and Repair Proteins,,3,65,1.0,0.43333333333333335,0.5666666666666667,2.3076923076923075,weak_or_not_enriched,CBX6;MXD4;PDS5A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,5,5,tfidf,adaptive_modes_63_80,ok,accepted_tbs,56,3,True,0,0.05484207200026411,Chk1 Chk2(Cds1) Mediated Inactivation of Cyclin B Cdk1 Complex,,2,20,0.6666666666666666,0.13333333333333333,0.5333333333333333,5.0,weak_or_not_enriched,IDH2;KAT6A;SGO1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_11_21,2,2,tfidf,adaptive_modes_11_21,ok,accepted_tbs,4,85,True,27,0.000122251347356236,"Cell Cycle, Mitotic",,54,73,0.6352941176470588,0.4866666666666667,0.1486274509803921,1.305398871877518,statistical_but_broad,ADAR;AIRE;ANKRD11;B4GALT2;BCL6;BCOR;C19ORF43;C6ORF141;CARD8;CBX4;CBX7;CCDC96;CDC16;CEBPA;CELA1;CITED1;CSN1S1;DEK;ELF4;ERP44;GATA2;HAO2;HIST1H4A;HLF;HSPA12A;IDH1;IDH2;IRX4;KAT6A;KMT2A;KPNA4;KRTAP10-3;MAU2;MED1;MLLT1;MLLT3;MXD4;NAA10;NACC1;NCAPH2;NIPBL;NUP214;NUP93;NXF2;PAF1;PCGF1;PCGF2;PDS5A;PDS5B;PML;PPP4R1L;QPRT;RAD21;RARA;RBM15;RGPD2;RING1;RYBP;S100P;SHARPIN;SKP1;SMC1B;SMC3;SNAPC4;SP1;SPI1;SSU72;STAG1;STAG2;STAG3;TET2;TFEC;TP53;U2AF1;USP13;USP37;USP7;WAPAL;WAPL;WT1;YAF2;ZBTB5;ZBTB7A;ZFPM1;ZNF207
