assignment_source,n_subspaces,mean_strong_fraction,mean_enriched_fraction,median_empirical_p_enriched_fraction,median_empirical_p_strong_fraction,mean_null_enriched_fraction,mean_null_strong_fraction,eigenband_coherence_counts
accepted_tbs,12,0.5070917508417507,0.9447916666666667,0.45161290322580644,0.33870967741935487,0.8586451318742987,0.2866045875420875,above_null_mean_not_strong:5;coherent:1;insufficient_tested_clusters:5;null_like_or_weak:1
