left,right,distance,count
2.0,38.0,0.0001735925524106883,2.0
20.0,41.0,0.0002934608643241708,2.0
19.0,29.0,0.0004988953550677545,2.0
27.0,28.0,0.0006606091772905554,2.0
33.0,152.0,0.0011101083428631405,3.0
50.0,88.0,0.001879362384217608,2.0
43.0,73.0,0.0021876466685659796,2.0
97.0,153.0,0.0022011232483784503,3.0
76.0,82.0,0.0025252309406125764,2.0
66.0,77.0,0.0028066227037632824,2.0
34.0,154.0,0.003063289421613957,4.0
67.0,86.0,0.0030718087261658116,2.0
39.0,78.0,0.003753893734571522,2.0
8.0,157.0,0.003910097044043896,4.0
51.0,155.0,0.003917334865362083,3.0
26.0,65.0,0.004293035799335132,2.0
150.0,160.0,0.004397099046365263,6.0
53.0,55.0,0.004414638222562919,2.0
18.0,84.0,0.004527074730075827,2.0
69.0,70.0,0.004697998083131722,2.0
10.0,36.0,0.004845562427572316,2.0
13.0,71.0,0.00490921321209692,2.0
138.0,148.0,0.005114015945528937,2.0
156.0,165.0,0.0052514904248379115,4.0
128.0,142.0,0.005401841612849025,2.0
110.0,124.0,0.005411818401135782,2.0
118.0,123.0,0.005432065242974095,2.0
0.0,164.0,0.005460549669419724,4.0
47.0,122.0,0.005492302963209274,2.0
64.0,98.0,0.005571706355786765,2.0
107.0,141.0,0.005601431891183869,2.0
32.0,162.0,0.0058108473168468205,3.0
95.0,166.0,0.006388980539343271,7.0
59.0,163.0,0.006852168428689257,5.0
91.0,179.0,0.007131012605430198,3.0
159.0,181.0,0.0071567549189778664,5.0
57.0,75.0,0.007199033617907982,2.0
61.0,151.0,0.007549546865064216,3.0
4.0,48.0,0.007595570443481185,2.0
79.0,106.0,0.00796738032825905,2.0
9.0,180.0,0.008256096513007422,3.0
170.0,172.0,0.00832242574462432,4.0
158.0,171.0,0.008391686831428005,4.0
72.0,90.0,0.00840543370303986,2.0
7.0,185.0,0.008725689702027056,6.0
167.0,178.0,0.008957847913692892,4.0
92.0,186.0,0.009083473769605981,3.0
1.0,100.0,0.009085015486607123,2.0
125.0,176.0,0.009210919240839912,3.0
3.0,17.0,0.00924373254106553,2.0
40.0,108.0,0.009785553857362666,2.0
102.0,133.0,0.0098987932792409,2.0
35.0,99.0,0.010263478042581155,2.0
168.0,177.0,0.010671509861842505,6.0
15.0,169.0,0.010948698778478101,3.0
22.0,121.0,0.01142704296972873,2.0
104.0,105.0,0.012097813787175843,2.0
14.0,198.0,0.012194396083678817,4.0
117.0,189.0,0.0123761847551659,3.0
49.0,184.0,0.012610816479301864,4.0
37.0,42.0,0.012633652674091276,2.0
182.0,194.0,0.012654513852518296,13.0
21.0,193.0,0.01283718126041343,3.0
25.0,188.0,0.012901844724094072,3.0
5.0,131.0,0.012925652709373719,2.0
114.0,135.0,0.013229900490878915,2.0
30.0,80.0,0.013770164927257847,2.0
173.0,203.0,0.013834931035528781,10.0
145.0,191.0,0.013862287137702385,5.0
129.0,215.0,0.013899959036178623,3.0
161.0,206.0,0.014266395580970452,4.0
137.0,218.0,0.01453860457760175,6.0
94.0,204.0,0.014925995540700556,4.0
46.0,201.0,0.015353045780774389,3.0
192.0,209.0,0.015492238538366917,8.0
174.0,202.0,0.015525068081606868,4.0
190.0,197.0,0.015571840748273988,5.0
52.0,146.0,0.01568105221356912,2.0
16.0,96.0,0.016039799589530137,2.0
62.0,213.0,0.016266008684565663,4.0
58.0,74.0,0.016320316614681658,2.0
54.0,111.0,0.017073955664372854,2.0
45.0,214.0,0.017117082106405213,3.0
144.0,196.0,0.01718697012320236,4.0
85.0,183.0,0.01734372678155202,6.0
139.0,225.0,0.017630736061198075,5.0
120.0,199.0,0.01906027909521402,3.0
208.0,228.0,0.019212249733408626,5.0
31.0,195.0,0.019516686951008243,5.0
217.0,238.0,0.02097712082732726,15.0
109.0,200.0,0.021210692074704423,3.0
119.0,237.0,0.021359024428941945,6.0
223.0,241.0,0.022185376389137996,9.0
187.0,233.0,0.0230450702220844,7.0
207.0,226.0,0.023199596991909426,9.0
113.0,116.0,0.023645857476858715,2.0
130.0,231.0,0.024680956120353786,3.0
112.0,127.0,0.024799979302569292,2.0
132.0,140.0,0.025656087305484528,2.0
12.0,81.0,0.02668439188350615,2.0
147.0,222.0,0.02735077949910522,5.0
44.0,216.0,0.02828971525397852,3.0
103.0,220.0,0.02866899521596213,5.0
221.0,235.0,0.02872002648209348,11.0
229.0,236.0,0.029461813382468883,7.0
6.0,219.0,0.029711166822425916,4.0
56.0,63.0,0.030506655509264003,2.0
244.0,252.0,0.030639384844987176,14.0
175.0,212.0,0.031129785227933218,5.0
93.0,230.0,0.03203879006772012,3.0
232.0,247.0,0.032758767867779884,5.0
253.0,256.0,0.03338727668736051,13.0
87.0,101.0,0.034540508266479676,2.0
136.0,205.0,0.036649891313261074,3.0
224.0,234.0,0.03754146142269501,14.0
11.0,23.0,0.03911594601316213,2.0
243.0,264.0,0.03931888095412149,21.0
143.0,245.0,0.04006235110819345,3.0
254.0,263.0,0.040922320215887896,10.0
24.0,149.0,0.04404286858657074,2.0
89.0,242.0,0.04576406649017562,10.0
249.0,269.0,0.046008223469760454,4.0
126.0,255.0,0.04917473523871808,5.0
115.0,270.0,0.04992607879850795,11.0
262.0,273.0,0.0503632880454842,13.0
227.0,268.0,0.05109295333839964,12.0
240.0,257.0,0.05186589157728944,17.0
60.0,251.0,0.05230365125840186,4.0
211.0,259.0,0.05269720047849284,16.0
258.0,267.0,0.05346118651377094,8.0
134.0,246.0,0.05659106963450602,4.0
250.0,272.0,0.058271151462062035,10.0
265.0,277.0,0.06072501632137934,6.0
68.0,275.0,0.06539440021413671,13.0
210.0,274.0,0.06821592398629511,15.0
261.0,280.0,0.07346238196565279,17.0
271.0,284.0,0.08410494834290766,19.0
260.0,281.0,0.08468565456917833,15.0
276.0,279.0,0.08557382080540264,25.0
239.0,282.0,0.09847251641520352,21.0
248.0,288.0,0.10497423287851912,27.0
83.0,278.0,0.11784583168580512,17.0
285.0,287.0,0.14205105350654382,32.0
283.0,290.0,0.14453795830982893,40.0
286.0,292.0,0.161025876576018,51.0
293.0,294.0,0.20313318544816109,91.0
289.0,295.0,0.23918051151750316,112.0
266.0,296.0,0.25874748603237446,133.0
291.0,297.0,0.27294312435382584,150.0
