case_id,variant,status,found_clusters,ari,nmi,macro_f1,silhouette_score,davies_bouldin_index,calinski_harabasz_index,n_singleton_clusters,singleton_fraction,median_cluster_size,largest_cluster_fraction,effective_cluster_count,cluster_size_entropy,cluster_size_gini,noise_label_fraction,skip_reason
dim_consolidated_4c_24f,graphtools_nnls_no_edge_time,ok,9,0.4035201678286685,0.5758548657517188,0.8454478364173086,0.06291057709358236,2.7234920993231015,7.363937430219698,0.0,0.0,18.0,0.175,8.26823113800074,2.1124205971618033,0.225,0.0,
dim_consolidated_4c_24f,graphtools_nnls_edge_time,ok,9,0.4035201678286685,0.5758548657517188,0.8454478364173086,0.06291057709358236,2.7234920993231015,7.363937430219698,0.0,0.0,18.0,0.175,8.26823113800074,2.1124205971618033,0.225,0.0,
cat_highd_3cat_500feat,hamming_linkage,ok,14,0.5618052275494115,0.7325113957184034,1.0,0.012435174927169435,4.393935220543596,5.085447183032699,0.0,0.0,10.0,0.25,11.009414952373115,2.398750811481953,0.3585714285714286,0.0,
cat_highd_3cat_500feat,hamming_nnls_no_edge_time,ok,22,0.28080393125503755,0.6344609991548382,1.0,-0.004214708665728358,4.037551596183562,3.589793657909435,0.0,0.0,8.5,0.1,19.76072590655518,2.983696427806665,0.2595454545454545,0.0,
cat_highd_3cat_500feat,hamming_nnls_edge_time,ok,25,0.23670738889476148,0.6133067852800377,1.0,-0.004192443279349523,3.7810075121141207,3.292994191793956,0.0,0.0,8.0,0.08,22.975453532246092,3.1344264082970166,0.2312,0.0,
cat_highd_3cat_500feat,pydiffmap_linkage,ok,68,0.09846003742076347,0.5128082479920396,1.0,-0.012302569588891515,2.0093029941553104,1.8697976656540316,20.0,0.1,3.0,0.06,55.722440961528555,4.020382955588987,0.3347058823529412,0.0,
cat_highd_3cat_500feat,pydiffmap_nnls_no_edge_time,ok,68,0.09846003742076347,0.5128082479920396,1.0,-0.012302569588891515,2.0093029941553104,1.8697976656540316,20.0,0.1,3.0,0.06,55.722440961528555,4.020382955588987,0.3347058823529412,0.0,
cat_highd_3cat_500feat,pydiffmap_nnls_edge_time,ok,68,0.09846003742076347,0.5128082479920396,1.0,-0.012302569588891515,2.0093029941553104,1.8697976656540316,20.0,0.1,3.0,0.06,55.722440961528555,4.020382955588987,0.3347058823529412,0.0,
cat_highd_3cat_500feat,graphtools_linkage,ok,4,1.0,1.0,1.0,0.10307516027702875,2.8477027431230404,18.09654526534309,0.0,0.0,50.0,0.25,4.0,1.3862943611198906,0.0,0.0,
cat_highd_3cat_500feat,graphtools_nnls_no_edge_time,ok,4,1.0,1.0,1.0,0.10307516027702875,2.8477027431230404,18.09654526534309,0.0,0.0,50.0,0.25,4.0,1.3862943611198906,0.0,0.0,
cat_highd_3cat_500feat,graphtools_nnls_edge_time,ok,4,1.0,1.0,1.0,0.10307516027702875,2.8477027431230404,18.09654526534309,0.0,0.0,50.0,0.25,4.0,1.3862943611198906,0.0,0.0,
gauss_overlap_3c_small,hamming_linkage,ok,4,0.8611942162456394,0.890462071410876,0.9966665833312499,0.2078376638511317,2.7181220858000756,73.1641182304577,0.0,0.0,76.0,0.33666666666666667,3.769326995851815,1.3268964698349235,0.175,0.0,
gauss_overlap_3c_small,hamming_nnls_no_edge_time,ok,6,0.7282148883843491,0.8096643865426816,0.9966665833312499,0.1692201976812538,3.1219221168055387,47.2804035426091,0.0,0.0,49.5,0.3333333333333333,4.9260321471400745,1.5945338256900592,0.3233333333333333,0.0,
gauss_overlap_3c_small,hamming_nnls_edge_time,ok,6,0.7282148883843491,0.8096643865426816,0.9966665833312499,0.1692201976812538,3.1219221168055387,47.2804035426091,0.0,0.0,49.5,0.3333333333333333,4.9260321471400745,1.5945338256900592,0.3233333333333333,0.0,
