case_id,case_category,source_family,feature_representation,samples,features,true_clusters,old_found_clusters,new_found_clusters,metric,old_value,new_value,delta,direction,metric_orientation
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,largest_cluster_fraction,1.0,0.35,-0.65,descriptive_delta,descriptive
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,effective_cluster_count,1.0,3.890390230826711,2.890390230826711,descriptive_delta,descriptive
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,cluster_size_entropy,-0.0,1.3585094690068955,1.3585094690068955,descriptive_delta,descriptive
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,cluster_size_gini,0.0,0.125,0.125,worse,lower_better
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,cluster_count_abs_error,5.0,2.0,-3.0,improved,lower_better
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,over_split,0.0,0.0,0.0,tie,lower_better
dim_diffuse_6c_136f,gaussian_dimensionality_diffuse,dimensional_gaussian,median_binary,180,136,6,1,4,under_split,1.0,1.0,0.0,tie,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,ari,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,nmi,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,ami,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,purity,0.25,1.0,0.75,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,homogeneity,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,completeness,1.0,1.0,0.0,tie,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,v_measure,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,fowlkes_mallows,0.4893226131278932,1.0,0.5106773868721068,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,macro_recall,0.25,1.0,0.75,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,macro_f1,0.1,1.0,0.9,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,singleton_fraction,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,median_cluster_size,72.0,18.0,-54.0,descriptive_delta,descriptive
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,largest_cluster_fraction,1.0,0.25,-0.75,descriptive_delta,descriptive
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,effective_cluster_count,1.0,4.0,3.0,descriptive_delta,descriptive
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,cluster_size_entropy,-0.0,1.3862943611198906,1.3862943611198906,descriptive_delta,descriptive
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,cluster_count_abs_error,3.0,0.0,-3.0,improved,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,over_split,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise,binary_balanced_low_noise,binary_template,binary,72,72,4,1,4,under_split,1.0,0.0,-1.0,improved,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,ari,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,nmi,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,ami,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,purity,0.25,1.0,0.75,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,homogeneity,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,completeness,1.0,1.0,0.0,tie,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,v_measure,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,fowlkes_mallows,0.4893226131278932,1.0,0.5106773868721068,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,macro_recall,0.25,1.0,0.75,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,macro_f1,0.1,1.0,0.9,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,singleton_fraction,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,median_cluster_size,72.0,18.0,-54.0,descriptive_delta,descriptive
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,largest_cluster_fraction,1.0,0.25,-0.75,descriptive_delta,descriptive
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,effective_cluster_count,1.0,4.0,3.0,descriptive_delta,descriptive
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,cluster_size_entropy,-0.0,1.3862943611198906,1.3862943611198906,descriptive_delta,descriptive
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,cluster_count_abs_error,3.0,0.0,-3.0,improved,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,over_split,0.0,0.0,0.0,tie,lower_better
binary_balanced_low_noise__2,binary_balanced_low_noise,binary_template,binary,72,120,4,1,4,under_split,1.0,0.0,-1.0,improved,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,ari,0.0,1.0,1.0,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,nmi,0.0,1.0,1.0,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,ami,0.0,1.0,1.0,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,purity,0.25,1.0,0.75,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,homogeneity,0.0,1.0,1.0,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,completeness,1.0,1.0,0.0,tie,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,v_measure,0.0,1.0,1.0,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,fowlkes_mallows,0.4893226131278932,1.0,0.5106773868721068,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,macro_recall,0.25,1.0,0.75,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,macro_f1,0.1,1.0,0.9,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,singleton_fraction,0.0,0.0,0.0,tie,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,median_cluster_size,72.0,18.0,-54.0,descriptive_delta,descriptive
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,largest_cluster_fraction,1.0,0.25,-0.75,descriptive_delta,descriptive
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,effective_cluster_count,1.0,4.0,3.0,descriptive_delta,descriptive
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,cluster_size_entropy,-0.0,1.3862943611198906,1.3862943611198906,descriptive_delta,descriptive
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,cluster_count_abs_error,3.0,0.0,-3.0,improved,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,over_split,0.0,0.0,0.0,tie,lower_better
sparse_features_72x72,binary_sparse_features,binary_template,binary,72,72,4,1,4,under_split,1.0,0.0,-1.0,improved,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,ari,0.0,1.0,1.0,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,nmi,0.0,1.0,1.0,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,ami,0.0,1.0,1.0,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,purity,0.25,1.0,0.75,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,homogeneity,0.0,1.0,1.0,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,completeness,1.0,1.0,0.0,tie,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,v_measure,0.0,1.0,1.0,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,fowlkes_mallows,0.4923659639173309,1.0,0.5076340360826691,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,macro_recall,0.25,1.0,0.75,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,macro_f1,0.1,1.0,0.9,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,singleton_fraction,0.0,0.0,0.0,tie,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,median_cluster_size,100.0,25.0,-75.0,descriptive_delta,descriptive
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,largest_cluster_fraction,1.0,0.25,-0.75,descriptive_delta,descriptive
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,effective_cluster_count,1.0,4.0,3.0,descriptive_delta,descriptive
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,cluster_size_entropy,-0.0,1.3862943611198906,1.3862943611198906,descriptive_delta,descriptive
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,cluster_count_abs_error,3.0,0.0,-3.0,improved,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,over_split,0.0,0.0,0.0,tie,lower_better
sparse_features_100x500,binary_sparse_features,binary_template,binary,100,500,4,1,4,under_split,1.0,0.0,-1.0,improved,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,ari,0.7063197026022305,0.9429190751445088,0.23659937254227825,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,nmi,0.8571428571428571,0.956827460877069,0.09968460373421195,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,ami,0.8523249712745405,0.9541775116862424,0.10185254041170189,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,purity,0.75,1.0,0.25,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,homogeneity,0.7499999999999999,1.0,0.2500000000000001,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,completeness,1.0,0.9172283826427616,-0.08277161735723837,worse,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,v_measure,0.857142857142857,0.9568274608770688,0.09968460373421184,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,fowlkes_mallows,0.8094272134003795,0.9569688990161648,0.1475416856157853,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,macro_recall,0.75,1.0,0.25,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,macro_f1,0.6666666666666666,1.0,0.33333333333333337,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,singleton_fraction,0.0,0.0,0.0,tie,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,median_cluster_size,20.0,20.0,0.0,descriptive_delta,descriptive
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,largest_cluster_fraction,0.5,0.25,-0.25,descriptive_delta,descriptive
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,effective_cluster_count,2.82842712474619,4.533049840816274,1.7046227160700838,descriptive_delta,descriptive
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,cluster_size_entropy,1.039720770839918,1.5113949670044375,0.47167419616451944,descriptive_delta,descriptive
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,cluster_size_gini,0.1666666666666666,0.18,0.013333333333333391,worse,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,silhouette_score,0.4221720092102705,0.4452819823545752,0.02310997314430474,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,davies_bouldin_index,1.061231971729354,1.2864388985356296,0.22520692680627574,worse,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,calinski_harabasz_index,42.319148755560086,67.27527829313544,24.956129537575357,improved,higher_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,cluster_count_abs_error,1.0,1.0,0.0,tie,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,over_split,0.0,1.0,1.0,worse,lower_better
binary_low_noise_4c,improved_binary_low_noise,binary_template,binary,80,100,4,3,5,under_split,1.0,0.0,-1.0,improved,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,ari,0.0,1.0,1.0,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,nmi,0.0,1.0,1.0,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,ami,0.0,1.0,1.0,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,purity,0.125,1.0,0.875,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,homogeneity,0.0,1.0,1.0,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,completeness,1.0,1.0,0.0,tie,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,v_measure,0.0,1.0,1.0,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,fowlkes_mallows,0.3456831719160074,1.0,0.6543168280839926,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,macro_recall,0.125,1.0,0.875,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,macro_f1,0.0277777777777777,1.0,0.9722222222222223,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,singleton_fraction,0.0,0.0,0.0,tie,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,median_cluster_size,160.0,20.0,-140.0,descriptive_delta,descriptive
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,largest_cluster_fraction,1.0,0.125,-0.875,descriptive_delta,descriptive
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,effective_cluster_count,1.0,7.999999999999998,6.999999999999998,descriptive_delta,descriptive
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,cluster_size_entropy,-0.0,2.0794415416798357,2.0794415416798357,descriptive_delta,descriptive
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,cluster_count_abs_error,7.0,0.0,-7.0,improved,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,over_split,0.0,0.0,0.0,tie,lower_better
binary_low_noise_8c,improved_binary_low_noise,binary_template,binary,160,200,8,1,8,under_split,1.0,0.0,-1.0,improved,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,ari,0.0,1.0,1.0,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,nmi,0.0,1.0,1.0,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,ami,0.0,1.0,1.0,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,purity,0.0833333333333333,1.0,0.9166666666666667,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,homogeneity,0.0,1.0,1.0,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,completeness,1.0,1.0,0.0,tie,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,v_measure,0.0,1.0,1.0,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,fowlkes_mallows,0.281953733704292,1.0,0.718046266295708,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,macro_recall,0.0833333333333333,1.0,0.9166666666666667,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,macro_f1,0.0128205128205128,1.0,0.9871794871794872,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,singleton_fraction,0.0,0.0,0.0,tie,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,median_cluster_size,240.0,20.0,-220.0,descriptive_delta,descriptive
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,largest_cluster_fraction,1.0,0.0833333333333333,-0.9166666666666667,descriptive_delta,descriptive
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,effective_cluster_count,1.0,12.000000000000004,11.000000000000004,descriptive_delta,descriptive
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,cluster_size_entropy,-0.0,2.484906649788001,2.484906649788001,descriptive_delta,descriptive
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,cluster_count_abs_error,11.0,0.0,-11.0,improved,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,over_split,0.0,0.0,0.0,tie,lower_better
binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,240,300,12,1,12,under_split,1.0,0.0,-1.0,improved,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,ari,0.0,1.0,1.0,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,nmi,0.0,1.0,1.0,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,ami,0.0,1.0,1.0,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,purity,0.25,1.0,0.75,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,homogeneity,0.0,1.0,1.0,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,completeness,1.0,1.0,0.0,tie,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,v_measure,0.0,1.0,1.0,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,fowlkes_mallows,0.4904144462736839,1.0,0.5095855537263161,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,macro_recall,0.25,1.0,0.75,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,macro_f1,0.1,1.0,0.9,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,worst_cluster_recall,0.0,1.0,1.0,improved,higher_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,n_singleton_clusters,0.0,0.0,0.0,tie,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,singleton_fraction,0.0,0.0,0.0,tie,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,median_cluster_size,80.0,20.0,-60.0,descriptive_delta,descriptive
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,largest_cluster_fraction,1.0,0.25,-0.75,descriptive_delta,descriptive
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,effective_cluster_count,1.0,4.0,3.0,descriptive_delta,descriptive
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,cluster_size_entropy,-0.0,1.3862943611198906,1.3862943611198906,descriptive_delta,descriptive
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,cluster_size_gini,0.0,0.0,0.0,tie,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,noise_label_fraction,0.0,0.0,0.0,tie,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,cluster_count_abs_error,3.0,0.0,-3.0,improved,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,over_split,0.0,0.0,0.0,tie,lower_better
binary_moderate_4c,improved_binary_moderate,binary_template,binary,80,100,4,1,4,under_split,1.0,0.0,-1.0,improved,lower_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,ari,0.0,1.0,1.0,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,nmi,0.0,1.0,1.0,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,ami,0.0,1.0,1.0,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,purity,0.1666666666666666,1.0,0.8333333333333334,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,homogeneity,0.0,1.0,1.0,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,completeness,1.0,1.0,0.0,tie,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,v_measure,0.0,1.0,1.0,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,fowlkes_mallows,0.3995796110241593,1.0,0.6004203889758407,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,macro_recall,0.1666666666666666,1.0,0.8333333333333334,improved,higher_better
binary_moderate_6c,improved_binary_moderate,binary_template,binary,120,150,6,1,6,macro_f1,0.0476190476190476,1.0,0.9523809523809524,improved,higher_better
