gene,mode_10,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,mode_21
WT1,-0.2728856852420741,-0.12524048463615825,-0.34262967089356483,0.04833833743930543,0.013584751912581088,-0.13058487589847634,0.13594344124773408,-0.1421228263579441,0.14250990380581757,0.042341694947855536,0.11376166035358456,0.17428298300264497
NRAS,-0.005057375372557376,-0.2603817265129759,0.0701459861051861,0.17796962456620657,-0.0807887828832237,0.07546610312489074,-0.005638817621538969,-0.07306020187826234,-0.042913397626515075,-0.038131147276452886,-0.029051403787479436,0.0059230288347029425
KMT2A,0.09370218201572163,0.02967878956950425,0.02395131824422726,-0.03789282685285719,0.0927508477207234,0.2217705453017321,-0.08113288257569563,0.01304602439705025,-0.08380850969123595,-0.10113155022416748,0.051211143469676375,0.0523492094531658
BCL2,-0.14704802438983644,-0.02896564673039582,0.06710054022998029,-0.04634915492503969,0.07466189768859147,0.008706828205548547,0.06010380833930821,0.18860300419371157,0.10836964629031985,0.03039340938627728,0.1292753913167525,-0.009324358484343882
IDH2,-0.055645547079661024,-0.013002164137707327,-0.01261412521801736,-0.003883784506311476,-0.00780444828460506,0.0007481607710622946,0.10209546537956113,0.18563295696981202,0.08948577102648675,-0.17269926401798485,-0.23518674853981536,-0.045126406848974364
EZH2,-0.03428014472137148,0.18926449799102427,0.0460204058638589,0.2850028306425182,0.059075468282480954,-0.17010001148436066,-0.13574593261570134,0.1025368844060746,0.025313907535240474,-0.0011230370144498644,0.13117879476002847,0.06945452204761159
ZRSR2,0.04667809230525817,0.002587693517749148,0.0930822975757391,0.039473580847923184,-0.07153983660557857,0.06372688104128114,-0.10134691212645977,0.11368405390604965,-0.05323968188806687,0.05967537115486845,-0.08129017158479128,-0.023413582669826224
RAD21,0.06198212261022249,-0.011860810390302845,-0.0002820034635212919,-0.04286217047858746,-0.07502738853658282,0.018888233874339754,0.06188540507631611,0.09003763650434246,0.06503354324174855,0.0015645228495100006,0.05398342867110506,-0.0013831471083006557
KRAS,0.08510644616252781,-0.305197017836694,0.047765920288722945,0.12594141756582133,-0.024095699906713442,-0.002353194584420047,-0.024850899019712033,-0.11428350240997724,-0.02227250652123882,-0.04627895708011191,-0.014989887380700414,0.02277721201369593
DNMT3A,0.1258131904675929,0.16859237188387566,-0.0308549100182113,0.1945186683662927,0.004832241246446705,-0.07865456857577496,-0.15319485130096083,0.07922756346466522,-0.04526932381451413,-0.16368577691707922,0.037618598786193835,-0.05312027972656778
