run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,0,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,1,2,0.9897179652757888
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,2,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,3,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,4,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,5,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,6,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,7,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,9,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,10,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,11,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,12,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,13,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,14,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,15,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,16,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,17,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,18,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,19,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,20,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,21,2,0.06665495470322302
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,22,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,23,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,24,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,25,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,26,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,27,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,28,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,29,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,30,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,31,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,32,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,33,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,34,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,35,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,36,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,37,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,38,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,39,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,40,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,41,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,42,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,43,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,44,1,
