contract_id,n_components,n_required_components,n_required_ready,n_required_fail_closed,n_required_diagnostic_only,production_decision,blocking_component_ids,study_role
fixed_sibling_gate_profile:binary_template:fixed_coordinate_global_passthrough_refined_v1,3,3,0,2,1,fail_closed_undefined,fixed_profile_transfer:binary_template:fixed_coordinate_global_passthrough_refined_v1;fixed_profile_confidence:binary_template:fixed_coordinate_global_passthrough_refined_v1,diagnostic_production_admissibility_contract_not_calibration
