left,right,distance,count
2.0,38.0,0.0024189357483690287,2.0
0.0,71.0,0.00596951643801074,2.0
20.0,41.0,0.006232853018405608,2.0
8.0,57.0,0.007034817429834128,2.0
19.0,62.0,0.007641131054380531,2.0
29.0,137.0,0.00793511811276505,2.0
33.0,101.0,0.008392006284433479,2.0
4.0,70.0,0.008507192367991549,2.0
82.0,107.0,0.008628931731413077,2.0
66.0,104.0,0.008733176931458057,2.0
23.0,46.0,0.008862661150804675,2.0
40.0,148.0,0.008914665847997674,2.0
108.0,143.0,0.008977109076382522,2.0
5.0,127.0,0.009140096107216717,2.0
3.0,150.0,0.00914351995578804,3.0
30.0,63.0,0.009364740139341311,2.0
76.0,144.0,0.009421210344347513,2.0
16.0,35.0,0.009464145404668507,2.0
85.0,158.0,0.009480708432247364,3.0
138.0,151.0,0.009641444773531762,3.0
17.0,81.0,0.00981507763281146,2.0
21.0,93.0,0.009847572232128551,2.0
14.0,121.0,0.010150480430557758,2.0
24.0,95.0,0.010194454298472279,2.0
96.0,139.0,0.010224435509062199,2.0
9.0,45.0,0.010255941140805507,2.0
44.0,77.0,0.010268452031210006,2.0
18.0,84.0,0.010272234733987059,2.0
116.0,159.0,0.01027761664268589,3.0
6.0,74.0,0.010277677149969265,2.0
78.0,124.0,0.010294438748550298,2.0
154.0,161.0,0.010469085192738078,4.0
22.0,122.0,0.01050083229116321,2.0
48.0,60.0,0.010593057134807968,2.0
36.0,135.0,0.010668955975931088,2.0
11.0,79.0,0.010806281339333234,2.0
106.0,117.0,0.010856420290551626,2.0
50.0,92.0,0.011159934676950995,2.0
89.0,115.0,0.011193620807965283,2.0
37.0,147.0,0.011301718282035522,2.0
141.0,171.0,0.011472000846056657,3.0
15.0,49.0,0.011605005442818716,2.0
67.0,167.0,0.01161224059530646,3.0
91.0,164.0,0.011625597754268713,4.0
34.0,169.0,0.011649749299158385,4.0
126.0,163.0,0.011721023397548956,3.0
86.0,120.0,0.011736387432262234,2.0
109.0,146.0,0.011791731329492064,2.0
43.0,140.0,0.011871383584544232,2.0
7.0,130.0,0.01187830037362044,2.0
25.0,26.0,0.011967510354202392,2.0
87.0,149.0,0.012051381879083771,2.0
166.0,181.0,0.012340938377215643,6.0
110.0,195.0,0.012364480979009806,4.0
54.0,131.0,0.012388875740489483,2.0
134.0,160.0,0.01241762957336627,3.0
61.0,64.0,0.012575724434167167,2.0
88.0,94.0,0.012641628283798891,2.0
99.0,113.0,0.0126778212611687,2.0
111.0,133.0,0.012722478084021271,2.0
52.0,188.0,0.012739515406293481,3.0
58.0,157.0,0.012822842080314423,3.0
178.0,183.0,0.012834107690477053,5.0
112.0,136.0,0.012890466391508619,2.0
42.0,174.0,0.013015273920583909,3.0
59.0,103.0,0.013109569358558913,2.0
55.0,184.0,0.013188226794432913,3.0
173.0,203.0,0.013413965023091324,6.0
73.0,165.0,0.013456925966298345,3.0
65.0,192.0,0.013471027585902356,4.0
69.0,168.0,0.013530479668999418,4.0
13.0,187.0,0.01358531058465571,3.0
191.0,215.0,0.013601129670772115,4.0
155.0,194.0,0.01378318986436876,6.0
199.0,214.0,0.013912545324167238,5.0
10.0,156.0,0.013920815022234266,3.0
90.0,180.0,0.014038337577105202,3.0
182.0,201.0,0.014050579587440697,4.0
27.0,190.0,0.014093850784921286,4.0
47.0,172.0,0.014111264716433246,3.0
53.0,200.0,0.014171342171789628,3.0
179.0,212.0,0.014196768925956938,7.0
186.0,193.0,0.014222937049997806,6.0
100.0,125.0,0.014249902445112277,2.0
129.0,210.0,0.01428606418027367,4.0
128.0,231.0,0.014410463778069187,8.0
97.0,223.0,0.014553601007648699,7.0
12.0,175.0,0.01457676845813929,3.0
83.0,205.0,0.014641058437461475,4.0
142.0,204.0,0.014676636240873418,3.0
56.0,177.0,0.014699258165185258,3.0
153.0,228.0,0.014771426301548811,6.0
196.0,219.0,0.014803536293988109,6.0
39.0,189.0,0.015011358414966433,3.0
32.0,217.0,0.015026336399427439,7.0
118.0,176.0,0.015080672116031466,3.0
132.0,227.0,0.015104177405106254,5.0
162.0,230.0,0.01512452717981251,5.0
72.0,220.0,0.015143487925357049,5.0
123.0,185.0,0.015229334229761096,3.0
1.0,207.0,0.015498005265226041,3.0
31.0,75.0,0.015923057065812745,2.0
170.0,235.0,0.015979584060068205,10.0
