gene,mode_63,mode_64,mode_65,mode_66,mode_67,mode_68,mode_69,mode_70,mode_71,mode_72,mode_73,mode_74,mode_75,mode_76,mode_77,mode_78,mode_79,mode_80
SSU72,-0.019028340467731632,-0.09102225887537078,-0.09113936354282985,0.20251780321778898,-0.010733964956055648,0.02632120069987501,0.05806340295935837,-0.06426638089719193,-0.1759689671247194,0.07008747592844293,0.05522613865449076,-0.04534633205003187,0.05716000292977727,-0.01791437478804084,-0.015197342813538569,0.008674115017541862,0.04586893890068144,-0.037328051150556756
SOCS1,-0.043880655406861126,0.007000918302579061,0.029658019742017528,-0.0018053432103071645,-0.005538216821441317,0.02087682516176326,-0.01691125111556972,-0.005541432484431163,0.0026681968243844776,-0.008364706079167039,-0.07095935501877847,-0.010359603290314684,0.015830960318103705,-0.002761735440127456,0.03205181658143098,0.020992458880568058,-0.04528796784239535,-0.030603226645122918
PAF1,0.02003433753509199,0.11378932531450726,0.09820324989451133,-0.06604770683899233,0.1121705920871786,0.03686949529099502,0.026737664910114044,0.017232820872805282,0.0485178065436901,-0.07612986301537332,0.03777615097354784,-0.002541142131844499,-0.041305561561846775,-0.022507453745973478,0.024232882818687646,-0.013396609256097985,0.05195462988238398,-0.07635588615679133
USP13,-0.027338516875356392,-0.05689430329625468,-0.06960647688128657,-0.10391564919028286,-0.04163930262476879,-0.143360520704795,-0.025144047317598155,-0.027060159678675325,-0.00022286093075495162,0.06818522735991246,0.048409920441084546,0.006617723013387099,0.007718082578183996,0.01795282530866473,0.015299375080952783,0.026757298418365095,-0.0888484706822193,0.015853170618034217
TEC,-0.04612081654142796,-0.008718479601754271,0.06781546034025056,0.035014344684099676,0.016946087283796887,-0.016343910752981874,-0.04158917021406126,-0.04145033058732667,0.01827761842164263,-0.0023970255799513366,-0.07121531405070826,0.04230767823263353,-0.017815784615920708,-0.015246877012808635,0.02376765445004592,0.016498331826837298,-0.04781127007558768,-0.016180538952326063
RGPD2,0.08013848398524916,-0.09377507081873271,0.16581126044804687,0.0387421325449402,-0.014055518597411717,0.041535437595228986,-0.1913114499223681,-0.14775382180480814,-0.006662056285487589,0.031747974492367895,0.06697825008626962,0.13675091483203122,0.3332833728731834,0.04389289132612199,-0.03680486286565497,-0.11468967442536054,-0.004347341686872094,-0.05792225639912526
WAPAL,0.012097188858326901,0.02163257486474737,-0.0495956446151363,0.03680032963846275,0.032476779198134166,0.08739864211166207,-0.09591053628159814,0.1699278260503595,0.027635809321066716,0.03657487872964867,0.15601339673557474,0.09977900547587586,-0.08969541390328194,-0.06649911947000134,-0.04445921779019513,0.17365513563379167,0.017260912364927272,0.051557633081315335
KAT6A,0.07659393419954938,0.011823812727429666,-0.04266135384393909,-0.03498751073266521,0.0019621738493206834,0.07553428669413838,-0.16892460485829486,0.07905969939889933,0.027981406196125568,0.03039786715930158,0.03159974944422546,-0.013451559200423237,0.06569896393083499,-0.10429879813043061,-0.09301572209656309,-0.039388668207290874,0.045785698884037974,-0.11872624226476741
HLF,-0.051603117131901244,-0.10779175558750338,-0.040234369994542635,0.03461174900409084,-0.03041894586476929,-0.031122740156873163,-0.01317437754126038,0.05824615808799562,0.010134267839332753,0.06795476417739511,-0.033603801350915924,-0.02343827074383405,-0.03627461822428131,0.0028396261771000335,0.04128609542949532,0.05267944075693884,0.05540385257908731,-0.0028101572149838877
HRK,-0.04047689687173874,-0.02520710677656928,-0.003801886444111554,-0.03447920880422079,-0.014434944765387535,-0.0013000271896832535,-0.009541192012633464,0.016149715692102266,0.003167484217539931,-0.01585048298255205,0.06552034739874887,-0.013874099133782408,-0.006846300996516082,0.008832304805780676,0.016511282985666426,-0.013946557965521586,-0.03249849070081239,0.0066681204746484295
BNIPL,0.04199660892536787,0.02841896179591793,0.015033827753363692,0.03863653970724729,-0.04276379172494006,0.04151998695527834,0.006615138497827612,-0.05968600996450659,-0.002518344814157653,0.08829276001414835,-0.05928604778472162,-0.0564877975648635,-0.02197949255612042,0.05030787688660268,0.02492364204000535,0.0362339602172774,-0.0025307871006349115,0.01114686658503788
GRB10,-0.04036391473060859,-0.008436450277310234,-0.06715377936387146,-0.06748060735195789,0.011324448064436053,0.09214290765009717,0.09637427909560536,0.0014322357972214872,-0.03713224884095634,-0.03710745223142598,0.12596059602136395,0.04067989987345556,-0.0624688131160138,-0.04315295333143188,-0.10074537519022035,-0.06649152831083154,-0.026583641764751673,0.03108572300974149
MED1,0.0646853224847896,-0.06866066335907918,-0.04540165269664428,-0.06696600423027273,0.04988635417194685,-0.03463954895939374,-0.007127829303448844,-0.07550377451196756,0.0638850851830836,0.06207332408418277,-0.050870759233380615,-0.06582588467559418,-0.014420225896087598,-0.024294220868883974,0.013082576906039612,-0.056018740881214654,-0.0785519951359702,0.027553775921504292
NUP93,-0.0053549817432974045,0.008220603154401263,-0.028463947204464206,-0.005464065461093642,0.026090621082642877,-0.004967624387328713,0.024874194330628416,0.00015186402444049613,-0.034850411162245284,-0.009816962387441076,-0.0021235941838364776,-0.006485086460939035,-0.02235499884824651,-0.024515915415463472,0.05727486632889942,0.04293490304424398,-0.033114031448381785,0.03924267345741483
PDS5B,-0.05140312265595719,-0.08240293032483581,-0.10361474196013883,-0.005821262172850174,-0.018426698412578903,-0.06682497598895211,-0.07630300114949146,-0.04188388977650468,0.09387926288916187,-0.10257238529491497,-0.09547480060877712,0.029665158889893267,-0.014140241465288824,-0.009644759510109535,0.03727158847495539,0.08886598448996491,-0.07643360594895064,-0.061356165246090506
