gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,-0.016166325064997114,-0.03308387647581872,80
RARA,0.013527604302493322,-0.018854008267455095,88
SMC3,0.0013951971994257744,-0.04256642665633199,65
DEK,0.03019697236271386,0.04629418583339668,9
TET2,-0.007635599659884909,-0.003925761926400266,44
PML,-0.002148801899512049,-0.03716633451457195,69
TP53,-0.012709981256883603,0.0443714020858602,140
SMC1A,-0.04127634172991197,-0.016668981627930454,25
FLT3,-0.03050935116224934,0.03933255701374036,132
RUNX1,0.02089917617717025,0.010778501501103285,58
IDH1,-0.010769985226071754,-0.040955522796895884,72
SF3B1,-0.013787779788001199,0.00572210502750669,33
WT1,-0.04287203850908564,-0.008454860182909679,21
NRAS,0.06591048618271897,0.02463224940316312,2
KMT2A,0.021679079943419444,0.051845098911166905,15
BCL2,0.015427142317610009,-0.023493684035676234,91
IDH2,-0.006827307257908085,-0.04239456648106092,75
EZH2,-0.047167934278876576,0.02304074001245161,120
ZRSR2,-0.011509756770388962,-0.02667298489707842,86
RAD21,0.021118262765687706,-0.012579967228939563,114
KRAS,0.06766053623500375,0.0200622346529809,1
DNMT3A,-0.048878437316204865,0.01997561449297447,122
ASXL1,-0.048080221773862473,0.021742675703712286,123
U2AF1,-0.008638415705081559,0.045585327390110404,144
GATA2,-0.04206215323692465,-0.009239159671891683,19
CEBPA,0.022212196828670185,0.05150916419720725,16
NUP214,0.004336527349996712,0.005210824638722521,53
KIT,-0.029343095185695396,0.03949273651023911,135
PTPN11,-0.030327783829229984,0.039579967364532065,131
STAG2,-0.04020508504307746,-0.004868320138334703,22
MECOM,-0.016333644705190893,-0.027592354774942592,78
NPM1,-0.015886489698807366,0.00459242422715975,35
WAPL,0.03207965609049959,-0.017480263211818368,112
SMC1B,0.027814193800871172,-0.008924140156514822,115
CDCA5,-0.04038071225657602,-0.01796802987689175,27
SGO1,-0.04135155376016293,-0.018926208491110555,28
REC8,0.020991099754042817,0.008395032246864192,59
MXD4,0.026873100854475633,-0.02820784145834901,95
STAG3,0.0013952763097152233,-0.04256642588417812,65
NIPBL,0.002413577426462566,-0.04055117127591218,64
SPI1,-0.013209306183255675,0.047270166973706826,141
GPR31,0.06774639118760019,0.01981586366587954,1
STAG1,0.027890399702771157,-0.028425580657924974,96
NXF2,0.004990550806736785,0.00492624251312898,54
CARNMT1,-0.017332732996538536,-0.03661843372067206,83
ELF4,0.018906468610349624,0.00987927239267963,60
KRTAP10-3,-0.04204385302034603,-0.007875543435511797,21
AIRE,-0.020036821979656533,-0.0078119254229201684,40
ZNF513,-0.04711682591845167,0.022424940133984047,121
SLA,-0.03416569438632338,0.0362829412953923,129
ZRSR1,-0.016461420326134096,0.003978306700014111,36
SRRM1,-0.016864311400868196,0.003597339272793617,37
ANKRD11,0.023794089011735773,-0.024458057001572626,98
CIRSR,-0.017666967784084414,-0.03603188086320004,84
ZNF207,0.0007206276531677056,0.00910447857442517,51
U2AF1L4,-0.016112107253175897,-0.03680540060566154,82
USP37,0.009080832112562201,0.012370174489467681,48
FMO3,0.06673598417743415,0.02256856329699195,5
ADAR,0.01708561696168398,-0.0342490240567337,103
SH2B3,-0.030558694322303574,0.03914719203393838,133
SSU72,0.027700948400059433,-0.027862963822503247,97
SOCS1,-0.02974633143577325,0.0386363076090419,134
PAF1,0.0207182342620478,0.0523288669788349,10
USP13,-0.01783493916901123,-0.008383787934786578,41
TEC,-0.02934671454745713,0.03918437278648703,136
RGPD2,0.007511332380849756,0.006490245687617536,55
WAPAL,0.032795461477225035,-0.01639014412930766,113
KAT6A,0.015562990467305991,0.05490369799662059,17
HLF,-0.020833631867727485,-0.004369560231364347,38
HRK,0.01529381364729881,-0.022207372367711767,92
BNIPL,0.016494215618236746,-0.022212717884384003,90
GRB10,-0.011223135081618265,-0.005740647713450066,43
MED1,0.024613227248289855,0.05010814147127299,13
NUP93,0.017764979062110983,0.01296628493844917,61
PDS5B,0.02885865619278826,-0.027544443904792736,94
CBL,-0.026284847878947526,0.04189819502326882,128
OVCA2,-0.03223551679623745,0.03760622040240823,130
PDS5A,0.026514719221084594,-0.023634585318510818,99
RBM15,0.023019310852742343,-0.011533833120070397,118
TFEC,-0.008323823959781353,-0.004388264875237445,45
C19ORF43,0.02436998400109924,0.05026676565228523,14
ZFPM1,-0.0417628083926323,-0.009089313883860696,20
RADIL,0.06695291093896602,0.02200023152729916,4
HIST1H3A,-0.04533554689551435,0.025754472322053714,126
ZRSR2P1,-0.01643465221544782,-0.035241140728669844,81
PIK3CG,-0.008555211264080445,-0.025562770542765616,85
IRX4,0.031845265089490794,-0.01238665406072281,110
CITED1,-0.018765678342588313,-0.00491283870539778,39
GPATCH11,-0.018377599340335206,0.00310472547736234,34
PPP4R3A,-0.012146850902495235,-0.028549609251023147,87
SUV39H1,-0.048057821492584564,0.02095417578141403,124
KITLG,-0.017427505736025257,0.04631696461832835,137
PECAM1,-0.01855487907531814,-0.03244673710152202,79
HIST1H4A,0.00022152068757021897,0.010079623774319216,52
AVEN,0.015340183192766504,-0.02262322220492323,93
MAU2,0.02996764505076353,-0.02432129303259637,100
PAWR,0.06575133173068243,0.02501290900003492,3
MATK,-0.016652478934858172,0.046058682810078105,138
RGL2,0.06663792690797805,0.022821834988313357,6
CDK1,0.023602745355089542,0.008133939652563451,62
BCOR,0.018035698656053707,-0.03614516624605766,106
CELA1,-0.007098879687569602,-0.04027098228637877,76
CSN1S1,-0.004552670499713505,-0.0307705019498966,67
CBX7,0.019085125596700066,-0.03401338575874439,104
ZBTB5,0.03168386455688639,-0.013056360769830232,111
PCGF5,0.02317968952253974,-0.03396422548350331,101
HAO2,-0.010229591973878746,-0.03912092526178993,73
KDM2B,0.023059217963219997,-0.03507643630535108,102
ZBTB7A,-0.012516557041795693,0.046772947053294836,142
PCGF1,0.014742566931404934,0.05525332110800455,18
PCGF3,0.019691536367198826,-0.035918577364186625,105
L3MBTL1,-0.05062620427798609,0.016906193704882663,127
CARD8,0.017956498308197632,-0.02486796169536127,89
NACC1,-0.004398441085234412,-0.04213049570048341,74
PCGF2,0.05771306913791333,0.04043505945776863,7
HSPA12A,0.02514923423463371,-0.010290531436738854,116
MLLT1,0.023719858205154078,0.050647790278719185,11
ERP44,0.004568623695404086,0.00966453048425246,56
NFIC,-0.04170964699516261,-0.017975823690175637,29
SNAPC4,-0.006631213606562964,-0.040827069841568454,77
MLLT3,0.02358010479591602,0.05074510799826943,12
QPRT,0.03024247880647309,-0.016112328976877036,108
KPNA4,0.004326206226059948,-0.041258774568306525,63
NFIA,-0.03990861112789323,-0.01901869774578473,30
CBX4,-0.0030638755024834687,-0.030342864725365983,68
NFIX,-0.03897026385406284,-0.022589816106453664,31
SHARPIN,-0.00195831746675497,-0.034642055793259324,70
RING1,0.058674281493980164,0.03892665540221137,8
C6ORF141,-0.01668764853501414,0.04364054286078045,139
YAF2,-0.0057619567342056775,-0.03304303296530828,66
PPP4R1L,0.024412696194703036,-0.013194495562268614,119
RNF2,0.00643804165174751,0.013996611684764463,46
BCL6,-0.00036051478210319583,-0.03418934914782817,71
NAA10,-0.03852363614369782,-0.026329072851224718,23
DCAF7,-0.04087043265880331,-0.02018312322642616,26
RYBP,0.0011398724761268635,0.011720405620113802,50
CBX8,0.01875431979510968,-0.036542222853662765,107
PIP,-0.0391323310138826,-0.0252609389310205,24
NCAPH2,-0.017711119841956714,0.04381682187740601,139
B4GALT2,0.025803830975668487,-0.010260577777864986,117
SP1,0.018753959442849473,0.007309582150551614,57
CTBP1,-0.04055674667811418,-0.022764697725255113,32
CDC16,0.00982226402992282,0.01066738114101871,47
CBX3,-0.048498401269289476,0.020748377508936808,125
BRAF,0.06634305931452296,0.0235668997221493,0
CCDC96,-0.00873439456366783,0.04686609283317222,145
CBX6,0.03220629483574938,-0.013968902540938506,109
SKP1,0.009144568584144065,0.01328298265053328,49
S100P,-0.02102165182246353,0.04548965752554623,143
USP7,-0.008784798531291407,0.0003360897809987321,42
