gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,-0.1297453289488664,0.0442265002031554,80
RARA,0.016079079429801756,-0.09363044610295232,88
SMC3,0.12836279630903916,0.09963771364520789,65
DEK,0.10611256569984862,0.15136461750366992,9
TET2,-0.00848750887672706,-0.22149119884343818,44
PML,0.07861787862441692,0.07129212529742522,69
TP53,-0.07175917278501133,0.0780375108427779,140
SMC1A,0.07887038176509775,0.05062260144190263,25
FLT3,-0.009010125577376522,0.19851627179258627,132
RUNX1,0.08139694461492189,-0.05002249026051456,58
IDH1,0.13282136061751992,0.024150955016819166,72
SF3B1,0.3333374515033971,-0.0055849227403652404,33
WT1,-0.20450963616453713,-0.16047109075297564,21
NRAS,0.06475821816174986,-0.250078195578946,2
KMT2A,0.08844507799639528,0.05478370892421153,15
BCL2,-0.12519125836600278,-0.056570162791829304,91
IDH2,-0.031983061426637704,-0.010774061841020845,75
EZH2,-0.07150184938349448,0.18078666559846998,120
ZRSR2,0.049071817476110044,0.016115093367619727,86
RAD21,0.07624080023890056,0.01433548944352413,114
KRAS,0.16505635068402597,-0.26957549519837914,1
DNMT3A,0.09184504973101361,0.20324999892274936,122
ASXL1,0.020520459282614582,0.10168872631118224,123
U2AF1,-0.26664295464077575,0.13338521236211148,144
GATA2,-0.11742883199144807,-0.26861573532351446,19
CEBPA,0.08234847089500041,0.07399561703924037,16
NUP214,0.15512666257511773,-0.03768527031747693,53
KIT,-0.03803294140086409,0.15756124527497173,135
PTPN11,-0.04182419839982755,0.17897016933697477,131
STAG2,-0.00622038253661758,-0.11065644514055445,22
MECOM,0.048204409150188005,0.021357136904697635,78
NPM1,0.2838295817592608,-0.010582447348092432,35
WAPL,0.02005807169007856,-0.0021476279615374877,112
SMC1B,0.10621240018968273,0.011554385351325023,115
CDCA5,-0.058793207350591736,-0.020972383898127608,27
SGO1,-0.26046040840612766,-0.027091620655823646,28
REC8,0.10090639478726138,-0.1007833683446869,59
MXD4,-0.36766336643384373,-0.08014160703703625,95
STAG3,0.12831975464352277,0.09960962792519112,65
NIPBL,0.05599039645013543,0.0885841565651633,64
SPI1,-0.023135985910070597,0.16664341109533962,141
GPR31,0.18438660059778214,-0.2689892164982961,1
STAG1,-0.3542813263371801,-0.20269615982526812,96
NXF2,0.13585655055013446,-0.031095297034814322,54
CARNMT1,-0.09091021398295818,-0.003781403854051551,83
ELF4,0.16085034444472815,-0.06754738079203702,60
KRTAP10-3,-0.05043931334312382,-0.12624649935152404,21
AIRE,-0.02205094719726732,-0.07792149428469362,40
ZNF513,-0.09501668120572909,0.21077373584612608,121
SLA,-0.0976231657601842,0.12764416887778282,129
ZRSR1,0.33147010636404817,-0.05580861274895045,36
SRRM1,0.1318148445716158,-0.029247443985817963,37
ANKRD11,-0.27337260298744465,-0.07187435777697342,98
CIRSR,-0.15484190300286746,-0.006073003900440655,84
ZNF207,0.18356793785864559,0.04946953597654982,51
U2AF1L4,-0.2255859596875492,0.03713089915440503,82
USP37,0.14820812691504484,0.043222832481842,48
FMO3,0.01457811405695622,-0.2316397809325405,5
ADAR,-0.037382318020522706,-0.02246556108332709,103
SH2B3,-0.03719642353625635,0.18188440573771572,133
SSU72,-0.38920091065425183,-0.13810968136850318,97
SOCS1,-0.038304444580268965,0.2537036159408448,134
PAF1,-0.09523266063764563,0.2117071293137853,10
USP13,0.01319439229603725,-0.046269615402715486,41
TEC,-0.051922343374681754,0.22722357551634723,136
RGPD2,0.08436498371514245,-0.03208423972261863,55
WAPAL,0.004649344915111626,-0.023422101317036852,113
KAT6A,0.025058893941215958,-0.04978433952858584,17
HLF,0.0036349930074673535,-0.20042120784258236,38
HRK,-0.15967904143571313,-0.04005202496619638,92
BNIPL,-0.12077491606589802,0.0006503744933970806,90
GRB10,0.037566153154999074,-0.008257684861467465,43
MED1,0.009937400331979433,0.027579669149785675,13
NUP93,0.04088913197812671,-0.018745600871600498,61
PDS5B,-0.23295897506391022,-0.029925125043164105,94
CBL,0.024561266533954296,0.10528528086826533,128
OVCA2,-0.01442302913117353,0.14319211914908536,130
PDS5A,-0.05172250268539305,-0.06861829191948578,99
RBM15,-0.0653299535089088,-0.12171913952917678,118
TFEC,0.05645217156384415,-0.3432889806247946,45
C19ORF43,-0.09212416470490395,0.017954413919151584,14
ZFPM1,-0.024243715338741468,-0.21768262910574354,20
RADIL,-0.006800949563866558,-0.13808711675251154,4
HIST1H3A,0.053824144487676556,0.2654978544041231,126
ZRSR2P1,-0.09226590082427231,-0.0025431733585781838,81
PIK3CG,-0.012370821376564853,0.002396476142459929,85
IRX4,-0.09542703088675795,-0.09537106897125698,110
CITED1,-0.12269679222878721,-0.19922285485520372,39
GPATCH11,0.21800775680445983,0.014300985650763706,34
PPP4R3A,0.199945364424276,-0.00870780104322182,87
SUV39H1,-0.026455995607344848,0.2880661410664263,124
KITLG,-0.03151006164723445,0.09214657560511434,137
PECAM1,-0.03020515012804083,0.03081380288315014,79
HIST1H4A,0.08889524284177555,0.1083619472345889,52
AVEN,-0.16878532237119423,-0.042588374336435725,93
MAU2,-0.10143980668820182,-0.07386404797283591,100
PAWR,0.09819802965343007,-0.2484923226896367,3
MATK,-0.006805001605288102,0.10043102352866602,138
