diagnosis_schema_version,case_id,test_case,case_category,rooted_subtree_id,subtree_leaf_count,complement_leaf_count,smaller_side_leaf_count,smaller_side_fraction,support_count,method_count,support_fraction,is_unstable,supporting_methods,absent_methods,contrast_type,median_supporting_branch_length,min_supporting_branch_length,max_supporting_branch_length,subtree_leaf_preview,complement_leaf_preview
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,712d1766ff9aa177,40,40,40,0.5,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.83109149564e-06,1.83109149564e-06,1.83109149564e-06,"S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,...(+28)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+28)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,ac2cde22f4ce1634,40,40,40,0.5,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,4.17292587042e-10,4.17292587042e-10,4.17292587042e-10,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+28)","S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,...(+28)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,ff18cac6c164f863,41,39,39,0.4875,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.32613015721e-07,1.32613015721e-07,1.32613015721e-07,"S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,...(+29)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+27)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,7563d7d382a2d348,39,41,39,0.4875,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,5.18412682989e-05,5.18412682989e-05,5.18412682989e-05,"S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,...(+27)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+29)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,817ebcb2cbd3fcaa,41,39,39,0.4875,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.66707727198e-06,1.66707727198e-06,1.66707727198e-06,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+29)","S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,...(+27)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,fd6c281f1eef4490,39,41,39,0.4875,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.12559860127e-08,1.12559860127e-08,1.12559860127e-08,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+27)","S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,...(+29)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,69d26b5d4dac4a52,42,38,38,0.475,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,8.59283375543e-08,8.59283375543e-08,8.59283375543e-08,"S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,...(+30)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+26)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,9bd457221e5c7652,38,42,38,0.475,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,0.00071179305485,0.00071179305485,0.00071179305485,"S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,...(+26)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+30)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,00f411f8b275fb4b,42,38,38,0.475,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,0.000801814580755,0.000801814580755,0.000801814580755,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+30)","S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,...(+26)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,3c4dd644953079ae,38,42,38,0.475,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,5.51179625982e-09,5.51179625982e-09,5.51179625982e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+26)","S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,...(+30)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,c8764da27f9ba88d,43,37,37,0.4625,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,6.93317266408e-09,6.93317266408e-09,6.93317266408e-09,"S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,...(+31)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+25)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,62b0e28d066304ab,37,43,37,0.4625,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,3.79346061137e-06,3.79346061137e-06,3.79346061137e-06,"S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,...(+25)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+31)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,0a42b911e37cf89b,43,37,37,0.4625,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.82297935811e-05,1.82297935811e-05,1.82297935811e-05,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+31)","S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,...(+25)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,0e8976c53d95296b,37,43,37,0.4625,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,7.28330804463e-10,7.28330804463e-10,7.28330804463e-10,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+25)","S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,...(+31)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,0086dad0aa83cfbd,44,36,36,0.45,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,3.66780961888e-10,3.66780961888e-10,3.66780961888e-10,"S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,...(+32)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+24)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,9c8fab4f635a7ffa,36,44,36,0.45,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,3.12819677869e-05,3.12819677869e-05,3.12819677869e-05,"S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,...(+24)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+32)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,e64715a91e3de27d,44,36,36,0.45,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,2.02811086085e-06,2.02811086085e-06,2.02811086085e-06,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+32)","S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,...(+24)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,7ba2def05a7d77cc,36,44,36,0.45,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,4.28109522764e-11,4.28109522764e-11,4.28109522764e-11,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+24)","S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,...(+32)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,f42cde3019a614c2,45,35,35,0.4375,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.12860913156e-10,1.12860913156e-10,1.12860913156e-10,"S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,...(+33)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+23)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,b9c1f9c61f881cb9,35,45,35,0.4375,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,9.65544773954e-05,9.65544773954e-05,9.65544773954e-05,"S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,...(+23)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+33)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,87d190b88e2ce0ab,45,35,35,0.4375,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,0.000146880899553,0.000146880899553,0.000146880899553,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+33)","S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,...(+23)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,8e2c32444c75d735,35,45,35,0.4375,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,3.54165354282e-13,3.54165354282e-13,3.54165354282e-13,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+23)","S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,...(+33)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,66fba194258ffdbe,46,34,34,0.425,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.87167272467e-09,1.87167272467e-09,1.87167272467e-09,"S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,...(+34)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+22)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,ece8315e8a0c372a,34,46,34,0.425,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,2.07698060857e-05,2.07698060857e-05,2.07698060857e-05,"S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,...(+22)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+34)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,ae226392b239ab40,46,34,34,0.425,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.30228296109e-06,1.30228296109e-06,1.30228296109e-06,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+34)","S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,...(+22)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,b9200b828e7ffa93,34,46,34,0.425,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.35584355805e-10,1.35584355805e-10,1.35584355805e-10,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+22)","S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,...(+34)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,afbc4a0770b61fd9,47,33,33,0.4125,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,8.83524409243e-10,8.83524409243e-10,8.83524409243e-10,"S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,...(+35)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+21)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,7b729bc988221cda,33,47,33,0.4125,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,6.60047101809e-05,6.60047101809e-05,6.60047101809e-05,"S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,...(+21)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+35)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,867df652f845a43e,47,33,33,0.4125,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,2.68879672545e-05,2.68879672545e-05,2.68879672545e-05,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+35)","S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,...(+21)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,c2454e0339cf323f,33,47,33,0.4125,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,7.89452985721e-11,7.89452985721e-11,7.89452985721e-11,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+21)","S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,...(+35)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,0d701c7051506d29,48,32,32,0.4,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.9304417053e-12,1.9304417053e-12,1.9304417053e-12,"S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,...(+36)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+20)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,c2616226928ab4cb,32,48,32,0.4,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.26258240453e-06,1.26258240453e-06,1.26258240453e-06,"S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,...(+20)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+36)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,b758dfff35e33abb,48,32,32,0.4,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.19072505059e-08,1.19072505059e-08,1.19072505059e-08,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+36)","S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,...(+20)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,bae65f5d1b21eae1,32,48,32,0.4,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,3.42023462195e-13,3.42023462195e-13,3.42023462195e-13,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+20)","S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,...(+36)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,27761e9462e008ff,49,31,31,0.3875,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,3.99282096455e-09,3.99282096455e-09,3.99282096455e-09,"S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,...(+37)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+19)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,544f2b14cc49ddd3,31,49,31,0.3875,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,2.74225755675e-05,2.74225755675e-05,2.74225755675e-05,"S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,...(+19)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+37)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,1ea8cab654cb6b41,49,31,31,0.3875,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,3.72815060464e-06,3.72815060464e-06,3.72815060464e-06,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+37)","S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,...(+19)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,1f785e32ae815c16,31,49,31,0.3875,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,6.54248904715e-10,6.54248904715e-10,6.54248904715e-10,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+19)","S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,...(+37)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,080de16df7d1c6ad,50,30,30,0.375,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,9.31618475637e-08,9.31618475637e-08,9.31618475637e-08,"S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,...(+38)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+18)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,a2d991dce26be2ce,30,50,30,0.375,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,2.49781303825e-06,2.49781303825e-06,2.49781303825e-06,"S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,...(+18)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+38)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,38b2296489f3a034,50,30,30,0.375,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,2.41632557334e-08,2.41632557334e-08,2.41632557334e-08,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+38)","S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,...(+18)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,7c27d802fd49ec0f,30,50,30,0.375,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,4.81350175574e-09,4.81350175574e-09,4.81350175574e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+18)","S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,...(+38)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,63846d4e56eb2829,51,29,29,0.3625,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,2.76052675868e-08,2.76052675868e-08,2.76052675868e-08,"S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,...(+39)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+17)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,9f9701c735c11e45,29,51,29,0.3625,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.65855190831e-07,1.65855190831e-07,1.65855190831e-07,"S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,...(+17)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+39)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,bd4a3846724c595f,51,29,29,0.3625,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,8.93408111238e-09,8.93408111238e-09,8.93408111238e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+39)","S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,...(+17)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,62f0975693429c74,29,51,29,0.3625,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,1.86531426776e-09,1.86531426776e-09,1.86531426776e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+17)","S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,...(+39)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,9b05e01790ef654e,52,28,28,0.35,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,5.22103015395e-07,5.22103015395e-07,5.22103015395e-07,"S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,...(+40)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+16)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,14c977d29fd53d87,28,52,28,0.35,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.23989249731e-07,1.23989249731e-07,1.23989249731e-07,"S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,...(+16)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+40)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,7a558c29259da8ef,52,28,28,0.35,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,8.57999549344e-09,8.57999549344e-09,8.57999549344e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+40)","S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,...(+16)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,e48ca6341f2ee7e7,28,52,28,0.35,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,7.580690658e-09,7.580690658e-09,7.580690658e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+16)","S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,...(+40)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,53cf3b96789a3727,53,27,27,0.3375,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,8.17861515187e-07,8.17861515187e-07,8.17861515187e-07,"S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,...(+41)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+15)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,9669a615701dee28,27,53,27,0.3375,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.66968535784e-08,1.66968535784e-08,1.66968535784e-08,"S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,...(+15)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+41)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,6c2722615257f640,53,27,27,0.3375,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,2.56722959373e-09,2.56722959373e-09,2.56722959373e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+41)","S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,...(+15)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,a2414671c9c49dab,27,53,27,0.3375,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,4.71381065142e-09,4.71381065142e-09,4.71381065142e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+15)","S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,...(+41)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,b04a049246728468,54,26,26,0.325,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,2.18226673403e-07,2.18226673403e-07,2.18226673403e-07,"S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,...(+42)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+14)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,dd59007e174ed7dc,26,54,26,0.325,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,9.32003210839e-08,9.32003210839e-08,9.32003210839e-08,"S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,...(+14)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+42)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,fb049e7c5f48be88,54,26,26,0.325,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,6.91769351224e-09,6.91769351224e-09,6.91769351224e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+42)","S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,...(+14)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,5a2c12ff2e3587fc,26,54,26,0.325,5,7,0.7142857142857143,True,"average,complete,single,ward,weighted","centroid,median",stable_core_subtree_missing_in_nonmonotone,3.05263142516e-09,3.05263142516e-09,3.05263142516e-09,"S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+14)","S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,...(+42)"
tree_topology_difference_diagnosis/v1,cont_lowrank_pggn_shrinkage,117,method_proof,e3ea083a269a8b0c,55,25,25,0.3125,2,7,0.2857142857142857,True,"centroid,median","average,complete,single,ward,weighted",nonmonotone_specific_subtree,1.23553984245e-07,1.23553984245e-07,1.23553984245e-07,"S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,...(+43)","S0,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,...(+13)"
