run_id,method_version,tree_geometry,weighting,block_id,block_name,block_type,block_start,block_end,subspace_dimensions,block_energy_fraction,segmentation_bic,common_mode_isolated,subspace_dir,status,error,assignments_path,linkage_path,axis_top_terms_path,go_log_likelihood,go_bic_active,go_aic_active,go_bic_full,go_active_parameters,go_full_parameters,go_bic_active_per_gene,n_clusters,largest_cluster_size,largest_cluster_fraction,singleton_clusters,singleton_fraction,singleton_gene_fraction,median_cluster_size,coherent_cluster_count,coherent_cluster_fraction,median_significant_terms_q05,min_cluster_q_value,median_within_tfidf_cosine,weighted_mean_within_tfidf_cosine,quality_tier,quality_tier_label,raw_go_ic_rank,display_rank,cluster_assignments,failure_status,linkage_matrix,tree_dendrogram_png,tree_subtree_clusters_png,subspace_embedding_png,adaptive_diffusion_embedding_png,axis_terms_combined_png,axis_top_terms,axis_term_loadings_all,go_ic_quality_summary,cluster_coherence,tfidf_cluster_quality,subspace_embedding_terms_only_png,subspace_embedding_annotated_terms_png,adaptive_diffusion_embedding_annotated_terms_png,old_display_rank,specific_cluster_count,specific_cluster_fraction,weighted_specificity_delta,median_specificity_delta,mean_specificity_delta,specificity_score,specificity_aware_rank
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_02_05,current,adaptive_diffusion_cosine_subspace,binary,1,adaptive_modes_02_05,adaptive_decay_regime,2,5,4,0.24974581658715356,-557.6921437384553,True,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05,ok,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__cluster_assignments.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__axis_top_terms.csv,-42044.435881677564,132795.04907798095,91926.87176335513,187553.76743680754,3919,8325,885.3003271865397,5,47,0.31333333333333335,0,0.0,0.0,21.0,5,1.0,117.0,5.2903756002584185e-24,0.2590694242137931,0.2622501345679975,0.0,quality_plausible,9.0,1.0,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__cluster_assignments.csv,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__tree_dendrogram.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__tree_subtree_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__subspace_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__adaptive_diffusion_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__axis_terms_combined.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__axis_top_terms.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__axis_term_loadings_all.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__go_ic_quality_summary.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__cluster_coherence.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__tfidf_cluster_quality.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__subspace_embedding_terms_only.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__subspace_embedding_clusters_annotated_terms.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_02_05/binary__adaptive_modes_02_05__adaptive_diffusion_embedding_clusters_annotated_terms.png,1.0,5,1.0,0.7120483614183843,0.8565689031739655,0.7838330426839477,0.8560241807091922,1.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_11_21,current,adaptive_diffusion_cosine_subspace,tfidf,3,adaptive_modes_11_21,adaptive_decay_regime,11,21,11,0.14917341666713313,-569.9512357721026,True,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21,ok,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__cluster_assignments.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__axis_top_terms.csv,-51725.76123512419,159465.49061442257,112465.52247024838,206916.4181437008,4507,8325,1063.1032707628171,5,85,0.5666666666666667,0,0.0,0.0,22.0,4,0.8,26.0,2.6128395702917072e-08,0.21267045187596872,0.1594827909445933,0.0,quality_plausible,10.0,2.0,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__cluster_assignments.csv,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__tree_dendrogram.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__tree_subtree_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__subspace_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__adaptive_diffusion_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__axis_terms_combined.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__axis_top_terms.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__axis_term_loadings_all.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__go_ic_quality_summary.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__cluster_coherence.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__tfidf_cluster_quality.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__subspace_embedding_terms_only.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__subspace_embedding_clusters_annotated_terms.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_11_21/tfidf__adaptive_modes_11_21__adaptive_diffusion_embedding_clusters_annotated_terms.png,2.0,4,0.8,0.5618358267444272,0.6610292780505547,0.6757451127768779,0.6809179133722136,2.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,current,adaptive_diffusion_cosine_subspace,tfidf,2,adaptive_modes_06_10,adaptive_decay_regime,6,10,5,0.12184368159781396,-569.9512357721026,True,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10,ok,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__cluster_assignments.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__axis_top_terms.csv,-15472.16737163269,120924.61638600357,45424.33474326538,1396680.9576328371,7240,109890,806.1641092400238,66,8,0.05333333333333334,32,0.48484848484848486,0.21333333333333335,2.0,12,0.18181818181818182,0.0,0.00043773657101137977,0.34590134190244126,0.38340980497278204,2.0,quality_mixed,8.0,3.0,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__cluster_assignments.csv,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__tree_dendrogram.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__tree_subtree_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__subspace_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__adaptive_diffusion_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__axis_terms_combined.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__axis_top_terms.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__axis_term_loadings_all.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__go_ic_quality_summary.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__cluster_coherence.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__tfidf_cluster_quality.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__subspace_embedding_terms_only.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__subspace_embedding_clusters_annotated_terms.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_06_10/tfidf__adaptive_modes_06_10__adaptive_diffusion_embedding_clusters_annotated_terms.png,3.0,12,0.18181818181818182,0.9165357494698065,0.9385658372938217,0.9344407351238667,0.5491769656439942,3.0
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,current,adaptive_diffusion_cosine_subspace,binary,5,adaptive_modes_52_80,adaptive_decay_regime,52,80,29,0.09580570047683101,-557.6921437384553,True,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80,ok,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__cluster_assignments.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__axis_top_terms.csv,-49697.65289690393,207794.20309877506,116839.30579380786,430482.97194885556,8722,26640,1385.2946873251672,16,34,0.22666666666666666,4,0.25,0.02666666666666667,6.0,1,0.0625,0.0,0.005673166396996813,0.10838336774213546,0.11778815284014828,2.0,quality_mixed,11.0,4.0,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__cluster_assignments.csv,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__tree_dendrogram.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__tree_subtree_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__subspace_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__adaptive_diffusion_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__axis_terms_combined.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__axis_top_terms.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__axis_term_loadings_all.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__go_ic_quality_summary.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__cluster_coherence.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__tfidf_cluster_quality.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__subspace_embedding_terms_only.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__subspace_embedding_clusters_annotated_terms.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/binary/adaptive_modes_52_80/binary__adaptive_modes_52_80__adaptive_diffusion_embedding_clusters_annotated_terms.png,4.0,1,0.0625,0.7222222222222223,0.7222222222222223,0.7222222222222223,0.39236111111111116,4.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,current,adaptive_diffusion_cosine_subspace,tfidf,5,adaptive_modes_63_80,adaptive_decay_regime,63,80,18,0.07080424389255628,-569.9512357721026,True,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80,ok,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__cluster_assignments.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__axis_top_terms.csv,-27081.255811849926,215841.16961960887,80180.51162369986,1275048.2805704384,13009,98235,1438.9411307973926,59,10,0.06666666666666667,17,0.288135593220339,0.11333333333333333,3.0,0,0.0,0.0,0.02483221476510067,0.12370554055049854,0.16104094573687167,2.0,quality_mixed,12.0,5.0,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__cluster_assignments.csv,,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__linkage_matrix.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__tree_dendrogram.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__tree_subtree_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__subspace_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__adaptive_diffusion_embedding_clusters.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__axis_terms_combined.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__axis_top_terms.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__axis_term_loadings_all.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__go_ic_quality_summary.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__cluster_coherence.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__tfidf_cluster_quality.csv,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__subspace_embedding_terms_only.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__subspace_embedding_clusters_annotated_terms.png,results/analyses/aml_michel_reactome_msigdb_go_annotation_pipeline_20260623_151556/10_current_adaptive_diffusion_subspace_tree/subspaces/tfidf/adaptive_modes_63_80/tfidf__adaptive_modes_63_80__adaptive_diffusion_embedding_clusters_annotated_terms.png,5.0,0,0.0,0.0,0.0,0.0,0.0,5.0
