test_case,case_id,case_category,source_family,feature_representation,method,params,true_clusters,found_clusters,samples,features,noise,ari,nmi,purity,macro_recall,macro_f1,worst_cluster_recall,outlier_precision,outlier_recall,outlier_f1,singleton_outlier_isolated,grouped_outlier_cluster_recovered,cluster_count_abs_error,over_split,under_split,tree_build_sec,populate_divergences_sec,edge_gate_sec,edge_gate_contrast_covariance_sec,edge_gate_projection_sec,edge_gate_wald_statistic_sec,edge_gate_tree_bh_sec,spectral_context_sec,tangent_whitening_sec,eigensolve_sec,pca_projection_sec,sibling_gate_sec,sibling_gate_pair_record_collection_sec,sibling_gate_inflation_fit_sec,sibling_gate_adjusted_tests_sec,sibling_gate_fdr_sec,traversal_sec,status,skip_reason,labels_length
41,binary_low_noise_12c,improved_binary_low_noise,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",12,12,240,300,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.001254707996849902,0.00864916600403376,0.23880133299826412,0.16566569607675774,0.0011903750128112733,0.014567683996574488,0.004020749998744577,0.048252542001137044,0.013709247075894382,0.023741936980513856,0.0043767519819084555,0.1353049160024966,0.09486108299461193,0.0004970410009264015,0.008200208998459857,0.030487584001093637,4.2084000597242266e-05,ok,,240
42,binary_moderate_4c,improved_binary_moderate,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,80,100,0.12,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0004057080004713498,0.0015232080040732399,0.0372580410039518,0.02083607301756274,0.00029833400913048536,0.00405249103641836,0.0011907920052180998,0.008309042001201306,0.001748872993630357,0.0038708760257577524,0.0010342969908379018,0.030250000003434252,0.014750333000847604,0.00032175000524148345,0.0021976249990984797,0.011912042005860712,2.0792002032976598e-05,ok,,80
43,binary_moderate_6c,improved_binary_moderate,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,120,150,0.15,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0005307090032147244,0.0029169169938541017,0.07054391699784901,0.04362737403425854,0.00048445195716340095,0.006198474919074215,0.0018199999976786785,0.015286374997231178,0.0037076700318721123,0.007274201976542827,0.0017012839525705203,0.050182708000647835,0.02904516600392526,0.00037924999924143776,0.003519082994898781,0.016133875004015863,2.6833993615582585e-05,ok,,120
44,binary_moderate_8c,improved_binary_moderate,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,200,250,0.12,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0010602500042296015,0.00637595900479937,0.1689598329976434,0.11529028396762442,0.0009327409934485331,0.010978852915286552,0.0031764580053277314,0.03408533299807459,0.009928870022122283,0.015650619003281463,0.00345858397486154,0.09927083300135564,0.07034208299592137,0.00047733300016261637,0.005200750005315058,0.02200483300111955,3.6249999538995326e-05,ok,,200
45,binary_hard_4c,improved_binary_hard,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,100,200,0.2,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0005118749977555126,0.002693916998396162,0.06972404200496385,0.04565575403103139,0.00042466792365303263,0.005733738988055848,0.0015135420035221614,0.013643750004121102,0.003793425981712062,0.00571742302417988,0.0016241200355580077,0.04609529199660756,0.028258000005735084,0.0002719170006457716,0.0028938750037923455,0.013731207996897865,2.437500370433554e-05,ok,,100
46,binary_hard_8c,improved_binary_hard,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,280,400,0.15,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.001401375004206784,0.01254329200310167,0.36772149999887915,0.2684229119986412,0.0017077419688575901,0.016263662051642314,0.0051696669979719445,0.06998012500116602,0.021367578039644286,0.034038564983347896,0.006082128078560345,0.19510100000479724,0.14889679200132377,0.0005474159988807514,0.009546458997647278,0.03480649999983143,4.091700247954577e-05,ok,,280
47,binary_unbalanced_low,improved_binary_unbalanced,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,100,150,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0004932090014335699,0.002263041998958215,0.06044220799958566,0.03726809409999987,0.0004080049620824866,0.00535427794966381,0.0016907079989323393,0.012900540998089127,0.003153161989757791,0.006156325005576946,0.0014223380494513549,0.04309599999396596,0.023856250001699664,0.0003245000043534674,0.0030602080005337484,0.014779333992919419,2.3207998310681432e-05,ok,,100
48,binary_unbalanced_med,improved_binary_unbalanced,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,150,200,0.12,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0007570410016342066,0.003940000002330635,0.10980808400199749,0.07238854098250158,0.0006529610109282658,0.008280367037514225,0.0024480409992975183,0.022449832998972852,0.005904999990889337,0.010624328002450056,0.0024222069696406834,0.0700309589956305,0.04445804200076964,0.0003847499974654056,0.004488875005336013,0.019594207995396573,2.8750000637955964e-05,ok,,150
49,binary_2clusters,improved_binary_edge_cases,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",2,3,50,60,0.1,0.9607686148919136,0.9428864919521678,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.0,0.00026995799998985603,0.0009392920037498698,0.01852395800233353,0.008385332948819268,0.00016287904873024672,0.0024874969967640936,0.0008473330017295666,0.00460775000101421,0.0007817469522706233,0.002246579955681227,0.000612961026490666,0.018379082997853402,0.006900915999722201,0.0002458749950164929,0.0014893330007907934,0.008805249999568332,1.8375001673121005e-05,ok,,50
50,binary_many_features,improved_binary_edge_cases,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,100,2000,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 99 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
51,binary_many_clusters,improved_binary_edge_cases,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",15,15,300,400,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0017158749978989363,0.014014667001902126,0.3935527919966262,0.2841498799243709,0.0016943820082815364,0.017788879289582837,0.005786832996818703,0.07785812499787426,0.023577085987199098,0.03964770512538962,0.005729118020099122,0.21160008299921174,0.1599447910048184,0.0005756250029662624,0.010920041997451335,0.038845874994876795,5.108299956191331e-05,ok,,300
52,binary_null_small,binary_null,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",1,1,60,80,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0003198329941369593,0.0012129160022595897,0.020884167002805043,0.013949793043138925,0.0,0.0,0.0007188750023487955,0.0028741670030285604,0.0012036669795634225,0.0006886599585413933,0.0,0.008953042000939604,0.0079272500006482,0.0,0.0,0.00010291599755873904,1.0083000233862549e-05,ok,,60
53,binary_null_medium,binary_null,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",1,1,200,150,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0008620419976068661,0.004001334003987722,0.1144596670055762,0.07353625390533125,0.0,0.0,0.006271416001254693,0.026536124998528976,0.011590880021685734,0.00619507201918168,0.0,0.04276795799523825,0.041566291998606175,0.0,0.0,0.00011954199726460502,2.5458000891376287e-05,ok,,200
54,binary_multiscale_4c,binary_multiscale,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,120,160,0.08,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0006493340042652562,0.0029967500013299286,0.07252291699842317,0.0453644989975146,0.0004878340114373714,0.006412108908989467,0.002194874999986496,0.015081332996487617,0.0037122999492567033,0.007342131000768859,0.0015959629672579467,0.05289216600067448,0.028475999999500345,0.000338332996761892,0.003792208000959363,0.01928379099990707,2.633400436025113e-05,ok,,120
55,binary_multiscale_6c,binary_multiscale,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,180,240,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0009170830016955733,0.0055303749977611005,0.14840800000092713,0.101007151970407,0.000832998011901509,0.009711026992590632,0.002337249999982305,0.03027779200056102,0.008176746996468864,0.014630126039264724,0.0030124999830150045,0.08065891699516214,0.05973383299715351,0.0004448750041774474,0.0030521250009769574,0.016235832998063415,2.950000634882599e-05,ok,,180
56,binary_noise_feat_50i_200n,binary_noise_features,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,120,450,0.08,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0006050830052117817,0.00635583300027065,0.1598582080041524,0.12207945499540074,0.0006683409301331267,0.007109985970600974,0.0019970829962403513,0.02456483300193213,0.010066088056191802,0.008202163015084807,0.002364721025514882,0.09264762500242796,0.07103466700209538,0.0003257080024923198,0.003978916996857151,0.01620600000023842,2.1500003640539944e-05,ok,,120
57,binary_noise_feat_80i_400n,binary_noise_features,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,0,160,880,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 159 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
58,binary_noise_feat_30i_500n,binary_noise_features,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",3,0,100,1030,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 99 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
59,sbm_clear_small,sbm_graphs,stochastic_block_model,graph_adjacency,kl,"tree_distance_metric=sbm_shifted_modularity, tree_distance_source=precomputed, tree_linkage_method=average",2,2,60,60,0.005,0.9333154537269401,0.8941355940977421,0.893777204104374,0.9833333333333334,0.9833287024173382,0.9666666666666667,,,,,,0.0,0.0,0.0,0.00035512499744072556,0.001049208003678359,0.02098212500277441,0.010102830943651497,0.00020307701925048605,0.0029754030765616335,0.000454542001534719,0.005106084005092271,0.00093145998835098,0.0023049149676808156,0.0007051669745123945,0.011999082998954691,0.007951709005283192,0.0002871670003514737,0.0002580420041340403,0.002528083998186048,1.6041994967963547e-05,ok,,60
60,sbm_moderate,sbm_graphs,stochastic_block_model,graph_adjacency,kl,"tree_distance_metric=sbm_shifted_modularity, tree_distance_source=precomputed, tree_linkage_method=average",3,2,120,120,0.02,0.20833643392757692,0.17062034690791408,0.1396466357994494,0.5283333333333333,0.4528995496737432,0.0,,,,,,1.0,0.0,1.0,0.0006078330043237656,0.00239591600256972,0.06016687500232365,0.03674871098337462,0.00046707210276508704,0.006305779053946026,0.0010996660057571717,0.012398832994222175,0.0029279959926498123,0.00570052802504506,0.0014288749662227929,0.034644250001292676,0.025000791996717453,0.0003654999964055605,0.0014474160052486695,0.006687875000352506,2.2332998923957348e-05,ok,,120
61,sbm_hard,sbm_graphs,stochastic_block_model,graph_adjacency,kl,"tree_distance_metric=sbm_shifted_modularity, tree_distance_source=precomputed, tree_linkage_method=average",3,1,120,120,0.04,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,,,,,,2.0,0.0,1.0,0.0005837080025230534,0.0023238330031745136,0.05951825000374811,0.0367297570410301,0.00046862801536917686,0.006423861981602386,0.0007180829998105764,0.012159290999989025,0.0028892859772895463,0.005539287980354857,0.0013981759984744713,0.02952441699744668,0.024557582997658756,0.0003742500048247166,0.00035808300162898377,0.0031249589956132695,2.0624996977858245e-05,ok,,120
62,cat_clear_3cat_4c,categorical_clear,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,3,100,150,0.05,0.7079646017699115,0.8571428571428572,0.7500000000000001,0.75,0.6666666666666666,0.0,,,,,,1.0,0.0,1.0,0.0005495000004884787,0.0015586669978802092,0.05358433299988974,0.025094992975937203,0.00041239202982978895,0.005797623976832256,0.001547583997307811,0.01726862500072457,0.008415374999458436,0.005252827955700923,0.0014371289798873477,0.03674591600429267,0.018635500004165806,0.00030904199957149103,0.003088290999585297,0.013650000000779983,2.2125001123640686e-05,ok,,100
63,cat_clear_4cat_4c,categorical_clear,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,100,200,0.05,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.000555749997147359,0.0015698329953011125,0.05696312499640044,0.026935548026813194,0.00043233796168351546,0.0059119079960510135,0.0015570420000585727,0.018706457994994707,0.009211756027070805,0.005706032046873588,0.0015660859789932147,0.03885837500274647,0.019504249998135492,0.0003378330002306029,0.0033473329967819154,0.01458762500260491,2.9625000024680048e-05,ok,,100
64,cat_clear_5cat_6c,categorical_clear,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,150,400,0.08,0.9837791962248473,0.984302494702591,0.9842292285333751,0.9933333333333333,0.9933306655995732,0.96,,,,,,0.0,0.0,0.0,0.0007398750021820888,0.0024807080044411123,0.11010450000321725,0.055518135959573556,0.0006871720106573775,0.008983146966784261,0.0018660000059753656,0.0384741669986397,0.02090433803095948,0.011252331016294193,0.0028346710168989375,0.055185416000313126,0.03615370899933623,0.00037641699600499123,0.003360540998983197,0.014165957996738143,2.5417000870220363e-05,ok,,150
65,cat_mod_3cat_4c,categorical_moderate,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,120,180,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 119 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
66,cat_mod_4cat_6c,categorical_moderate,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,4,180,400,0.18,0.6780575539568345,0.8519590445170675,0.7420981285103058,0.6666666666666666,0.5555555555555555,0.0,,,,,,2.0,0.0,1.0,0.0008524590011802502,0.003246000000217464,0.13519575000100303,0.06877029300812865,0.0007867550230002962,0.010429890971863642,0.0028750420024152845,0.046878374996595085,0.026189452968537807,0.013264613073260989,0.0031970360287232324,0.07645950000005541,0.04556558299373137,0.00044329199590720236,0.006467500003054738,0.022801541999797337,3.0083996534813195e-05,ok,,180
67,cat_highcard_10cat_4c,categorical_high_cardinality,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,200,500,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 199 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
68,cat_highcard_20cat_4c,categorical_high_cardinality,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,200,800,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 199 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
69,cat_unbal_3cat_4c,categorical_unbalanced,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,150,180,0.12,0.9282381249143422,0.9172950606014826,0.9177819086289268,0.9749843652282677,0.9740740740740741,0.9487179487179487,,,,,,0.0,0.0,0.0,0.0007929589992272668,0.0022722920039086603,0.08295604200247908,0.03961270789295668,0.0006169570187921636,0.008394730990403332,0.0018005419988185167,0.02816004199848976,0.013824415967974346,0.008949446048063692,0.002207669967901893,0.04633858300076099,0.028181250003399327,0.00033079100103350356,0.0029312499973457307,0.013860416001989506,2.7415997465141118e-05,ok,,150
70,cat_overlap_3cat_4c,categorical_overlapping,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,3,400,300,0.35,0.6802931292570171,0.8132426959457543,0.7094955852409501,0.74,0.6594231791600214,0.0,,,,,,1.0,0.0,1.0,0.002214041000115685,0.006769417006580625,0.30811916699894937,0.14416179207182722,0.0017607900736038573,0.023327412025537342,0.002725334001297597,0.1258121669961838,0.060846086977107916,0.0483628650472383,0.007043041987344623,0.10703133400238585,0.09549695799796609,0.0006907089991727844,0.0018572920016595162,0.007834875003027264,4.104200343135744e-05,ok,,400
71,cat_highd_3cat_500feat,categorical_high_dimensional,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,200,1500,0.12,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0010636670049279928,0.011864457999763545,0.4495805830010795,0.2681414699400193,0.0013651579356519505,0.01565704689710401,0.003260334000515286,0.14841804100433365,0.11101942303503165,0.02256050196592696,0.006105754000600427,0.1766477909986861,0.14240666599653196,0.00044020800123689696,0.006973249997827224,0.025676249999378342,2.524999581510201e-05,ok,,200
72,cat_highd_4cat_1000feat,categorical_high_dimensional,categorical_multinomial,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,300,4000,0.15,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.001704209003946744,0.03546641700086184,1.4227173330000369,0.8902280500697088,0.00340338094974868,0.026095854969753418,0.004130875000555534,0.4747146250010701,0.37269421199016506,0.06179703804809833,0.019519997855240945,0.48914329199760687,0.447940167003253,0.0005856249990756623,0.009457000000111293,0.029935083002783358,4.3249994632788e-05,ok,,300
73,phylo_dna_4taxa_low_mut,phylogenetic_dna,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,7,100,400,0.2,0.9595753368721928,0.9565443934302391,0.9999999999999997,1.0,1.0,1.0,,,,,,3.0,1.0,0.0,0.0005548339977394789,0.0020638330024667084,0.07812525000190362,0.03963391401339322,0.00047283108142437413,0.005813113966723904,0.001518125005532056,0.02688437500182772,0.01573687202471774,0.007046217011520639,0.0015490760197280906,0.045578666002256796,0.02632104099757271,0.0003253329996368848,0.00224333399819443,0.01556370800244622,2.504199801478535e-05,ok,,100
74,phylo_dna_8taxa_low_mut,phylogenetic_dna,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,52,160,800,0.2,0.6384209059776307,0.7932694800322367,1.0,1.0,1.0,1.0,,,,,,44.0,1.0,0.0,0.0009041250013979152,0.0049822910004877485,0.18910287500330014,0.1040069560840493,0.000955416020588018,0.009630239947000518,0.0032074580012704246,0.06467187499947613,0.04396671197901014,0.012755997056956403,0.003163334979035426,0.0966744160032249,0.06408079100219766,0.00039724999805912375,0.006091125003877096,0.024935041001299396,8.058400271693245e-05,ok,,160
75,phylo_dna_8taxa_med_mut,phylogenetic_dna,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,160,800,0.4,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0007856659940443933,0.004513082996709272,0.18467779200000223,0.1007773361125146,0.0008795029134489596,0.009430652928131167,0.002570333002950065,0.0647172499957378,0.04314682900439948,0.013533493962313514,0.0032914070252445526,0.08849008299876004,0.06114804199751234,0.00038891599979251623,0.004809584002941847,0.020952917002432514,2.8208000003360212e-05,ok,,160
76,phylo_dna_16taxa_low_mut,phylogenetic_dna,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",16,0,240,2000,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 239 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
77,phylo_protein_4taxa,phylogenetic_protein,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,19,120,1000,0.3,0.8293548420698108,0.836593857763911,1.0000000000000002,1.0,1.0,1.0,,,,,,15.0,1.0,0.0,0.0006057080026948825,0.001985083996260073,0.14413195900124265,0.07659191601123894,0.0007926630714791827,0.0072586590686114505,0.0016879589966265485,0.05373945800238289,0.03677304300799733,0.011565370979951695,0.002031544965575449,0.06740683400130365,0.05301679200056242,0.00035437499900581315,0.0020187910049571656,0.010846791999938432,4.033299774164334e-05,ok,,120
78,phylo_protein_8taxa,phylogenetic_protein,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,60,160,2000,0.35,0.5786524175680959,0.7687030354543475,0.9999999999999998,1.0,1.0,1.0,,,,,,52.0,1.0,0.0,0.0009660840005381033,0.004416291005327366,0.33996620799734956,0.19037917105015367,0.001763417931215372,0.014494615090370644,0.0028495419974206015,0.12433283300197218,0.094588705971546,0.019506005985022057,0.004061786981765181,0.14194891700026346,0.1081888330008951,0.0004164580022916198,0.006148667001980357,0.02585558300052071,7.991700113052502e-05,ok,,160
79,phylo_protein_12taxa,phylogenetic_protein,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",12,0,180,3000,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 179 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
80,phylo_divergent_4taxa,phylogenetic_divergent,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,100,400,0.7,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0004900830026599579,0.001945500000147149,0.07677545899787219,0.03875120303564472,0.00046770298649789765,0.005902693053940311,0.0017097910022130236,0.02620366699557053,0.014938457992684562,0.0068315390453790314,0.0017973709836951457,0.056152500001189765,0.027207708000787534,0.00031741600105306134,0.003606042002502363,0.02383249999547843,1.9958002667408437e-05,ok,,100
81,phylo_divergent_8taxa,phylogenetic_divergent,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,0,160,800,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 159 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
82,phylo_conserved_4taxa,phylogenetic_conserved,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,13,100,400,0.05,0.878435817512043,0.8810106894482629,1.0,1.0,1.0,1.0,,,,,,9.0,1.0,0.0,0.000451457999588456,0.0018121670000255108,0.0748885840002913,0.038292421981168445,0.0002984580205520615,0.003912744919944089,0.0015451250001206063,0.024974749998364132,0.015707332990132272,0.006384660991898272,0.0006659970167675056,0.04107870800362434,0.032491041005414445,0.0003125830044155009,0.000973541995335836,0.0061595830047735944,3.554199793143198e-05,ok,,100
83,phylo_conserved_8taxa,phylogenetic_conserved,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,160,800,0.08,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0009245830005966127,0.005210166993492749,0.2066079579963116,0.10656167089473456,0.0009242100059054792,0.010074150035507046,0.002158791001420468,0.0804868749983143,0.05345387398847379,0.018264293983520474,0.0030226320086512715,0.08137179199547973,0.06062154100072803,0.0004125420018681325,0.003355124994413927,0.015846666996367276,3.312499757157639e-05,ok,,160
84,phylo_large_32taxa,phylogenetic_large,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",32,0,320,2000,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 319 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
85,phylo_large_64taxa,phylogenetic_large,phylogenetic_sequence,categorical_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",64,0,512,4000,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 511 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
86,overlap_heavy_4c_small_feat,overlapping_binary_heavy,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,500,50,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 499 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
87,overlap_heavy_4c_med_feat,overlapping_binary_heavy,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,500,200,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 499 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
88,overlap_heavy_8c_large_feat,overlapping_binary_heavy,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,0,800,500,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 799 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
89,overlap_extreme_4c,overlapping_binary_heavy,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,0,600,150,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,"Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 599 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",0
