# KL-TE Clustering Profiler Results
# Generated: 2026-03-28T13:53:46.047384
# n_samples: 80, n_features: 100, n_clusters: 4
#
Component,Description,Time (ms),Time (s),Percentage (%),Call Count,Time per Call (ms)
tree_decomposition,Top-down traversal with statistical gate evaluation,163.19462499814108,0.16319462499814108,50.4584544285161,1,163.19462499814108
full_annotation_pipeline,Combined Gate 2 + Gate 3 annotation (orchestrator),157.54579099302646,0.15754579099302646,48.71188077007253,1,157.54579099302646
data_generation,Generate synthetic feature matrix,1.7203329916810617,0.0017203329916810617,0.5319130079412873,1,1.7203329916810617
tree_construction,Compute pairwise distances and linkage,0.5830830050399527,0.0005830830050399527,0.18028453595322644,1,0.5830830050399527
distribution_population,Compute node distributions (Bernoulli parameters),0.3799170081038028,0.0003799170081038028,0.11746725751685926,1,0.3799170081038028
