# KL-TE Clustering Profiler Results
# Generated: 2026-03-28T14:00:11.461405
# n_samples: 80, n_features: 100, n_clusters: 4
#
Component,Description,Time (ms),Time (s),Percentage (%),Call Count,Time per Call (ms)
tree_decomposition,Top-down traversal with statistical gate evaluation,163.94279200176243,0.16394279200176243,48.8816168043941,1,163.94279200176243
gate3_annotation,Gate 3: Sibling divergence (FDR-corrected tests),85.6079170043813,0.0856079170043813,25.525083130129655,1,85.6079170043813
gate2_annotation,Gate 2: Child-parent divergence (spectral + Wald tests),82.6846249983646,0.0826846249983646,24.65346664793676,1,82.6846249983646
data_generation,Generate synthetic feature matrix,1.7823750094976276,0.0017823750094976276,0.531437650610798,1,1.7823750094976276
tree_construction,Compute pairwise distances and linkage,0.7303750026039779,0.0007303750026039779,0.21777054401032886,1,0.7303750026039779
distribution_population,Compute node distributions (Bernoulli parameters),0.6393330113496631,0.0006393330113496631,0.19062522291835568,1,0.6393330113496631
