gene,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,mode_21
SNAPC4,-0.0011166411882589358,-0.045532209891019575,-0.0615351149467258,-0.038707181287749734,0.08480339618998962,-0.27631819060113133,0.05108303913939306,0.317384073239495,0.04851737325396236,0.25029256873325084,0.4163110323560854
MLLT3,0.09332656272600362,0.3817232533885119,0.1148213166001717,0.009488564532602377,0.009807899520937278,-0.09627507312904868,0.08916407267871364,0.1552706240171127,0.22246412807054702,0.025294653777766206,0.045418403079606096
QPRT,0.0996011910093659,-0.0683549193704442,-0.07624566382888483,0.190587885712389,0.16199830845630067,0.012183528804502996,0.01704346756545568,0.030957701009693715,0.26467869493402557,-0.14521678783169892,-0.0029026600828422357
KPNA4,-0.0035927141972969465,0.015447680448506267,0.02319171383099244,0.04692062400716895,0.07294208836680176,-0.002467049166340111,-0.040361573349215654,0.038809543037906916,-0.04531664238005116,0.08010484343816492,-0.015782667175857815
NFIA,0.03480947522523544,0.026378064083740483,-0.04177430744532936,-0.3020169229006819,-0.06134230417870072,0.02205094342421204,-0.08884643896928134,0.021837502121482787,0.12096968866472708,0.08924068857241071,0.004302629819205882
CBX4,-0.07908814167085465,-0.22765910097840716,0.001957051376670469,-0.0671939730321734,0.1492451249510604,-0.05127129566477713,0.07177371803272296,-0.1591794420549013,-0.1160091440166098,-0.027565876395641568,0.1321578459790629
NFIX,0.04069777294937806,-0.04582398046634065,-0.028545138736896708,-0.13542833934767556,-0.055943825758602114,-0.02093390476139426,-0.11282843018857369,0.02927382421741258,0.03215187318422307,0.1468787744197775,-0.0005331165323979924
SHARPIN,0.06107029766102218,0.013729502150562341,-0.11279585162182235,-0.041784938738348175,0.1782313333861878,-0.0345293207391142,0.18944206846390466,0.24139283603285397,-0.0801316156799376,-0.16384619205387083,0.12185061058633263
RING1,0.12082412954129367,0.012316776183168844,-0.04077667505891633,0.11723572236426465,0.07968044674325546,0.07426814476455808,-0.06262715463386634,0.015595037144805085,-0.12307835524342976,-0.09459877071276958,-0.06840558443190026
C6ORF141,0.015959951799113078,-0.0329208585815022,-0.06182699067770519,-0.034969329061483624,-0.14652822439391613,-0.010125244262476999,-0.1690625422578901,0.07880658986974025,-0.1841055978153412,-0.14248204671684897,-0.1431902210450378
YAF2,0.0065421023942977665,0.03346051455819139,-0.057843571099453664,0.09019902959479474,0.1625157020798787,-0.04324375087459485,0.08927967943722966,0.08074626141109263,-0.10128434673065477,-0.1164028472204616,0.027406221887739737
PPP4R1L,0.05452403185157678,-0.051179321671143044,-0.15031374018777632,0.24288268765691062,0.2655968967092413,-0.006593638434439214,0.16651791982587702,-0.030654532472840407,0.0326524854843784,0.10088078201606146,-0.2344582621517876
RNF2,-0.10957558840534998,-0.030648249147832273,0.10411507727505435,0.013326874493792313,-0.0059790969569877474,-0.031680937995668096,0.034507713043285954,-0.009895204432685184,-0.05355692730099753,-0.027730770896948986,-0.0268059501108851
BCL6,0.016826162900034813,-0.18137457864789794,-0.08754097507717482,0.07493810966452326,0.12991184457149527,0.1450500822808231,0.10768057088154905,0.0766219201866274,0.04401794095981235,-0.0925931226028283,-0.01814810505642387
NAA10,-0.029189421525152977,0.01506433228413031,-0.06044287774131053,-0.044042798597223744,0.08300272453844047,0.09702045739115804,0.09567202784074294,-0.024418290944981116,0.001241247062939467,0.006910442824924361,-0.010374605947977567
DCAF7,0.05428014203614104,0.07536780801970869,-0.08931243560159777,-0.2316317825665618,0.19994912820977026,0.1916803870210726,0.0432486601183545,-0.23868515748559577,0.017454786746621848,-0.1041468643617791,0.03062856755177605
RYBP,-0.029609071591937115,0.07479482583901702,0.021206371661881735,0.08483394978436298,0.044617396931564406,-0.1049343915429486,0.06778069947956139,0.06097436582656654,-0.02536415374421116,-0.08213430597075659,0.0799067823297083
CBX8,0.21957791210671593,0.0012382193501355111,-0.18224917819006956,-0.04676617135551865,0.07973562239757147,-0.08403861506435636,-0.042376507135079476,0.027678876295774518,-0.0009543117939549829,0.013903061096450177,0.05282975902911416
PIP,0.06855149100263076,0.05453049994086985,-0.12949077874127685,-0.34944283370434515,0.15848906749611355,0.3806010742666738,0.14855202118782268,0.15451557635337643,-0.002746287030842912,-0.10025285246568327,-0.04127516541658759
NCAPH2,-0.04355562418015984,-0.02634301765346146,-0.08162367261193214,-0.016771833692847033,-0.13219708015089088,0.060671304082473766,-0.1150355765029779,0.08247238034452024,-0.148619628469043,-0.08048055683155787,-0.05851722128009472
B4GALT2,-0.012917346983220097,-0.059871834763865116,-0.033485729363179055,0.19420021200597545,0.27392569902164227,-0.08948536475280403,0.20274787180814535,-0.11583962832058582,0.02089337861166115,0.257357631690429,-0.19663251195562798
SP1,-0.06949184818273073,0.03315822790684406,0.07809842955675111,-0.0711682981390364,-0.009887732343471262,-0.00782698036293788,0.020961321557102,0.044727223023587,-0.11523275081554692,0.021619248242378448,0.05368920917671086
CTBP1,-0.03057483266591435,-0.06073951091206414,0.02291215871072982,-0.08071816357974984,-0.0023618346388044943,0.13877640794037785,-0.05055648806177487,-0.01714646521491375,-0.025859883082586767,0.014492120237988628,0.017024343563598745
CDC16,-0.1577387352145876,0.030406169338888837,0.15896506209113545,0.029970405016622657,-0.14731181402922136,0.07585540440393405,0.008212013371902435,-0.14091598813678935,0.24677195995256654,-0.1177857657351628,-0.019223662902674455
CBX3,-0.15635646671532233,-0.21647771161826887,0.06870871986538388,0.04366268168211039,-0.04144960522686604,0.14134006795602033,0.02551264401966914,0.041066033121468004,-0.02861229812323999,0.01562517362400452,-0.09377560494923938
BRAF,0.029183677347485122,0.02226975655740378,0.20072766769455364,0.03871143630151695,0.08097131881673081,0.03657760278520061,0.00884291900789517,0.038965513677776877,-0.03459781866635061,0.006591812577698034,0.060815669976346215
CCDC96,0.0006444825106464743,-0.014635752752081174,-0.06130680055149515,-0.05752067588059175,-0.12789850480262605,0.08512739469619215,0.043208992738494566,-0.003517168445006541,-0.050440425672931166,0.01713349333962257,0.06496040973435933
CBX6,-0.08147251239169256,-0.028267592782548662,-0.18647702870490532,-0.014425567903465037,-0.1457124722843959,-0.037939889184984095,-0.015230986158553842,0.0739749004741041,0.2873896798577547,-0.13460748920047705,0.02294050554125443
SKP1,-0.12307189856548373,0.02612945922312419,0.10690707033007724,0.05014276678693459,0.037191658245823,-0.060745576179092216,0.14038953150939681,-0.0064427917617843515,0.1910530138901332,-0.017914054086263977,-0.046419698072088955
S100P,-0.0008390802015389664,-0.021760145936543487,-0.06502155737176732,-0.10939601125092255,-0.08492621793110305,-0.05142126744631094,-0.025234819567411273,0.07648948978353817,-0.029321403581540166,0.07786638958153144,0.14263025029411813
USP7,-0.12308721327913286,-0.008807812599149943,0.04972942296979343,-0.018365398741459867,-0.03185979313667987,-0.09626373492613814,0.05508968248829424,-0.03170143843765303,0.06254270639325633,-0.16716836748945235,0.08597089329777906
