go_log_likelihood,go_bic_active,go_aic_active,go_bic_full,go_active_parameters,go_full_parameters,go_bic_active_per_gene,n_clusters,largest_cluster_size,largest_cluster_fraction,singleton_clusters,singleton_fraction,singleton_gene_fraction,median_cluster_size,coherent_cluster_count,coherent_cluster_fraction,median_significant_terms_q05,min_cluster_q_value,median_within_tfidf_cosine,weighted_mean_within_tfidf_cosine
-51725.76123512419,159465.49061442257,112465.52247024838,206916.4181437008,4507,8325,1063.1032707628171,5,85,0.5666666666666667,0,0.0,0.0,22.0,4,0.8,26.0,2.6128395702917072e-08,0.21267045187596872,0.1594827909445933
