axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
11,mode_11,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1,0.006666666666666667,0.05777796017013378,0.011987286563016064,0.011987286563016064,positive,585
11,mode_11,Aryl Hydrocarbon Receptor Signalling,,Aryl Hydrocarbon Receptor Signalling,3,0.02,0.14144054254182067,0.0023856705371103327,0.0023856705371103327,positive,1286
11,mode_11,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,15,0.1,0.4689955935892812,0.0030114862124022224,0.0030114862124022224,positive,1197
11,mode_11,Miro GTPase Cycle,,Miro GTPase Cycle,2,0.013333333333333334,0.10215803640865039,0.008072056419205435,0.008072056419205435,positive,782
11,mode_11,ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627,0.022894925302556497,0.022894925302556497,positive,289
11,mode_11,Signal Amplification,,Signal Amplification,2,0.013333333333333334,0.10215803640865039,0.01033365074113221,0.01033365074113221,positive,659
11,mode_11,IRAK4 Deficiency (TLR2 4),,IRAK4 Deficiency (TLR2 4),4,0.02666666666666667,0.17738945318599736,0.035853908339066896,0.035853908339066896,positive,177
11,mode_11,Activation of Gene Expression by SREBF (SREBP),,Activation of Gene Expression by SREBF (SREBP),14,0.09333333333333334,0.4474992550368635,0.009629277260258109,0.009629277260258109,positive,692
11,mode_11,MITF-M-dependent Gene Expression,,MITF-M-dependent Gene Expression,19,0.12666666666666668,0.5482251174503202,-0.015118167097775343,0.015118167097775343,negative,465
11,mode_11,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,0.03606192564756374,0.03606192564756374,positive,173
11,mode_11,Elastic Fibre Formation,,Elastic Fibre Formation,3,0.02,0.14144054254182067,0.00923146501265603,0.00923146501265603,positive,716
11,mode_11,CTNNB1 S45 Mutants Aren'T Phosphorylated,,CTNNB1 S45 Mutants Aren'T Phosphorylated,12,0.08,0.4021791902022728,0.01567661446309632,0.01567661446309632,positive,442
11,mode_11,RHO GTPase Effectors,,RHO GTPase Effectors,30,0.2,0.7219280948873623,-0.0075587671878819245,0.0075587671878819245,negative,817
11,mode_11,Processing of SMDT1,,Processing of SMDT1,1,0.006666666666666667,0.05777796017013378,-0.005119794427696291,0.005119794427696291,negative,987
11,mode_11,Interleukin-1 Signaling,,Interleukin-1 Signaling,19,0.12666666666666668,0.5482251174503202,0.011029364234971277,0.011029364234971277,positive,635
11,mode_11,IGF1R Signaling Cascade,,IGF1R Signaling Cascade,21,0.14,0.584238811642856,0.0029924495542267148,0.0029924495542267148,positive,1199
11,mode_11,Signaling by ALK in Cancer,,Signaling by ALK in Cancer,43,0.2866666666666667,0.8643763438484613,-0.04365678030555002,0.04365678030555002,negative,135
11,mode_11,Nonhomologous End-Joining (NHEJ),,Nonhomologous End-Joining (NHEJ),11,0.07333333333333333,0.37824164440536223,-0.023015754396963246,0.023015754396963246,negative,287
11,mode_11,Cellular Responses to Stress,,Cellular Responses to Stress,81,0.54,0.9953784388202257,-0.03375175798569029,0.03375175798569029,negative,196
11,mode_11,RUNX2 Regulates Chondrocyte Maturation,,RUNX2 Regulates Chondrocyte Maturation,2,0.013333333333333334,0.10215803640865039,-0.006524713556921229,0.006524713556921229,negative,880
11,mode_11,Apoptosis Induced DNA Fragmentation,,Apoptosis Induced DNA Fragmentation,4,0.02666666666666667,0.17738945318599736,-0.0040688881239796335,0.0040688881239796335,negative,1102
11,mode_11,Somitogenesis,,Somitogenesis,1,0.006666666666666667,0.05777796017013378,-0.0015171188795291728,0.0015171188795291728,negative,1407
11,mode_11,Signaling by PTK6,,Signaling by PTK6,26,0.17333333333333334,0.6652735227649414,-0.002494624066943018,0.002494624066943018,negative,1265
11,mode_11,Intracellular Signaling by Second Messengers,,Intracellular Signaling by Second Messengers,70,0.4666666666666667,0.9967916319816366,0.007218178087434084,0.007218178087434084,positive,837
11,mode_11,RHO GTPases Activate ROCKs,,RHO GTPases Activate ROCKs,4,0.02666666666666667,0.17738945318599736,-0.014224995352396139,0.014224995352396139,negative,492
11,mode_11,Mucopolysaccharidoses,,Mucopolysaccharidoses,1,0.006666666666666667,0.05777796017013378,-0.006727054021966349,0.006727054021966349,negative,870
11,mode_11,Toll-like Receptor Cascades,,Toll-like Receptor Cascades,23,0.15333333333333332,0.6181194891000384,0.019999262883384855,0.019999262883384855,positive,332
11,mode_11,Triglyceride Metabolism,,Triglyceride Metabolism,1,0.006666666666666667,0.05777796017013378,0.0015118020908454835,0.0015118020908454835,positive,1409
11,mode_11,Metabolism of Steroids,,Metabolism of Steroids,10,0.06666666666666667,0.35335933502142136,-3.256632201320109e-05,3.256632201320109e-05,negative,1660
11,mode_11,Maturation of TCA Enzymes and Regulation of TCA Cycle,,Maturation of TCA Enzymes and Regulation of TCA Cycle,3,0.02,0.14144054254182067,0.01872171342685256,0.01872171342685256,positive,363
11,mode_11,TRAF6 Mediated NF-kB Activation,,TRAF6 Mediated NF-kB Activation,5,0.03333333333333333,0.21084230031853213,-0.009453343927069641,0.009453343927069641,negative,701
11,mode_11,Diseases of Carbohydrate Metabolism,,Diseases of Carbohydrate Metabolism,1,0.006666666666666667,0.05777796017013378,-0.006727054021966349,0.006727054021966349,negative,871
