gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,-0.15733284998027364,-0.07610809483860681,2
RARA,0.08243796319540439,0.049392528341318534,3
SMC3,0.1419233664880656,-0.11053754775926979,1
DEK,0.06456609405364883,0.1326810237963857,3
TET2,0.08133731215751087,0.12706598455544904,3
PML,-0.09137059948425194,0.07545551691503166,4
TP53,-0.11821295042019891,0.08202211734497272,4
SMC1A,0.14362244762692283,-0.11010882966238503,1
FLT3,-0.014274249203729205,-0.18535048701794482,0
RUNX1,0.10863375063774507,0.05253198303573932,3
IDH1,-0.035118193458900146,0.017423052220078623,4
SF3B1,-0.15041522857687326,-0.08568517092910459,2
WT1,0.06373762687313758,0.13065428308150973,3
NRAS,-0.020435555022932917,-0.18641414959669456,0
KMT2A,0.10394002121962873,0.05865188708186454,3
BCL2,-0.11507439552424278,0.090855087199945,4
IDH2,-0.05414971741846571,0.13346023183142236,4
EZH2,0.06461686825480467,0.13234921399047098,3
ZRSR2,-0.15727761982692193,-0.07453801999679924,2
RAD21,0.14712980559200678,-0.10575367621479016,1
KRAS,-0.02193693808633985,-0.18504628761147904,0
DNMT3A,0.11725530375108027,0.07058295153786401,3
ASXL1,0.08381981096627246,0.12207398064584261,3
U2AF1,-0.14958979570415273,-0.07895879152120806,2
GATA2,0.05711811531029509,0.11867025808876014,3
CEBPA,0.06327339591725153,0.11814640522113987,3
NUP214,-0.16638636791021016,-0.06094851256096256,2
KIT,-0.0154710510138611,-0.18526636404374439,0
PTPN11,-0.014329366441228428,-0.18536593155925316,0
STAG2,0.14785444873939899,-0.1063812297809385,1
MECOM,0.05594671822631819,0.12871068340520733,3
NPM1,-0.1467504892443535,-0.08909908114750348,2
WAPL,0.14919277667019973,-0.10418863449133019,1
SMC1B,0.14664752220909436,-0.10540433240321379,1
CDCA5,0.14707747000682828,-0.10589723961736856,1
SGO1,-0.03167435746997401,0.014100195168036537,4
REC8,-0.04137488939946657,0.01643521990202614,4
MXD4,0.11692685862475712,-0.13315659944192676,1
STAG3,0.1419312441503516,-0.11054762487377648,1
NIPBL,0.1485273707955629,-0.10377307937207084,1
SPI1,0.08401466006502585,0.04325121610339241,3
GPR31,-0.021929237595449232,-0.18501647237903193,0
STAG1,0.1163321023130792,-0.13164029959934292,1
NXF2,-0.1677444543235286,-0.05968535471682378,2
CARNMT1,-0.16103821218348072,-0.07641073330523505,2
ELF4,-0.09274567764184657,0.07892230700401588,4
KRTAP10-3,-0.04837943576181753,0.12442620730910198,4
AIRE,-0.16709512077198913,-0.061140421771162176,2
ZNF513,0.08051556456444772,0.12697316213295565,3
SLA,-0.01142015075763311,-0.185537221882054,0
ZRSR1,-0.15778271061843643,-0.07574875977215831,2
SRRM1,-0.16163675816106052,-0.07202571746534316,2
ANKRD11,0.06269288744307078,0.11453935446733388,3
CIRSR,-0.16083108748209632,-0.07116841822101042,2
ZNF207,-0.07895767750625983,0.12514525436675775,4
U2AF1L4,-0.161527671401359,-0.07182155793383203,2
USP37,-0.04110200417133623,0.015120690467462325,4
FMO3,-0.011245903458374264,-0.18598996554950153,0
ADAR,0.14320709706923682,-0.10884485547107292,1
SH2B3,-0.014180291635111633,-0.18477403693909442,0
SSU72,0.11145950125276531,-0.13113852067855827,1
SOCS1,-0.011301386944945695,-0.1858715404501193,0
PAF1,0.06102225080289945,0.1338516004356817,3
USP13,-0.040092371067586695,0.013453512229318081,4
TEC,-0.013454669920348956,-0.1858548356254581,0
RGPD2,-0.16792124800977598,-0.05983053695588134,2
WAPAL,0.14919899545625237,-0.10408063990966011,1
KAT6A,0.10280847723477533,0.04663218746751228,3
HLF,-0.10948037487264423,0.06414600082676324,4
HRK,-0.11412154265302117,0.0908210998065936,4
BNIPL,-0.1143493235084021,0.09032106728865327,4
GRB10,-0.020070348525565957,-0.1866322749431682,0
MED1,0.0815577435757395,0.12262397871166487,3
NUP93,-0.166944488193921,-0.06086157921798087,2
PDS5B,0.14398231390375635,-0.10981975615616063,1
CBL,-0.03345882460454729,-0.18436123490818837,0
OVCA2,-0.02122995442974566,-0.18586829167154353,0
PDS5A,0.1492163622958776,-0.10417735082951816,1
RBM15,0.14255149480737114,-0.10880595894978641,1
TFEC,-0.057593348682121466,0.1283457755816031,4
C19ORF43,-0.1450476971832025,-0.08789175524758298,2
ZFPM1,0.06112995205758596,0.11852128451268407,3
RADIL,-0.014479341639274397,-0.1847383671619773,0
HIST1H3A,0.17254908899046822,-0.07857188031016162,1
ZRSR2P1,-0.15715045651223264,-0.07453090394363449,2
PIK3CG,-0.015374582919752227,-0.18546638024355003,0
IRX4,0.10986840999452524,0.058664705544893614,3
CITED1,-0.05838534120962637,0.13067211645183138,4
GPATCH11,-0.15720811682886607,-0.07594304235772327,2
PPP4R3A,-0.03462773134618739,0.147780263729672,4
SUV39H1,0.11370601240493318,0.07232639276388832,3
KITLG,-0.022119953346869992,-0.18501504601337032,0
PECAM1,-0.03389103755832572,-0.18412855033038564,0
HIST1H4A,0.1562641983088781,-0.09702590880931346,1
AVEN,-0.11567676323910007,0.08873351476885806,4
MAU2,0.1470174057363585,-0.10616892934502503,1
PAWR,-0.052896211057488395,0.1313024468525548,4
MATK,-0.016732878859495516,-0.183468610854266,0
RGL2,-0.02207737895526219,-0.18538591147173564,0
CDK1,-0.041628424042211974,0.02232854671505301,4
BCOR,0.10864072839455814,0.051647496148768055,3
CELA1,-0.05675150536104535,0.1270227227412759,4
CSN1S1,-0.05389946322704611,0.13259181247300722,4
CBX7,0.10741736245076106,0.05259624079507459,3
ZBTB5,0.10542003148183178,0.058888913761836345,3
PCGF5,0.10319267821532895,0.05840282116348738,3
HAO2,-0.05388132149092189,0.1336957213844187,4
KDM2B,0.11112229932397938,0.05369731008345466,3
ZBTB7A,0.0844983918332406,0.042511774597406,3
PCGF1,0.08237382711824637,0.04790063740365068,3
PCGF3,0.09932592912196828,0.05054384385194931,3
L3MBTL1,-0.08047866155166858,0.12707286089305006,4
CARD8,-0.09819813049149517,0.06125461173283011,4
NACC1,0.11571854700707629,0.07160963112157294,3
PCGF2,-0.08929050879743507,0.07222961843729056,4
HSPA12A,-0.05484968245074022,0.12510391704564303,4
MLLT1,0.11442580361819453,0.07213106160367423,3
ERP44,-0.055299888648677235,0.13512528887533418,4
NFIC,0.10221867886568338,0.057499088057303784,3
SNAPC4,-0.04960686447637202,0.12245433033805378,4
MLLT3,0.05990480545416883,0.13154532427919877,3
QPRT,0.08471894899844946,0.12278210769249541,3
KPNA4,-0.14992907048506576,-0.08005752911355705,2
NFIA,0.1111638059719198,0.054070861165571554,3
CBX4,0.10135015590521752,0.04759780558654249,3
NFIX,0.11105515112314265,0.05492635213270563,3
SHARPIN,-0.1128179690375751,0.09351380839668026,4
RING1,-0.10435210557274963,0.06240063023883691,4
C6ORF141,-0.031892140121853235,0.01353532504737884,4
YAF2,-0.09160771314106314,0.07421883270276576,4
PPP4R1L,-0.0775250177440267,0.13492695264554014,4
RNF2,-0.08654468672219526,0.0758913493436002,4
BCL6,0.08413917880101936,0.043046240486237106,3
NAA10,-0.05222422236509605,0.13288279787410795,4
DCAF7,-0.07669067584140435,0.13052480534949887,4
RYBP,-0.08986011292039892,0.07657864832076104,4
CBX8,0.08331276661595911,0.1262492207687784,3
PIP,-0.03317594632683798,0.012666807778027355,4
NCAPH2,-0.03465362604588977,0.019264114259989657,4
B4GALT2,-0.03392574866325233,0.012858335126106934,4
SP1,-0.10447869597507119,0.06270473439107292,4
CTBP1,0.10664187112062876,0.05355831911631211,3
CDC16,-0.03310955152371768,0.018675103568327092,4
CBX3,0.07745150737618295,0.11652424445725011,3
BRAF,-0.033325122034153255,-0.18345799472243954,0
CCDC96,-0.03395133801577672,0.018550778504252873,4
CBX6,0.059456697596978525,0.13258867800751636,3
SKP1,-0.11657995934094391,0.08641349795314181,4
S100P,-0.03426716474043809,0.01937403120119383,4
USP7,0.059111720741719075,0.1154721318624975,3
