axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
2,mode_02,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1,0.006666666666666667,0.05777796017013378,0.0019376511126359905,0.0019376511126359905,positive,1387
2,mode_02,Aryl Hydrocarbon Receptor Signalling,,Aryl Hydrocarbon Receptor Signalling,3,0.02,0.14144054254182067,-0.006081834026593725,0.006081834026593725,negative,959
2,mode_02,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,15,0.1,0.4689955935892812,-0.05385743199430557,0.05385743199430557,negative,128
2,mode_02,Miro GTPase Cycle,,Miro GTPase Cycle,2,0.013333333333333334,0.10215803640865039,0.0005096212097205132,0.0005096212097205132,positive,1576
2,mode_02,ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627,-0.0019466780116999553,0.0019466780116999553,negative,1385
2,mode_02,Signal Amplification,,Signal Amplification,2,0.013333333333333334,0.10215803640865039,-0.0056965610211117,0.0056965610211117,negative,1006
2,mode_02,IRAK4 Deficiency (TLR2 4),,IRAK4 Deficiency (TLR2 4),4,0.02666666666666667,0.17738945318599736,-0.0036786770396635485,0.0036786770396635485,negative,1150
2,mode_02,Activation of Gene Expression by SREBF (SREBP),,Activation of Gene Expression by SREBF (SREBP),14,0.09333333333333334,0.4474992550368635,0.006782760882731615,0.006782760882731615,positive,909
2,mode_02,MITF-M-dependent Gene Expression,,MITF-M-dependent Gene Expression,19,0.12666666666666668,0.5482251174503202,0.008305972850142717,0.008305972850142717,positive,803
2,mode_02,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,0.0320227635432315,0.0320227635432315,positive,289
2,mode_02,Elastic Fibre Formation,,Elastic Fibre Formation,3,0.02,0.14144054254182067,-0.006519563091438775,0.006519563091438775,negative,922
2,mode_02,CTNNB1 S45 Mutants Aren'T Phosphorylated,,CTNNB1 S45 Mutants Aren'T Phosphorylated,12,0.08,0.4021791902022728,0.007759465637000044,0.007759465637000044,positive,834
2,mode_02,RHO GTPase Effectors,,RHO GTPase Effectors,30,0.2,0.7219280948873623,-0.016391792149867634,0.016391792149867634,negative,533
2,mode_02,Processing of SMDT1,,Processing of SMDT1,1,0.006666666666666667,0.05777796017013378,0.0011733535218736715,0.0011733535218736715,positive,1460
2,mode_02,Interleukin-1 Signaling,,Interleukin-1 Signaling,19,0.12666666666666668,0.5482251174503202,0.0008777802698382996,0.0008777802698382996,positive,1508
2,mode_02,IGF1R Signaling Cascade,,IGF1R Signaling Cascade,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,1
2,mode_02,Signaling by ALK in Cancer,,Signaling by ALK in Cancer,43,0.2866666666666667,0.8643763438484613,-0.025072997961395553,0.025072997961395553,negative,389
