axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
2,mode_02,top_positive,SUMOylation,,SUMOylation,84,0.56,0.9895875212220556,0.041095400190230856,0.041095400190230856,positive,222
2,mode_02,top_positive,SUMO E3 Ligases SUMOylate Target Proteins,,SUMO E3 Ligases SUMOylate Target Proteins,84,0.56,0.9895875212220556,0.041095400190230856,0.041095400190230856,positive,221
2,mode_02,top_positive,SUMOylation of DNA Damage Response and Repair Proteins,,SUMOylation of DNA Damage Response and Repair Proteins,65,0.43333333333333335,0.9871377743721863,0.04100085507078167,0.04100085507078167,positive,223
2,mode_02,top_positive,Epigenetic Regulation of Gene Expression,,Epigenetic Regulation of Gene Expression,57,0.38,0.9580420222262995,0.03994410115650666,0.03994410115650666,positive,232
2,mode_02,top_positive,E2F Targets,,E2F Targets,65,0.43333333333333335,0.9871377743721863,0.03755225155564143,0.03755225155564143,positive,241
2,mode_02,top_positive,Post-translational Protein Modification,,Post-translational Protein Modification,76,0.5066666666666667,0.999871756640849,0.037323365601354595,0.037323365601354595,positive,242
2,mode_02,top_positive,Transcriptional Regulation by E2F6,,Transcriptional Regulation by E2F6,51,0.34,0.9248187049730301,0.03652584578581614,0.03652584578581614,positive,252
2,mode_02,top_positive,Chromatin Organization,,Chromatin Organization,52,0.3466666666666667,0.931055823385033,0.036052964764326616,0.036052964764326616,positive,255
2,mode_02,top_positive,Chromatin Modifying Enzymes,,Chromatin Modifying Enzymes,52,0.3466666666666667,0.931055823385033,0.036052964764326616,0.036052964764326616,positive,254
2,mode_02,top_positive,SUMOylation of Chromatin Organization Proteins,,SUMOylation of Chromatin Organization Proteins,50,0.3333333333333333,0.9182958340544896,0.03571068066106436,0.03571068066106436,positive,257
2,mode_02,top_positive,G2-M Checkpoint,,G2-M Checkpoint,62,0.41333333333333333,0.9782176659354247,0.03507177462422369,0.03507177462422369,positive,261
2,mode_02,top_positive,Estrogen-dependent Gene Expression,,Estrogen-dependent Gene Expression,59,0.3933333333333333,0.9669170093596808,0.03444757661276769,0.03444757661276769,positive,265
2,mode_02,top_positive,"Cell Cycle, Mitotic",,"Cell Cycle, Mitotic",73,0.4866666666666667,0.9994869809508898,0.03298844667835638,0.03298844667835638,positive,275
2,mode_02,top_positive,M Phase,,M Phase,55,0.36666666666666664,0.9480782435939055,0.03285025469248119,0.03285025469248119,positive,276
2,mode_02,top_positive,Separation of Sister Chromatids,,Separation of Sister Chromatids,43,0.2866666666666667,0.8643763438484613,0.032778450738611485,0.032778450738611485,positive,278
2,mode_02,top_positive,Processing of Capped Intron-Containing Pre-mRNA,,Processing of Capped Intron-Containing Pre-mRNA,38,0.25333333333333335,0.8165187119538282,0.032163645360933954,0.032163645360933954,positive,286
2,mode_02,top_positive,Regulation of PTEN Gene Transcription,,Regulation of PTEN Gene Transcription,55,0.36666666666666664,0.9480782435939055,0.0321481185388598,0.0321481185388598,positive,287
2,mode_02,top_positive,PTEN Regulation,,PTEN Regulation,56,0.37333333333333335,0.9531971725430559,0.032132231540249995,0.032132231540249995,positive,288
2,mode_02,top_positive,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,0.0320227635432315,0.0320227635432315,positive,289
2,mode_02,top_positive,Cell Cycle,,Cell Cycle,78,0.52,0.9988455359952018,0.03192011442963678,0.03192011442963678,positive,291
2,mode_02,top_negative,Downstream Signaling of Activated FGFR1,,Downstream Signaling of Activated FGFR1,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,2
2,mode_02,top_negative,Downstream Signaling of Activated FGFR4,,Downstream Signaling of Activated FGFR4,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,14
2,mode_02,top_negative,DAP12 Signaling,,DAP12 Signaling,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,8
2,mode_02,top_negative,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,11
2,mode_02,top_negative,IRS-related Events Triggered by IGF1R,,IRS-related Events Triggered by IGF1R,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,10
2,mode_02,top_negative,Signaling by PDGF,,Signaling by PDGF,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,13
2,mode_02,top_negative,Signaling by EGFR,,Signaling by EGFR,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,12
2,mode_02,top_negative,Insulin Receptor Signalling Cascade,,Insulin Receptor Signalling Cascade,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,5
2,mode_02,top_negative,Downstream Signaling of Activated FGFR3,,Downstream Signaling of Activated FGFR3,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,6
2,mode_02,top_negative,IGF1R Signaling Cascade,,IGF1R Signaling Cascade,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,1
2,mode_02,top_negative,IRS-mediated Signalling,,IRS-mediated Signalling,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,7
2,mode_02,top_negative,Downstream Signaling of Activated FGFR2,,Downstream Signaling of Activated FGFR2,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,3
2,mode_02,top_negative,Signaling by Erythropoietin,,Signaling by Erythropoietin,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,9
2,mode_02,top_negative,Signaling by FGFR4 in Disease,,Signaling by FGFR4 in Disease,21,0.14,0.584238811642856,-0.06961953340378961,0.06961953340378961,negative,4
2,mode_02,top_negative,Signaling by ERBB2,,Signaling by ERBB2,22,0.14666666666666667,0.6014353864290773,-0.06903802639803051,0.06903802639803051,negative,19
2,mode_02,top_negative,"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",,"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",22,0.14666666666666667,0.6014353864290773,-0.06903802639803051,0.06903802639803051,negative,18
2,mode_02,top_negative,Signaling by NTRK2 (TRKB),,Signaling by NTRK2 (TRKB),22,0.14666666666666667,0.6014353864290773,-0.06903802639803051,0.06903802639803051,negative,16
2,mode_02,top_negative,Signaling by KIT in Disease,,Signaling by KIT in Disease,22,0.14666666666666667,0.6014353864290773,-0.06903802639803051,0.06903802639803051,negative,15
2,mode_02,top_negative,Signaling by SCF-KIT,,Signaling by SCF-KIT,22,0.14666666666666667,0.6014353864290773,-0.06903802639803051,0.06903802639803051,negative,17
