case_id,left_method,right_method,left_tree_inference,right_tree_inference,partition_ari
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,average,neighbor_joining,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_complete,tbs_diffusion_graphtools_adaptive_nnls_weighted,complete,weighted,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_complete,tbs_diffusion_graphtools_adaptive_nnls_single,complete,single,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_complete,tbs_diffusion_graphtools_adaptive_nnls_centroid,complete,centroid,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_complete,tbs_diffusion_graphtools_adaptive_nnls_median,complete,median,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_complete,tbs_diffusion_graphtools_adaptive_nnls_ward,complete,ward,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_complete,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,complete,neighbor_joining,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_weighted,tbs_diffusion_graphtools_adaptive_nnls_single,weighted,single,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_weighted,tbs_diffusion_graphtools_adaptive_nnls_centroid,weighted,centroid,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_weighted,tbs_diffusion_graphtools_adaptive_nnls_median,weighted,median,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_weighted,tbs_diffusion_graphtools_adaptive_nnls_ward,weighted,ward,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_weighted,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,weighted,neighbor_joining,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_single,tbs_diffusion_graphtools_adaptive_nnls_centroid,single,centroid,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_single,tbs_diffusion_graphtools_adaptive_nnls_median,single,median,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_single,tbs_diffusion_graphtools_adaptive_nnls_ward,single,ward,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_single,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,single,neighbor_joining,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_centroid,tbs_diffusion_graphtools_adaptive_nnls_median,centroid,median,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_centroid,tbs_diffusion_graphtools_adaptive_nnls_ward,centroid,ward,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_centroid,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,centroid,neighbor_joining,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_median,tbs_diffusion_graphtools_adaptive_nnls_ward,median,ward,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_median,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,median,neighbor_joining,1.0
gauss_overlap_8c_highd,tbs_diffusion_graphtools_adaptive_nnls_ward,tbs_diffusion_graphtools_adaptive_nnls_neighbor_joining,ward,neighbor_joining,1.0
