selector,cases,mean_selected_ari,median_selected_ari,mean_selected_nmi,mean_selected_macro_f1,mean_delta_ari_vs_average,mean_delta_nmi_vs_average,mean_delta_macro_f1_vs_average,mean_delta_ari_vs_weighted,mean_delta_nmi_vs_weighted,mean_delta_macro_f1_vs_weighted,mean_delta_ari_vs_external_best,mean_delta_nmi_vs_external_best,mean_delta_macro_f1_vs_external_best,external_best_mean_ari,average_mean_ari,weighted_mean_ari
sharp_label_free_internal_fit_parsimony_dominance_guard,7,0.8845352464307169,0.9242354305314692,0.8722135266415199,0.9535964643903826,0.11995081674212892,0.06048402283700421,0.007134571138288256,0.05284660777728228,0.027931509044120513,0.017345980172519156,-0.0017098154494487514,-0.0016264588846813335,-0.0007132851854899171,0.8862450618801656,0.764584429688588,0.8316886386534347
