schema_version,test_case,source_case_id,case_id,case_category,method,benchmark_grid,run_id,tree_inference,branch_time_mode,metric_family,geometry_profile,graph_distance,nnls_target,geometry_dimension,elapsed_sec,geometry_constant_columns,status,skip_reason,true_clusters,found_clusters,labels_length,ari,nmi,ami,purity,homogeneity,completeness,v_measure,fowlkes_mallows,macro_recall,macro_f1,worst_cluster_recall,n_singleton_clusters,singleton_fraction,median_cluster_size,largest_cluster_fraction,effective_cluster_count,cluster_size_entropy,cluster_size_gini,noise_label_fraction,silhouette_score,davies_bouldin_index,calinski_harabasz_index,outlier_precision,outlier_recall,outlier_f1,singleton_outlier_isolated,grouped_outlier_cluster_recovered,root_smaller_child_fraction,nnls_normalized_residual_rmse,nnls_residual_rmse,nnls_target_mean,nnls_zero_branch_fraction,trace_edge_open,trace_sibling_open,root_edge_gate_open,root_sibling_p_value_corrected,min_edge_open_sibling_p_value_corrected,min_left_edge_p_value_bh,topology_kcut_ari,topology_kcut_nmi,topology_kcut_macro_f1,topology_kcut_silhouette_score,topology_kcut_largest_cluster_fraction,topology_exact_true_cluster_clade_fraction,topology_weighted_true_cluster_clade_purity,adaptive_neighbor_selected_k,geometry_ledoit_wolf_shrinkage,geometry_embedding_dimension,geometry_dimension_rule,geometry_zero_rows,geometry_regularization_tau,geometry_mean_degree,geometry_retained_eigenvalues,geometry_categorical_blocks,geometry_block_distance_identity,tree_priority,mean_partition_agreement,median_partition_agreement,agreement_pair_count,valid_internal_metrics,dominant_cluster_penalty,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank,cluster_count_rank,method_stability_rank,internal_core_rank_mean,sharp_label_free_score,sharp_label_free_score_rounded
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::none,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_centroid,centroid,none,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.5119321669999408,0.0,ok,,4.0,7.0,80,0.06270318332113847,0.15290552218286393,0.06839568447978316,0.4625,0.14195874240801523,0.16568163089883486,0.15290552218286393,0.34374070114427785,0.4625,0.4179410640580782,0.15,3.0,0.0375,2.0,0.4875,3.2798568437953977,1.1877997762592436,0.6285714285714286,0.0,-0.00804645411649801,3.7123769313322796,1.0007987892571308,,,,,,0.025,0.01311196569539738,0.016469474625273255,1.256064499242432,0.04430379746835443,62.0,1.0,True,0.49463388961110955,0.005403923391313847,0.0,0.0002444362965678922,0.06663148126287995,0.15071183112420225,0.005030469692262238,0.9625,0.0,0.2659214495514805,10.0,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,4,0.0,0.0,2,True,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.25,4.25
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::none,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_median,median,none,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.19218737499977578,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,5,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::none,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_ward,ward,none,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.17577937499982,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,1,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::none,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_builder_neighbor_joining,neighbor_joining,none,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.5997650419999445,0.0,ok,,4.0,1.0,80,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.49041444627368397,0.25,0.1,0.0,0.0,0.0,80.0,1.0,1.0,-0.0,0.0,0.0,,,,,,,,,0.225,0.013009696924867174,0.016341018453229092,1.256064499242432,0.03164556962025317,18.0,0.0,True,0.2811618518978875,0.14490142424334368,0.0,0.0002444362965678922,0.06663148126287995,0.15071183112420225,0.004526732781713501,0.9625,0.0,0.25,10.0,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,6,0.5,0.5,2,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_average,average,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.2126908329996695,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,3,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_complete,complete,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.19719220899969514,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,2,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_weighted,weighted,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.19951979200004644,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,0,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_single,single,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.5051638330000969,0.0,ok,,4.0,1.0,80,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.49041444627368397,0.25,0.1,0.0,0.0,0.0,80.0,1.0,1.0,-0.0,0.0,0.0,,,,,,,,,0.0125,0.013358139773362398,0.016778685145238854,1.256064499242432,0.012658227848101266,9.0,0.0,True,0.8141977231550142,0.028081959895375853,2.2445227687787613e-149,0.0019999333355554816,0.06833614784571121,0.12690230731467844,0.006115479841531485,0.9625,0.0,0.28658293460925044,10.0,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,7,0.5,0.5,2,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_centroid,centroid,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.5365752920001796,0.0,ok,,4.0,7.0,80,0.06270318332113847,0.15290552218286393,0.06839568447978316,0.4625,0.14195874240801523,0.16568163089883486,0.15290552218286393,0.34374070114427785,0.4625,0.4179410640580782,0.15,3.0,0.0375,2.0,0.4875,3.2798568437953977,1.1877997762592436,0.6285714285714286,0.0,-0.00804645411649801,3.7123769313322796,1.0007987892571308,,,,,,0.025,0.01311196569539738,0.016469474625273255,1.256064499242432,0.04430379746835443,62.0,1.0,True,0.4944169861100215,0.005373080250293401,0.0,0.0002444362965678922,0.06663148126287995,0.15071183112420225,0.005030469692262238,0.9625,0.0,0.2659214495514805,10.0,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,4,0.0,0.0,2,True,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.25,4.25
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_median,median,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.2041532919997735,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,5,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_ward,ward,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.19106170800023392,0.0,skip,"ValueError: Cannot fit sibling inflation model: no strict-null or stopped-edge empirical-null calibration records with positive weight. Found 79 selected non-null positive-weight record(s), which are not valid empirical-null calibration support.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,1,,,0,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,117,cont_lowrank_pggn_shrinkage,cont_lowrank_pggn_shrinkage::normalized_branch_length,high_dimensional_continuous,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_builder_neighbor_joining,neighbor_joining,normalized_branch_length,high_dimensional_continuous,ledoit_wolf_shrinkage_mahalanobis,euclidean_on_selected_embedding,squared_euclidean,80,0.6034649580001314,0.0,ok,,4.0,1.0,80,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.49041444627368397,0.25,0.1,0.0,0.0,0.0,80.0,1.0,1.0,-0.0,0.0,0.0,,,,,,,,,0.225,0.013009696924867174,0.016341018453229092,1.256064499242432,0.03164556962025317,18.0,0.0,True,0.2808033617472499,0.14489583684862703,0.0,0.0002444362965678922,0.06663148126287995,0.15071183112420225,0.004526732781713501,0.9625,0.0,0.25,10.0,0.9754405553604388,80.0,all_nonzero_sample_singular_directions,,,,,,,6,0.5,0.5,2,False,100.0,,,,,,,,
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_average,average,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.3837231249999604,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.0594421943869724,0.02325901585242398,0.39128797468354437,0.012658227848101266,4.0,3.0,True,7.221250309887534e-12,7.221250309887534e-12,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,3,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_complete,complete,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.38895966599966414,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05816484894629296,0.02275920594196926,0.39128797468354437,0.012658227848101266,3.0,3.0,True,4.3048186827225435e-08,1.0207125104280195e-10,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,2,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_weighted,weighted,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.3895027499997923,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05955014027453866,0.0233012537801452,0.39128797468354437,0.03164556962025317,3.0,3.0,True,0.003871531440435406,4.7535943088206613e-11,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,0,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_single,single,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.39345654199996716,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05905388937746427,0.02310707677169407,0.39128797468354437,0.03164556962025317,3.0,3.0,True,1.4655747679180854e-12,1.4655747679180854e-12,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,7,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_centroid,centroid,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.39524812499985273,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05946591724965137,0.02326829832331533,0.39128797468354437,0.012658227848101266,4.0,3.0,True,6.295691119612375e-12,6.295691119612375e-12,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,4,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_median,median,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.38254991699977836,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05957401055927197,0.023310593935513615,0.39128797468354437,0.02531645569620253,3.0,3.0,True,0.003771658428699394,4.251175546397858e-11,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,5,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_ward,ward,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.3834652090004056,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05956184767236245,0.023305834744128485,0.39128797468354437,0.012658227848101266,3.0,3.0,True,1.3057981220410833e-12,1.3057981220410833e-12,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,1,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::none,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_builder_neighbor_joining,neighbor_joining,none,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.5679952079999566,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.0589266123130833,0.023057274786948773,0.39128797468354437,0.03164556962025317,33.0,3.0,True,2.32916149932251e-08,7.4743944167712e-11,0.0,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,6,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_average,average,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.39337233300011576,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.0594421943869724,0.02325901585242398,0.39128797468354437,0.012658227848101266,3.0,3.0,True,2.4056777175651385e-12,2.4056777175651385e-12,4.6077307010308044e-86,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,3,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_complete,complete,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.39193650000015623,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05816484894629296,0.02275920594196926,0.39128797468354437,0.012658227848101266,3.0,3.0,True,3.853524047515309e-08,8.783473661122048e-11,3.904478812163013e-89,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,2,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_weighted,weighted,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.40093125000021246,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05955014027453866,0.0233012537801452,0.39128797468354437,0.03164556962025317,3.0,3.0,True,0.0037508239136886962,4.150983294097471e-11,4.125323104040052e-87,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,0,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_single,single,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.3949179579999509,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05905388937746427,0.02310707677169407,0.39128797468354437,0.03164556962025317,3.0,3.0,True,1.3060983760099356e-12,1.3060983760099356e-12,4.007515354371602e-86,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,7,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_centroid,centroid,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.37655445900009,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05946591724965137,0.02326829832331533,0.39128797468354437,0.012658227848101266,3.0,3.0,True,2.118702675261087e-12,2.118702675261087e-12,5.129902570510427e-86,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,4,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_median,median,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.3841770419999193,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05957401055927197,0.023310593935513615,0.39128797468354437,0.02531645569620253,3.0,3.0,True,0.003654369941099651,3.71358598042375e-11,4.791407470325695e-87,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,5,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
family_metric_nnls_grid/v1,39,binary_low_noise_4c,binary_low_noise_4c::normalized_branch_length,balanced_binary,tbs_diffusion_graphtools_adaptive_nnls,graphtools_adaptive_k_tree_strategy,family_metric_tree_linkage_method_ward,ward,normalized_branch_length,balanced_binary,hamming_via_binary_euclidean_embedding,euclidean_on_selected_embedding,squared_euclidean,100,0.3890643749996343,,ok,,4.0,4.0,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.25,4.0,1.3862943611198906,0.0,0.0,0.5640027318832306,0.6595768969356764,87.9128946734153,,,,,,0.25,0.05956184767236245,0.023305834744128485,0.39128797468354437,0.012658227848101266,3.0,3.0,True,1.0988466486612086e-12,1.0988466486612086e-12,3.587758319014778e-86,1.0,1.0,1.0,0.5640027318832306,0.25,1.0,1.0,10.0,,,,,,,,,,1,1.0,1.0,7,True,0.0,4.5,4.5,4.5,4.5,4.5,4.5,5.625,5.625
