metric_family,branch_time_mode,tree_inference,ok_cells,mean_found_clusters,mean_ari,median_ari,mean_nmi,median_nmi,mean_macro_f1,median_macro_f1,mean_purity,median_purity,mean_silhouette_score,median_silhouette_score,mean_davies_bouldin_index,median_davies_bouldin_index,mean_calinski_harabasz_index,median_calinski_harabasz_index,mean_largest_cluster_fraction,median_largest_cluster_fraction,mean_singleton_fraction,median_singleton_fraction,mean_nnls_normalized_residual_rmse,median_nnls_normalized_residual_rmse,mean_root_smaller_child_fraction,median_root_smaller_child_fraction,mean_topology_kcut_ari,median_topology_kcut_ari,mean_topology_kcut_nmi,median_topology_kcut_nmi,mean_topology_kcut_macro_f1,median_topology_kcut_macro_f1,mean_topology_kcut_silhouette_score,median_topology_kcut_silhouette_score,mean_topology_kcut_largest_cluster_fraction,median_topology_kcut_largest_cluster_fraction,mean_topology_exact_true_cluster_clade_fraction,median_topology_exact_true_cluster_clade_fraction,mean_topology_weighted_true_cluster_clade_purity,median_topology_weighted_true_cluster_clade_purity,mean_root_sibling_p_value_corrected,median_root_sibling_p_value_corrected,mean_min_edge_open_sibling_p_value_corrected,median_min_edge_open_sibling_p_value_corrected
continuous_gaussian,normalized_branch_length,median,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.032537661586355,0.032537661586355,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.869136284970377,0.869136284970377,0.25,0.25,1.0,1.0,1.0,1.0,,,,
continuous_gaussian,normalized_branch_length,neighbor_joining,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0323880860003209,0.0323880860003209,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.869136284970377,0.869136284970377,0.25,0.25,1.0,1.0,1.0,1.0,,,,
continuous_gaussian,normalized_branch_length,single,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0325930607383305,0.0325930607383305,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.869136284970377,0.869136284970377,0.25,0.25,1.0,1.0,1.0,1.0,,,,
continuous_gaussian,normalized_branch_length,ward,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0334512267964822,0.0334512267964822,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.869136284970377,0.869136284970377,0.25,0.25,1.0,1.0,1.0,1.0,,,,
continuous_gaussian,normalized_branch_length,weighted,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0325219468402428,0.0325219468402428,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.869136284970377,0.869136284970377,0.25,0.25,1.0,1.0,1.0,1.0,,,,
high_dimensional_continuous,none,centroid,1,7.0,0.0627031833211384,0.0627031833211384,0.1529055221828639,0.1529055221828639,0.4179410640580782,0.4179410640580782,0.4625,0.4625,-0.008046454116498,-0.008046454116498,3.71237693133228,3.71237693133228,1.0007987892571308,1.0007987892571308,0.4875,0.4875,0.0375,0.0375,0.0131119656953973,0.0131119656953973,0.025,0.025,0.0002444362965678,0.0002444362965678,0.0666314812628799,0.0666314812628799,0.1507118311242022,0.1507118311242022,0.0050304696922622,0.0050304696922622,0.9625,0.9625,0.0,0.0,0.2659214495514805,0.2659214495514805,0.4946338896111095,0.4946338896111095,0.0054039233913138,0.0054039233913138
high_dimensional_continuous,none,neighbor_joining,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0130096969248671,0.0130096969248671,0.225,0.225,0.0002444362965678,0.0002444362965678,0.0666314812628799,0.0666314812628799,0.1507118311242022,0.1507118311242022,0.0045267327817135,0.0045267327817135,0.9625,0.9625,0.0,0.0,0.25,0.25,0.2811618518978875,0.2811618518978875,0.1449014242433436,0.1449014242433436
high_dimensional_continuous,none,single,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0133581397733623,0.0133581397733623,0.0125,0.0125,0.0019999333355554,0.0019999333355554,0.0683361478457112,0.0683361478457112,0.1269023073146784,0.1269023073146784,0.0061154798415314,0.0061154798415314,0.9625,0.9625,0.0,0.0,0.2865829346092504,0.2865829346092504,0.8161126482026393,0.8161126482026393,0.0292379671553388,0.0292379671553388
high_dimensional_continuous,normalized_branch_length,centroid,1,7.0,0.0627031833211384,0.0627031833211384,0.1529055221828639,0.1529055221828639,0.4179410640580782,0.4179410640580782,0.4625,0.4625,-0.008046454116498,-0.008046454116498,3.71237693133228,3.71237693133228,1.0007987892571308,1.0007987892571308,0.4875,0.4875,0.0375,0.0375,0.0131119656953973,0.0131119656953973,0.025,0.025,0.0002444362965678,0.0002444362965678,0.0666314812628799,0.0666314812628799,0.1507118311242022,0.1507118311242022,0.0050304696922622,0.0050304696922622,0.9625,0.9625,0.0,0.0,0.2659214495514805,0.2659214495514805,0.4944169861100215,0.4944169861100215,0.0053730802502934,0.0053730802502934
high_dimensional_continuous,normalized_branch_length,neighbor_joining,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0130096969248671,0.0130096969248671,0.225,0.225,0.0002444362965678,0.0002444362965678,0.0666314812628799,0.0666314812628799,0.1507118311242022,0.1507118311242022,0.0045267327817135,0.0045267327817135,0.9625,0.9625,0.0,0.0,0.25,0.25,0.2808033617472499,0.2808033617472499,0.144895836848627,0.144895836848627
high_dimensional_continuous,normalized_branch_length,single,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.0133581397733623,0.0133581397733623,0.0125,0.0125,0.0019999333355554,0.0019999333355554,0.0683361478457112,0.0683361478457112,0.1269023073146784,0.1269023073146784,0.0061154798415314,0.0061154798415314,0.9625,0.9625,0.0,0.0,0.2865829346092504,0.2865829346092504,0.8141977231550142,0.8141977231550142,0.0280819598953758,0.0280819598953758
sbm,none,average,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.7454323913126243,0.7454323913126243,0.1166666666666666,0.1166666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3701519916142557,0.3701519916142557,0.5140886243326732,0.5140886243326732,0.0413936539903581,0.0413936539903581
sbm,none,centroid,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.7891371387049846,0.7891371387049846,0.0916666666666666,0.0916666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3647426095820591,0.3647426095820591,0.5932392025539216,0.5932392025539216,0.0489817198455247,0.0489817198455247
sbm,none,complete,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.8064478862066584,0.8064478862066584,0.1166666666666666,0.1166666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3701519916142557,0.3701519916142557,0.4668475738129741,0.4668475738129741,0.1723267118067474,0.1723267118067474
sbm,none,median,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.7895248233282208,0.7895248233282208,0.15,0.15,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3472222222222222,0.3472222222222222,0.3467272008851108,0.3467272008851108,0.1577866341377959,0.1577866341377959
sbm,none,neighbor_joining,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.6093744774460456,0.6093744774460456,0.3666666666666666,0.3666666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3472222222222222,0.3472222222222222,0.4176527486024936,0.4176527486024936,0.1126083824219408,0.1126083824219408
sbm,none,single,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.6347553624447752,0.6347553624447752,0.3666666666666666,0.3666666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3472222222222222,0.3472222222222222,0.4043903807846781,0.4043903807846781,0.1205025059766465,0.1205025059766465
sbm,none,ward,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.5732905077240166,0.5732905077240166,0.3666666666666666,0.3666666666666666,-0.0099620378654157,-0.0099620378654157,0.1330973439146049,0.1330973439146049,0.2958942549106483,0.2958942549106483,0.2013760183156906,0.2013760183156906,0.9,0.9,0.0,0.0,0.3472222222222222,0.3472222222222222,0.2706672736778269,0.2706672736778269,0.072038420007056,0.072038420007056
sbm,none,weighted,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.5583738624732266,0.5583738624732266,0.2916666666666667,0.2916666666666667,0.1826514281643881,0.1826514281643881,0.2084209660276727,0.2084209660276727,0.4453283996299722,0.4453283996299722,0.49004847673151,0.49004847673151,0.625,0.625,0.0,0.0,0.3472222222222222,0.3472222222222222,0.2319398280146384,0.2319398280146384,0.2319398280146384,0.2319398280146384
sbm,normalized_branch_length,average,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.7454323913126243,0.7454323913126243,0.1166666666666666,0.1166666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3701519916142557,0.3701519916142557,,,,
sbm,normalized_branch_length,centroid,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.7891371387049846,0.7891371387049846,0.0916666666666666,0.0916666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3647426095820591,0.3647426095820591,,,,
sbm,normalized_branch_length,complete,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.8064478862066584,0.8064478862066584,0.1166666666666666,0.1166666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3701519916142557,0.3701519916142557,,,,
sbm,normalized_branch_length,median,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.7895248233282208,0.7895248233282208,0.15,0.15,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3472222222222222,0.3472222222222222,0.3176906467620334,0.3176906467620334,0.0706938766794147,0.0706938766794147
sbm,normalized_branch_length,neighbor_joining,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.6093744774460456,0.6093744774460456,0.3666666666666666,0.3666666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3472222222222222,0.3472222222222222,0.4163378814999212,0.4163378814999212,0.4163378814999212,0.4163378814999212
sbm,normalized_branch_length,single,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.6347553624447752,0.6347553624447752,0.3666666666666666,0.3666666666666666,-0.00303067192613,-0.00303067192613,0.0281119378220133,0.0281119378220133,0.2107046070460705,0.2107046070460705,0.1606452668087751,0.1606452668087751,0.9833333333333332,0.9833333333333332,0.0,0.0,0.3472222222222222,0.3472222222222222,0.397941682873289,0.397941682873289,0.1160590078648602,0.1160590078648602
sbm,normalized_branch_length,ward,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.5732905077240166,0.5732905077240166,0.3666666666666666,0.3666666666666666,-0.0099620378654157,-0.0099620378654157,0.1330973439146049,0.1330973439146049,0.2958942549106483,0.2958942549106483,0.2013760183156906,0.2013760183156906,0.9,0.9,0.0,0.0,0.3472222222222222,0.3472222222222222,0.2627085478467921,0.2627085478467921,0.2627085478467921,0.2627085478467921
sbm,normalized_branch_length,weighted,1,1.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.4166666666666667,0.4166666666666667,,,,,,,1.0,1.0,0.0,0.0,0.5583738624732266,0.5583738624732266,0.2916666666666667,0.2916666666666667,0.1826514281643881,0.1826514281643881,0.2084209660276727,0.2084209660276727,0.4453283996299722,0.4453283996299722,0.49004847673151,0.49004847673151,0.625,0.625,0.0,0.0,0.3472222222222222,0.3472222222222222,0.2046203267064436,0.2046203267064436,0.2046203267064436,0.2046203267064436
sparse_overlap_binary,none,average,1,4.0,0.9147788543485026,0.9147788543485026,0.8882959279087826,0.8882959279087826,0.9675670496256452,0.9675670496256452,0.9675,0.9675,0.0552110807148618,0.0552110807148618,3.4904828167534037,3.4904828167534037,17.33007048665285,17.33007048665285,0.265,0.265,0.0,0.0,0.1098752184753537,0.1098752184753537,0.235,0.235,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0275148879346937,-0.0275148879346937,0.9925,0.9925,0.0,0.0,0.3274722932651321,0.3274722932651321,7.317002426619975e-14,7.317002426619975e-14,7.317002426619975e-14,7.317002426619975e-14
sparse_overlap_binary,none,centroid,1,4.0,0.9086762288886976,0.9086762288886976,0.8817441684435953,0.8817441684435953,0.9649652815535568,0.9649652815535568,0.965,0.965,0.0516648319653425,0.0516648319653425,3.616320000220497,3.616320000220497,16.608173125775938,16.608173125775938,0.26,0.26,0.0,0.0,0.110507806016596,0.110507806016596,0.2325,0.2325,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0265991186067184,-0.0265991186067184,0.9925,0.9925,0.0,0.0,0.326625532448008,0.326625532448008,6.51704596677442e-16,6.51704596677442e-16,5.535864786364622e-17,5.535864786364622e-17
sparse_overlap_binary,none,complete,1,6.0,0.7427089542094091,0.7427089542094091,0.7715416426856302,0.7715416426856302,0.9306797467416644,0.9306797467416644,0.93,0.93,0.0094854444053615,0.0094854444053615,6.9548250579312265,6.9548250579312265,8.654840641352326,8.654840641352326,0.2325,0.2325,0.0,0.0,0.1141507362309129,0.1141507362309129,0.0575,0.0575,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0485131022316293,-0.0485131022316293,0.9925,0.9925,0.0,0.0,0.2831541637090447,0.2831541637090447,0.0019198920463886,0.0019198920463886,2.715436231813035e-09,2.715436231813035e-09
sparse_overlap_binary,none,median,1,8.0,0.7335740297535105,0.7335740297535105,0.7783946275594964,0.7783946275594964,0.94840414320933,0.94840414320933,0.9475,0.9475,-0.0088703946057493,-0.0088703946057493,5.345612580985623,5.345612580985623,6.355584002537087,6.355584002537087,0.2275,0.2275,0.0025,0.0025,0.1137770706632786,0.1137770706632786,0.0025,0.0025,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0231551962579211,-0.0231551962579211,0.9925,0.9925,0.0,0.0,0.2643484459905677,0.2643484459905677,0.7989038843219283,0.7989038843219283,1.738350987419301e-12,1.738350987419301e-12
sparse_overlap_binary,none,neighbor_joining,1,2.0,0.3128581805899171,0.3128581805899171,0.5195042219415381,0.5195042219415381,0.3690943777353832,0.3690943777353832,0.495,0.495,0.0335541573754757,0.0335541573754757,4.474163604290985,4.474163604290985,14.622044362952217,14.622044362952217,0.7475,0.7475,0.0,0.0,0.1089051203389988,0.1089051203389988,0.2525,0.2525,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0204772165600333,-0.0204772165600333,0.9925,0.9925,0.0,0.0,0.2925046575834437,0.2925046575834437,2.6342813327570097e-12,2.6342813327570097e-12,2.6342813327570097e-12,2.6342813327570097e-12
sparse_overlap_binary,none,single,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.1124053766485254,0.1124053766485254,0.0025,0.0025,-2.5063284794105115e-05,-2.5063284794105115e-05,0.0144667021765007,0.0144667021765007,0.1154551068788971,0.1154551068788971,-0.0341838960685981,-0.0341838960685981,0.9925,0.9925,0.0,0.0,0.2509430041472046,0.2509430041472046,0.6602504987874942,0.6602504987874942,0.6602504987874942,0.6602504987874942
sparse_overlap_binary,none,ward,1,4.0,0.9025204923564752,0.9025204923564752,0.8765458468157277,0.8765458468157277,0.962442747122749,0.962442747122749,0.9625,0.9625,0.0540611451836481,0.0540611451836481,3.612906850416002,3.612906850416002,17.169304102207438,17.169304102207438,0.2625,0.2625,0.0,0.0,0.1098375430293867,0.1098375430293867,0.2475,0.2475,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0232773652468231,-0.0232773652468231,0.9925,0.9925,0.0,0.0,0.3276737032856984,0.3276737032856984,9.158861310477508e-10,9.158861310477508e-10,9.158861310477508e-10,9.158861310477508e-10
sparse_overlap_binary,none,weighted,1,6.0,0.7907713360041502,0.7907713360041502,0.8099202413442246,0.8099202413442246,0.9649652815535568,0.9649652815535568,0.965,0.965,0.0178543764529779,0.0178543764529779,6.8348463371476695,6.8348463371476695,9.466427749280378,9.466427749280378,0.2475,0.2475,0.0,0.0,0.1130054450208322,0.1130054450208322,0.18,0.18,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0478326040708158,-0.0478326040708158,0.9925,0.9925,0.0,0.0,0.3021182050055794,0.3021182050055794,7.025738669936131e-09,7.025738669936131e-09,5.5899695218859415e-11,5.5899695218859415e-11
sparse_overlap_binary,normalized_branch_length,average,1,4.0,0.9147788543485026,0.9147788543485026,0.8882959279087826,0.8882959279087826,0.9675670496256452,0.9675670496256452,0.9675,0.9675,0.0552110807148618,0.0552110807148618,3.4904828167534037,3.4904828167534037,17.33007048665285,17.33007048665285,0.265,0.265,0.0,0.0,0.1098752184753537,0.1098752184753537,0.235,0.235,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0275148879346937,-0.0275148879346937,0.9925,0.9925,0.0,0.0,0.3274722932651321,0.3274722932651321,5.814514648850546e-14,5.814514648850546e-14,5.814514648850546e-14,5.814514648850546e-14
sparse_overlap_binary,normalized_branch_length,centroid,1,4.0,0.9086762288886976,0.9086762288886976,0.8817441684435953,0.8817441684435953,0.9649652815535568,0.9649652815535568,0.965,0.965,0.0516648319653425,0.0516648319653425,3.616320000220497,3.616320000220497,16.608173125775938,16.608173125775938,0.26,0.26,0.0,0.0,0.110507806016596,0.110507806016596,0.2325,0.2325,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0265991186067184,-0.0265991186067184,0.9925,0.9925,0.0,0.0,0.326625532448008,0.326625532448008,5.010684273918388e-16,5.010684273918388e-16,4.1781301623538505e-17,4.1781301623538505e-17
sparse_overlap_binary,normalized_branch_length,complete,1,6.0,0.7427089542094091,0.7427089542094091,0.7715416426856302,0.7715416426856302,0.9306797467416644,0.9306797467416644,0.93,0.93,0.0094854444053615,0.0094854444053615,6.9548250579312265,6.9548250579312265,8.654840641352326,8.654840641352326,0.2325,0.2325,0.0,0.0,0.1141507362309129,0.1141507362309129,0.0575,0.0575,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0485131022316293,-0.0485131022316293,0.9925,0.9925,0.0,0.0,0.2831541637090447,0.2831541637090447,0.0017938169004039,0.0017938169004039,2.191929626596656e-09,2.191929626596656e-09
sparse_overlap_binary,normalized_branch_length,median,1,8.0,0.7335740297535105,0.7335740297535105,0.7783946275594964,0.7783946275594964,0.94840414320933,0.94840414320933,0.9475,0.9475,-0.0088703946057493,-0.0088703946057493,5.345612580985623,5.345612580985623,6.355584002537087,6.355584002537087,0.2275,0.2275,0.0025,0.0025,0.1137770706632786,0.1137770706632786,0.0025,0.0025,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0231551962579211,-0.0231551962579211,0.9925,0.9925,0.0,0.0,0.2643484459905677,0.2643484459905677,0.7975369345419109,0.7975369345419109,7.542056497676596e-13,7.542056497676596e-13
sparse_overlap_binary,normalized_branch_length,neighbor_joining,1,2.0,0.3128581805899171,0.3128581805899171,0.5195042219415381,0.5195042219415381,0.3690943777353832,0.3690943777353832,0.495,0.495,0.0335541573754757,0.0335541573754757,4.474163604290985,4.474163604290985,14.622044362952217,14.622044362952217,0.7475,0.7475,0.0,0.0,0.1089051203389988,0.1089051203389988,0.2525,0.2525,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0204772165600333,-0.0204772165600333,0.9925,0.9925,0.0,0.0,0.2925046575834437,0.2925046575834437,2.3773076638806314e-12,2.3773076638806314e-12,2.3773076638806314e-12,2.3773076638806314e-12
sparse_overlap_binary,normalized_branch_length,single,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,,,,,,,1.0,1.0,0.0,0.0,0.1124053766485254,0.1124053766485254,0.0025,0.0025,-2.5063284794105115e-05,-2.5063284794105115e-05,0.0144667021765007,0.0144667021765007,0.1154551068788971,0.1154551068788971,-0.0341838960685981,-0.0341838960685981,0.9925,0.9925,0.0,0.0,0.2509430041472046,0.2509430041472046,0.6592444997864473,0.6592444997864473,0.6592444997864473,0.6592444997864473
sparse_overlap_binary,normalized_branch_length,ward,1,4.0,0.9025204923564752,0.9025204923564752,0.8765458468157277,0.8765458468157277,0.962442747122749,0.962442747122749,0.9625,0.9625,0.0540611451836481,0.0540611451836481,3.612906850416002,3.612906850416002,17.169304102207438,17.169304102207438,0.2625,0.2625,0.0,0.0,0.1098375430293867,0.1098375430293867,0.2475,0.2475,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0232773652468231,-0.0232773652468231,0.9925,0.9925,0.0,0.0,0.3276737032856984,0.3276737032856984,8.856910508156423e-10,8.856910508156423e-10,8.856910508156423e-10,8.856910508156423e-10
sparse_overlap_binary,normalized_branch_length,weighted,1,6.0,0.7907713360041502,0.7907713360041502,0.8099202413442246,0.8099202413442246,0.9649652815535568,0.9649652815535568,0.965,0.965,0.0178543764529779,0.0178543764529779,6.8348463371476695,6.8348463371476695,9.466427749280378,9.466427749280378,0.2475,0.2475,0.0,0.0,0.1130054450208322,0.1130054450208322,0.18,0.18,8.607592757571454e-06,8.607592757571454e-06,0.0145018073644612,0.0145018073644612,0.1105046118293922,0.1105046118293922,-0.0478326040708158,-0.0478326040708158,0.9925,0.9925,0.0,0.0,0.3021182050055794,0.3021182050055794,1.4521205148449896e-08,1.4521205148449896e-08,1.4306939656384099e-10,1.4306939656384099e-10
