gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,0.06463045564900731,0.05779991964166506,3
RARA,0.02633289166739041,-0.08214248438311138,6
SMC3,-0.058052940438416904,-0.049023775403758636,15
DEK,0.062301844825930416,0.0895817203101155,4
TET2,-0.0036131147770659938,-0.07961675202728159,11
PML,-0.036595349050864714,-0.012704084459206783,6
TP53,-0.0854130326385926,0.01776057563682237,10
SMC1A,-0.09021487283973723,0.03373192199960101,4
FLT3,-0.007423608005336423,0.0039009905241345097,1
RUNX1,0.00942283936473254,-0.022008467892850218,4
IDH1,0.11808091546148443,0.18084921221593567,3
SF3B1,-0.018126935853191285,-0.0513266788139889,5
WT1,0.08195024031789565,0.12966246584320826,3
NRAS,-0.005913287996428525,0.013407311391564605,14
KMT2A,0.0028239683607405672,0.04571374207392585,15
BCL2,-0.002811725211179757,0.06815886809968343,1
IDH2,0.002578644228151346,0.01290845517586321,15
EZH2,-0.08530581722696107,-0.014903056186810962,6
ZRSR2,0.025254868815182525,-0.051939312866183744,13
RAD21,-0.04178275676249759,0.023764845696784234,4
KRAS,-0.05805876311664879,0.13527803976562494,2
DNMT3A,0.039868319929710225,0.004880327218518679,4
ASXL1,0.011263596256701994,-0.04365495816877123,13
U2AF1,0.09932364289611814,0.06263429756386515,10
GATA2,-0.03855152774442089,0.01853158996759983,4
CEBPA,0.038712374787368914,0.05385295418069066,2
NUP214,0.016594691838934618,-0.009217427810578818,4
KIT,0.003129651187628799,0.00941669227452443,10
PTPN11,0.00454069437236619,-0.013054378920002213,4
STAG2,0.07539257431204992,0.09048507042816567,14
MECOM,-0.13908998729024416,0.05418184031039599,4
NPM1,-0.024646794927353093,0.020200310381278584,13
WAPL,0.016622798088906206,-0.04857483736396397,7
SMC1B,-0.01864777743325335,0.05560507543579586,4
CDCA5,0.0122061327688399,-0.045641084552397265,6
SGO1,-0.07994009705312467,-0.00671169527653236,13
REC8,0.03245538211553284,0.015104857124179772,3
MXD4,0.051375804597001334,-0.2089532569564981,4
STAG3,-0.05845411512407319,-0.04938492204772315,15
NIPBL,-0.05714046308502193,0.019677004201065624,4
SPI1,0.03790966208530617,-0.052464872499893185,14
GPR31,-0.05073622185842453,0.1341621135259367,2
STAG1,0.12456092586092049,0.09599859048474028,5
NXF2,0.010798047322437202,-0.03316606221870726,0
CARNMT1,-0.05348413905766369,-0.0028397920180905627,10
ELF4,0.11137886397665261,-0.07064488785123331,4
KRTAP10-3,0.06207966364714905,-0.10035866841954182,10
AIRE,-0.1056949124956927,-0.04641249388721514,13
ZNF513,-0.028546060357199143,-0.0005587656794763499,10
SLA,-0.006905048696693776,-0.005203270751503484,5
ZRSR1,-0.011970885147007799,-0.04857545503679388,4
SRRM1,0.011697606539558031,-0.03315297987285388,4
ANKRD11,-0.17452228458662677,0.026437746361776142,4
CIRSR,-0.07226209448110024,-0.04730105959918994,13
ZNF207,0.06684691646834043,-0.07653176276817883,13
U2AF1L4,0.043294134488651916,0.043276310297736695,6
USP37,-0.05849956201862541,0.027362790359930143,13
FMO3,0.059540658801686755,-0.006227166257038101,1
ADAR,0.0880132106119823,0.05493892276293686,4
SH2B3,0.009544291907307092,-0.016309330869586188,12
SSU72,-0.015877914007905912,0.038935606891004,15
SOCS1,-0.031283260650615624,0.008491353240068238,1
PAF1,0.04972432874140028,0.0024923135760236224,14
USP13,-0.063896575981252,0.10802756354830757,10
TEC,-0.034493295936106345,0.040674292348061004,1
RGPD2,0.09858701246817586,0.015346113260634932,6
WAPAL,0.010641006126006049,-0.043836096648910645,13
KAT6A,-0.11195919719143844,0.02167589211397878,13
HLF,-0.0683574751061949,0.02501317847522222,4
HRK,-0.0007486333254126947,-0.035994844256521295,4
BNIPL,0.0250963467491142,0.061210224630817746,10
GRB10,-0.018487774276951138,-0.02474232403143485,4
MED1,0.06736543895455332,-0.08273962757857475,6
NUP93,-0.02912974929287698,0.028109475153645265,4
PDS5B,0.07214789353930677,-0.05861429070919937,12
CBL,-0.03737320357202285,-0.025169207539344714,9
OVCA2,0.03031103772175082,0.0023649311350294163,4
PDS5A,0.036814054209562644,0.010212149501531306,5
RBM15,-0.1061745126974516,-0.05152714221524948,10
TFEC,-0.10019980119153425,0.04888203724390569,15
C19ORF43,0.09155542923356427,0.0685314036746214,3
ZFPM1,-0.10141635039952479,0.00925003187143111,13
RADIL,0.013285606168102832,-0.04966946950521447,4
HIST1H3A,0.02649110144587933,0.08089344978458028,4
ZRSR2P1,-0.002539246930162174,-0.052957689986214855,13
PIK3CG,0.02466624967054615,-0.06804285212049356,4
IRX4,0.07017842905504362,-0.06083421937978564,11
CITED1,-0.06034247907899144,0.08429185692208317,13
GPATCH11,-0.028991003489642238,0.0023609422192157514,13
PPP4R3A,0.03789907602357516,0.09621869343435112,3
SUV39H1,-0.03041319649535778,0.0008171416382925692,2
KITLG,0.1315078633878877,0.033306095426578364,13
PECAM1,-0.13203309241451752,-0.01737005662454607,10
HIST1H4A,0.06924884283020934,-0.019983226113182456,10
AVEN,0.016672268601565066,-0.02275632340995478,4
MAU2,-0.020754125725474994,0.006500932509593257,10
PAWR,-0.06574745704020857,-0.09489045517586266,13
MATK,0.03210256387950465,-0.01555407536973094,6
RGL2,0.03437579423862667,-0.06634665622242969,1
CDK1,0.003003714712591623,-0.08408347619981815,4
BCOR,0.0009031791549704267,0.021585889609175384,14
CELA1,0.04033199391219553,0.16305654224192198,3
CSN1S1,-0.03656371458486934,0.04676787149942422,8
CBX7,-0.019531655596262357,0.020252673243356105,4
ZBTB5,-0.009397249053056915,0.07199595826789747,13
PCGF5,0.004708512485710582,-0.015104333652644181,11
HAO2,-0.049467487088231975,-0.06635765336480566,4
KDM2B,-0.025805470420203418,0.07594763546636801,3
ZBTB7A,-0.11365856330006076,0.00866800895112395,13
PCGF1,-0.047595659724647334,0.04214460860726641,10
PCGF3,0.005206614618561752,3.074653936815182e-05,15
L3MBTL1,-0.04691473143780689,-0.11150498003203262,6
CARD8,0.06952084338804139,-0.08500249973521967,10
NACC1,-0.012583438969885551,-0.031051090606121056,15
PCGF2,0.13421661123275117,-0.06787810360306594,10
HSPA12A,0.08643764294930562,0.0954273588402648,3
MLLT1,0.006599294198482316,-0.01585614385335701,13
ERP44,0.1120067147084654,-0.09390948954882829,13
NFIC,0.012376543891239733,0.005565900194752432,3
SNAPC4,0.00016382750598823546,-0.12506871752660695,4
MLLT3,-0.23376806173582573,-0.061831651137722335,13
QPRT,0.04742933404043415,0.16106967475126716,13
KPNA4,0.034204408960593076,-0.05275933820363369,13
NFIA,0.11817991446244179,-0.08791723538686241,10
