gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,-0.0038456789730805627,-0.009923630452283444,3
RARA,-0.007679918224052351,0.005734143708525859,6
SMC3,0.00810561500767411,-0.010517647527659345,15
DEK,0.0017947508077667607,-0.0026700981847833246,4
TET2,-0.005358797099619056,0.008347178017719982,11
PML,-0.004729772891508524,0.003943386361647745,6
TP53,-0.007755259973689737,0.001815247127583938,10
SMC1A,0.004041741827541035,-0.004216460628449004,4
FLT3,0.004441552719507112,-0.012000847541233045,1
RUNX1,0.0022854669073341586,-0.005652240027677402,4
IDH1,-0.004407320158473675,-0.00872974066570994,3
SF3B1,0.005375496993038538,0.006483178020831651,5
WT1,-0.007617180484055044,-0.007521554741283768,3
NRAS,0.009026076017011426,0.0053808442908156034,14
KMT2A,0.011928170227263075,-0.006200781646939354,15
BCL2,-0.00019785078662352363,-0.013373739983685897,1
IDH2,-0.011716638052669285,-0.008143249739944233,15
EZH2,-0.003040164873529809,0.000894276992074987,6
ZRSR2,-0.0035730487897532356,0.007035245022954664,13
RAD21,0.003880893786802862,-0.0027722520386916694,4
KRAS,0.0007061841793051846,-0.01192586054429707,2
DNMT3A,0.007836901023778058,0.0019922797294450027,4
ASXL1,-0.003155616043171908,0.006447154264601513,13
U2AF1,-0.008843513697373392,0.0006214967817667746,10
GATA2,0.0057896057779204,-0.0009864575068103617,4
CEBPA,0.00041454335435661075,-0.011984922043097566,2
NUP214,0.0008027087165247965,-0.005887647239939744,4
KIT,-0.008671826465873762,0.002577534652156731,10
PTPN11,0.006086122131775668,-0.0020954538302300468,4
STAG2,0.007775124243897965,0.007329523132641882,14
MECOM,0.006390136346288625,0.003073272026637006,4
NPM1,0.00024811249781617374,0.008727245769400618,13
WAPL,-0.003242215420624443,-0.0007410608473696982,7
SMC1B,0.0021154633694604476,-0.0017880319334631863,4
CDCA5,-0.003300314726925839,0.0020111050247758316,6
SGO1,0.002069048098380946,0.008073194429945172,13
REC8,-0.008953221738156198,-0.006652808687022409,3
MXD4,0.0012005231442276932,-0.004955518351547878,4
STAG3,0.010848487149631027,-0.007988108349410028,15
NIPBL,0.0035610279105778094,-0.0021290889191129926,4
SPI1,0.006659823513651685,0.00855520757274958,14
GPR31,8.761460909556635e-05,-0.012005994108444738,2
STAG1,-0.003268104971477423,-0.004532292499436754,5
NXF2,0.014602698646414655,0.00314435986828569,0
CARNMT1,-0.00555192231216813,0.0001749102770653942,10
ELF4,0.005428428422836366,0.00018971579161555096,4
KRTAP10-3,-0.006548685320356836,0.002558970636396616,10
AIRE,-0.002264663367999763,0.008921185510543495,13
ZNF513,-0.008702400853317667,0.0016895385041903437,10
SLA,-0.0045915323408892246,-0.004264864625926681,5
ZRSR1,0.004074394508140798,0.0006284016293175046,4
SRRM1,0.00609745073252696,0.00269288565868278,4
ANKRD11,0.0034744649958547975,-0.0038426404292698562,4
CIRSR,6.899808560560171e-05,0.009336296676262033,13
ZNF207,-0.001206408100618393,0.008937091863356075,13
U2AF1L4,-0.006589460320963095,0.006623305645083971,6
USP37,-0.0015564306542735073,0.005044111789040336,13
FMO3,0.004899661276066327,-0.011726197648049755,1
ADAR,0.00783387811242822,0.0016447718270351586,4
SH2B3,-0.0002573943941660055,0.0025133903117897927,12
SSU72,0.009069322273899451,-0.009629341341818271,15
SOCS1,0.0037282928436697467,-0.012377981139420685,1
PAF1,-0.009949005622922077,-0.0032059763670361126,14
USP13,-0.0083062687475381,-0.0001316981167009982,10
TEC,0.009920188863728039,-0.007202072585651832,1
RGPD2,-0.007010458006739683,0.0065524869464586,6
WAPAL,0.001113198203505424,0.00906824672262361,13
KAT6A,0.002047730094964791,0.008331604716467352,13
HLF,0.006316870847803874,-7.6691613557288e-05,4
HRK,-0.0009370909924469173,-0.004546467239582023,4
BNIPL,-0.008986202908840439,0.0013498387084494186,10
GRB10,0.0018557558386088184,-0.005671164317953804,4
MED1,-0.007806978508908326,0.005402090616383305,6
NUP93,0.004811534048454271,-0.0035686782165037195,4
PDS5B,0.0016037998759115381,0.004240283188340457,12
CBL,-0.006583546822214385,-0.0014992228839883837,9
OVCA2,0.007251278755741752,-0.00021257353838286287,4
PDS5A,0.005317103123644851,0.007292688324513471,5
RBM15,-0.008224726996822017,0.0011026955554000939,10
TFEC,0.00748820971776545,-0.010909943220258178,15
C19ORF43,-0.0065205737924662055,-0.008797163601553316,3
ZFPM1,1.809640885259603e-05,0.004298620088845773,13
RADIL,0.004889395118656143,0.0018730314092847236,4
HIST1H3A,0.006339115642018684,0.000372385764599275,4
ZRSR2P1,-0.0036579809461485687,0.007783588856592672,13
PIK3CG,-0.000926157904296154,-0.005547005925192174,4
IRX4,-0.005090114337327929,0.008612297594256675,11
CITED1,-0.0019898915271302714,0.005338593488974065,13
GPATCH11,0.0020234089378293584,0.007487908883215151,13
PPP4R3A,-0.004752314813510677,-0.00948874811435873,3
SUV39H1,0.012563343733957297,6.324467935240965e-05,2
KITLG,-0.0015596943240609577,0.009270089441295948,13
PECAM1,-0.00765966617561621,0.0002990256782827545,10
HIST1H4A,-0.008326662690792543,0.0028492345439685702,10
AVEN,-0.0004035178638219605,-0.003982905026075638,4
MAU2,-0.008032347549124517,0.002458063548593239,10
PAWR,0.0015249520546887585,0.006031495058553825,13
MATK,-0.003915398201362348,0.00287775592096498,6
RGL2,0.012895075359374921,-0.002340889957648653,1
