axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
52,mode_52,top_positive,SUMOylation of RNA Binding Proteins,,SUMOylation of RNA Binding Proteins,31,0.20666666666666667,0.7350626941249581,0.09559522157568563,0.09559522157568563,positive,7
52,mode_52,top_positive,E2F Targets,,E2F Targets,65,0.43333333333333335,0.9871377743721863,0.08500654145854813,0.08500654145854813,positive,8
52,mode_52,top_positive,RHOBTB1 GTPase Cycle,,RHOBTB1 GTPase Cycle,9,0.06,0.32744491915447627,0.07720677519785153,0.07720677519785153,positive,12
52,mode_52,top_positive,G2-M Checkpoint,,G2-M Checkpoint,62,0.41333333333333333,0.9782176659354247,0.07673363982481728,0.07673363982481728,positive,13
52,mode_52,top_positive,Formation of WDR5-containing Histone-Modifying Complexes,,Formation of WDR5-containing Histone-Modifying Complexes,20,0.13333333333333333,0.5665095065529053,0.07452802003501707,0.07452802003501707,positive,14
52,mode_52,top_positive,Myc Targets V1,,Myc Targets V1,48,0.32,0.9043814577244939,0.07143921719054293,0.07143921719054293,positive,15
52,mode_52,top_positive,SUMOylation of DNA Damage Response and Repair Proteins,,SUMOylation of DNA Damage Response and Repair Proteins,65,0.43333333333333335,0.9871377743721863,0.0713234090052802,0.0713234090052802,positive,16
52,mode_52,top_positive,Nephron Development,,Nephron Development,5,0.03333333333333333,0.21084230031853213,0.0709632720919574,0.0709632720919574,positive,17
52,mode_52,top_positive,HATs Acetylate Histones,,HATs Acetylate Histones,19,0.12666666666666668,0.5482251174503202,0.07034107405607745,0.07034107405607745,positive,18
52,mode_52,top_positive,RHOBTB2 GTPase Cycle,,RHOBTB2 GTPase Cycle,15,0.1,0.4689955935892812,0.06998725800055182,0.06998725800055182,positive,20
52,mode_52,top_positive,Developmental Biology,,Developmental Biology,59,0.3933333333333333,0.9669170093596808,0.06845054514290924,0.06845054514290924,positive,22
52,mode_52,top_positive,Signaling by TGFB Family Members,,Signaling by TGFB Family Members,39,0.26,0.8267463724926178,0.0684076187628194,0.0684076187628194,positive,23
52,mode_52,top_positive,CHL1 Interactions,,CHL1 Interactions,5,0.03333333333333333,0.21084230031853213,0.06748134326573094,0.06748134326573094,positive,24
52,mode_52,top_positive,Constitutive Signaling by AKT1 E17K in Cancer,,Constitutive Signaling by AKT1 E17K in Cancer,14,0.09333333333333334,0.4474992550368635,0.0667293003982372,0.0667293003982372,positive,27
52,mode_52,top_positive,Insulin Processing,,Insulin Processing,4,0.02666666666666667,0.17738945318599736,0.06403148656667737,0.06403148656667737,positive,31
52,mode_52,top_positive,VxPx Cargo-Targeting to Cilium,,VxPx Cargo-Targeting to Cilium,4,0.02666666666666667,0.17738945318599736,0.06403148656667737,0.06403148656667737,positive,32
52,mode_52,top_positive,Repression of WNT Target Genes,,Repression of WNT Target Genes,30,0.2,0.7219280948873623,0.063583127039355,0.063583127039355,positive,33
52,mode_52,top_positive,Intra-Golgi and Retrograde Golgi-to-ER Traffic,,Intra-Golgi and Retrograde Golgi-to-ER Traffic,7,0.04666666666666667,0.2720647864044614,0.06182366280557044,0.06182366280557044,positive,36
52,mode_52,top_positive,Signaling by TGF-beta Receptor Complex,,Signaling by TGF-beta Receptor Complex,40,0.26666666666666666,0.8366407419411672,0.06024670348207076,0.06024670348207076,positive,39
52,mode_52,top_positive,Inflammatory Response,,Inflammatory Response,9,0.06,0.32744491915447627,0.05995409902731236,0.05995409902731236,positive,41
52,mode_52,top_negative,Transcriptional Regulation by TP53,,Transcriptional Regulation by TP53,69,0.46,0.9953784388202257,-0.19932855690144832,0.19932855690144832,negative,1
52,mode_52,top_negative,mRNA Splicing,,mRNA Splicing,30,0.2,0.7219280948873623,-0.12717945982244566,0.12717945982244566,negative,2
52,mode_52,top_negative,mRNA Splicing - Major Pathway,,mRNA Splicing - Major Pathway,30,0.2,0.7219280948873623,-0.12717945982244566,0.12717945982244566,negative,3
52,mode_52,top_negative,Mitotic Prophase,,Mitotic Prophase,18,0.12,0.5293608652873644,-0.10465120642383473,0.10465120642383473,negative,4
52,mode_52,top_negative,HCMV Early Events,,HCMV Early Events,16,0.10666666666666667,0.48977901368693755,-0.10013460391427263,0.10013460391427263,negative,5
