run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,0,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,1,6,0.3859425241011904
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,2,5,0.19022843045808052
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,3,13,0.08412410720002453
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,34,0.1214423404611671
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,5,6,0.07424372855758937
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,6,12,0.126585519620616
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,7,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,8,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,9,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,10,18,0.09172947972731352
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,11,3,0.16543746866318396
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,12,2,0.0075483049494856624
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,13,27,0.0893675716988258
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,14,10,0.11237190479810517
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,15,10,0.10439483068616574
