gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,-0.10578238162642692,-0.04857939316091145,32
RARA,-0.06640804392754739,0.14185868752759698,18
SMC3,0.06352614319314234,-0.06855243501863673,127
DEK,0.0142483145545465,-0.11748029876962686,72
TET2,-0.020941600603516918,-0.11350610762204225,90
PML,-0.10470604220361726,0.12140087980980328,7
TP53,-0.08968461743833415,0.020428282919740564,51
SMC1A,-0.08495139240153089,0.013321081590403301,47
FLT3,0.09787207044177726,0.0032059494918957594,115
RUNX1,-0.0662859479006724,0.14191126940440413,19
IDH1,0.0036216347634190752,-0.014925499466073657,103
SF3B1,-0.08765134845413042,0.007499088451799735,49
WT1,0.0776076120203052,-0.05087021340315994,144
NRAS,-0.03141192000825263,-0.09338749953802275,79
KMT2A,0.04208101447612312,-0.05121984504800225,121
BCL2,-0.08946790543703048,0.022008273586606873,50
IDH2,0.06960762876681575,-0.07808927147287317,130
EZH2,-0.02479854732294486,-0.11106865731045341,92
ZRSR2,-0.10663597365429076,-0.04851073228372666,30
RAD21,-0.10973716016922022,0.0035823759737237336,40
KRAS,-0.032958908660799244,-0.09272716576914887,78
DNMT3A,0.09009714847470804,-0.047277279314777196,140
ASXL1,0.09205008670557425,-0.04970974775022543,141
U2AF1,-0.09936937735692956,-0.06394670725937476,23
GATA2,0.07039823053981309,-0.07687147968054997,129
CEBPA,-0.03989385992313975,0.15153783990645062,8
NUP214,0.13021534263453696,0.17813040132900987,2
KIT,0.09627717492020937,0.001659766434059028,113
PTPN11,0.0939232839494471,0.004275043317948841,110
STAG2,-0.10782486765971637,0.0075848612880148525,45
MECOM,0.12411686184226946,0.18231730637325186,5
NPM1,-0.036421010969007094,-0.0962211449922307,81
WAPL,-0.10855345991413866,0.008292243277890163,46
SMC1B,-0.10113223129488609,-0.06415251581282531,24
CDCA5,-0.10799530566325254,0.003527581103664725,41
SGO1,0.06547599960764411,-0.0309883839895282,123
REC8,0.006955007826934375,0.07135943773696171,68
MXD4,0.08624190720934993,0.012678173086117711,107
STAG3,0.06318432710328539,-0.06868396836012353,127
NIPBL,-0.10678651714418357,0.009812942252513416,42
SPI1,-0.08491115994716793,0.13296190752897113,11
GPR31,-0.03260183599089007,-0.09195592691556134,78
STAG1,0.0871148417278409,0.013065444582830772,108
NXF2,0.12974981094162155,0.17845932776108364,3
CARNMT1,-0.10579683969158053,-0.04988785598024724,34
ELF4,0.009611109714768801,0.06914262589622178,70
KRTAP10-3,0.06845136600605034,-0.07768619592626459,131
AIRE,0.13174090765833985,0.177040832621549,1
ZNF513,-0.01335249011324298,-0.1099567770696996,87
SLA,0.041236974399039304,-0.05729726943170338,122
ZRSR1,-0.1081100854317856,-0.05542984399262373,27
SRRM1,-0.10650532491592911,-0.05571153376643692,28
ANKRD11,-0.0729196873545258,0.1389641969732209,20
CIRSR,-0.10745062424302367,-0.04954654761619006,35
ZNF207,0.06629696179637484,-0.0770725829218222,128
U2AF1L4,-0.10595241595600553,-0.04860924522525158,33
USP37,0.01839522663374579,0.07840984870844345,65
FMO3,0.08190784371367962,-0.04856992184457385,145
ADAR,-0.10284953950215187,-0.0018275931128843134,38
SH2B3,0.09746000229664803,0.0037399477294777065,116
SSU72,0.08381241086710664,0.010685813949253947,106
SOCS1,-0.10834537908880931,-0.004134816024664646,36
PAF1,-0.025077267722749375,-0.11305986625150759,93
USP13,0.04742159648084719,0.07435525445580633,56
TEC,0.08831447367137973,0.0022471963047367327,118
RGPD2,0.1314130052961548,0.1772771108906254,0
WAPAL,-0.10209817952462584,-0.001312059267186924,39
KAT6A,0.09846818008184123,-0.040660272584943084,125
HLF,0.0756477376047947,-0.05612161512903175,142
HRK,-0.09072438656469085,0.021178741605093306,52
BNIPL,-0.09080861045428759,0.020417444775132285,53
GRB10,0.08644412903508814,-0.06206965924572475,138
MED1,-0.06591114190130816,0.1420708156262916,17
NUP93,0.12987174601770718,0.17837331518716554,4
PDS5B,0.09908173678986103,-0.002696647504662819,117
CBL,0.08810764522087008,0.004153268279451805,119
OVCA2,0.09620771278711927,0.0014166951519249112,114
PDS5A,-0.10928933342307545,0.006829229316171111,44
RBM15,-0.09701532681127334,-0.05987718778570488,25
TFEC,-0.02910055957480913,-0.09092219144369078,77
C19ORF43,0.06235109328984463,-0.07069322320844164,126
ZFPM1,0.09488376997885263,0.008758449372431705,109
RADIL,0.07948071411560242,-0.048169294958948713,146
HIST1H3A,-0.03606104205373516,-0.11050605273293782,83
ZRSR2P1,-0.10534628802733162,-0.04857907245234068,31
PIK3CG,0.08686348493432665,-0.06344146544647633,139
IRX4,-0.06490081312876797,0.1424952878815705,13
CITED1,0.0021796545664232157,0.06724307853973614,66
GPATCH11,-0.10778468359408491,-0.046139096983466514,29
PPP4R3A,0.0006381145699923272,-0.016714637437097436,102
SUV39H1,-0.021577993506590815,-0.11408071792487152,91
KITLG,0.09453639701725648,0.005172677663164888,111
PECAM1,0.09072943819358516,-0.058407880261071604,135
HIST1H4A,0.06076731364991909,-0.03375970688296486,124
AVEN,-0.095431630267538,0.02149078383360837,54
MAU2,-0.09689989803957483,-0.002296603029242442,37
PAWR,0.08880045697157644,-0.062359423477980236,137
MATK,0.09692480944715491,0.0015862719565355122,112
RGL2,0.08061327781740593,-0.047950455128980454,147
CDK1,-0.0978896122945636,-0.06125175493189077,26
BCOR,0.07405905768455738,0.00803942027833708,105
CELA1,-0.0010176441990924895,-0.01203437183829254,101
CSN1S1,0.08401257759522386,-0.06672681916618667,134
CBX7,0.03548970135521741,0.07362836257005961,62
ZBTB5,0.04516644678342419,-0.04252894771773654,120
PCGF5,0.012367842571136876,-0.11831250974417286,73
HAO2,0.0725536064945039,-0.05233353559902388,143
KDM2B,0.0019812516018382167,0.06819875076747556,67
ZBTB7A,-0.08456971624630158,0.1331474244893099,10
PCGF1,0.036187693081758183,0.07574543133490426,63
PCGF3,0.013315573246767347,-0.1192088475127908,74
L3MBTL1,0.03284175638460415,0.07698214730639011,60
CARD8,0.0118698377631935,0.07059518551117423,69
NACC1,0.07391874201306277,-0.07571000989438224,132
PCGF2,0.03702900955831728,0.07420833557365351,64
HSPA12A,-0.031010225642642643,-0.09172264510381459,80
MLLT1,-0.012967414676467065,-0.11154944423709015,88
ERP44,-0.024949734433056335,-0.09087275345056099,82
NFIC,-0.0740292925442537,0.1384372317098043,21
SNAPC4,0.001988252095404701,-0.014235346066680017,104
MLLT3,-0.01192171732050472,-0.11036259149313644,86
QPRT,-0.07464354978884613,0.13814360434083006,22
KPNA4,0.13707362691742597,0.1730952487768665,6
NFIA,-0.06837205290220498,0.1410070391818088,14
CBX4,-0.021659166266870082,-0.11133117490637182,89
NFIX,-0.06861938886508984,0.14089783791417906,15
SHARPIN,-0.10588299621647027,0.006623548719361516,43
RING1,0.03780987743284552,0.07682730287563048,61
C6ORF141,0.006015994824007573,-0.0014288059753110914,97
YAF2,0.04904454084006615,0.07274714802461024,58
PPP4R1L,0.017686624273342673,0.005172016910735747,94
RNF2,0.047078206461392276,0.07329407252568221,57
BCL6,-0.0842277601030202,0.13333155828235885,12
NAA10,0.07000482938207166,-0.07290415766694186,133
DCAF7,-0.0416616724445963,-0.10259798365045494,76
RYBP,0.04946253504505304,0.07358463386129292,59
CBX8,0.012868788345983012,-0.11936295082814988,75
PIP,-0.09476794384167637,0.02272759622213105,55
NCAPH2,0.0061711538702686605,-0.0018101347267943419,99
B4GALT2,0.006132845817397144,5.847396026997342e-05,96
SP1,-0.08297416031286506,0.13400474255969838,9
CTBP1,-0.06717405724008971,0.14153036824347148,16
CDC16,0.010377763681410199,-0.0025138080754250783,95
CBX3,0.08876485268750033,-0.05980654862364882,136
BRAF,-0.08672436611253051,0.01163631042795097,48
CCDC96,0.006331952210926552,-0.0013061886438768917,98
CBX6,-0.013142605908613941,-0.10697463189799086,84
SKP1,0.009891253168240284,0.07248993514798095,71
S100P,0.006500893614161422,-0.0016706187198445074,100
USP7,-0.012594785200941603,-0.10725261351024536,85
