gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,-0.1343978749590405,0.1227333116574463,32
RARA,0.2539928868161923,0.21776956691588994,18
SMC3,0.0188303418913418,0.12304987461598259,127
DEK,-0.2731422777427564,-0.1531951452066725,72
TET2,-0.12214758850202809,-0.14465383882991723,90
PML,0.0802546652519427,0.2124653475194541,7
TP53,-0.23095824714493896,0.11026470065464361,51
SMC1A,-0.07141886250657076,0.03539624623639285,47
FLT3,0.026749526210491707,-0.03972108630574525,115
RUNX1,0.25619182933148815,0.2390660306932715,19
IDH1,0.1163197854864259,-0.05637461836266531,103
SF3B1,-0.17217545063565431,0.2305739758704608,49
WT1,-0.06284527609551163,-0.03738013145708824,144
NRAS,-0.007859423430551972,-0.04176107265574738,79
KMT2A,0.10579903711373845,0.05660812474321224,121
BCL2,-0.16358154856246696,0.2556697124004653,50
IDH2,0.06436331914388911,0.05046351347050346,130
EZH2,-0.06928628177937075,-0.16120084814032107,92
ZRSR2,-0.10331138286579811,0.16754193691543637,30
RAD21,-0.12107051561557111,0.16586844091417616,40
KRAS,-0.023935432616926447,-0.008691381087460473,78
DNMT3A,-0.01245011988604857,-0.030916276932913125,140
ASXL1,-0.05499709985494139,-0.0176110371510338,141
U2AF1,-0.2086743075708323,0.25833708727286947,23
GATA2,0.038260307719487886,0.014588297536380626,129
CEBPA,0.04527778728068826,0.2899448559970805,8
NUP214,0.29324852294313986,-0.3690661929917028,2
KIT,0.0338083067305978,-0.052548073624642457,113
PTPN11,0.003243552898398302,-0.058373215753120614,110
STAG2,-0.02860897421089329,0.11943572334369801,45
MECOM,0.22519529840252156,-0.2640980631349589,5
NPM1,-0.06692511657864585,-0.05063981367636155,81
WAPL,-0.07594264098869528,0.1195864441438607,46
SMC1B,-0.0646052642888792,0.1438097575862296,24
CDCA5,-0.03497538938650335,0.1422921412840235,41
SGO1,-0.011791803095641356,-0.045745116683753397,123
REC8,-0.09607574880453452,-0.008168578766845716,68
MXD4,0.036393822897877064,-0.18150006523209591,107
STAG3,0.01879347112334771,0.12287682258420835,127
NIPBL,-0.09245862926021947,0.12869219807221574,42
SPI1,0.16131063446602684,0.2541103230572124,11
GPR31,-0.016188443349520697,-0.002963131109811074,78
STAG1,0.10279225418621192,-0.10282355308672113,108
NXF2,0.29192327841289734,-0.40493179984593486,3
CARNMT1,-0.11257559108125434,0.13617898627558686,34
ELF4,-0.003661050266708059,0.13811248015024855,70
KRTAP10-3,0.03226000681139499,0.03805062652989153,131
AIRE,0.30375500603009903,-0.2872371411894557,1
ZNF513,-0.20640150029081503,-0.1620649319950038,87
SLA,0.1030539972099091,0.030281131747477208,122
ZRSR1,-0.1016961215701187,0.1142504769337792,27
SRRM1,-0.11247471641387823,0.06737965783716882,28
ANKRD11,0.307166895934966,0.06912562764901532,20
CIRSR,-0.10587823632073394,0.15974046416021154,35
ZNF207,0.04957538530942575,0.06024100578394129,128
U2AF1L4,-0.17679787457613028,0.12712408114944726,33
USP37,-0.11501684058648995,0.18332940106499762,65
FMO3,0.0024259428550930584,-0.025470748685262504,145
ADAR,-0.025916604018131638,0.17702623967933856,38
SH2B3,0.033825193229963656,-0.043115828886743056,116
SSU72,0.09424449546151585,-0.0964015625763738,106
SOCS1,-0.019076993152358324,0.07341777910052523,36
PAF1,-0.11740523196413089,-0.14770499819109345,93
USP13,-0.1402270504738291,-0.0019140737636874744,56
TEC,-0.014590489999659166,0.03183503290647584,118
