gene,full_space_axis_1,full_space_axis_2,cluster_id
SRSF2,-1.1390372860544478,-3.802050341244021,32
RARA,-2.2410295901692923,6.637709496818074,18
SMC3,-3.338218135108272,-0.7163928496947264,127
DEK,-2.6184456937472467,1.2949702626437225,72
TET2,-1.3712938103463603,-0.9413091114857403,90
PML,-0.8387025424610516,12.654234172424848,7
TP53,-1.1779924668444142,1.5852101001851353,51
SMC1A,-3.170533917755741,0.4417064157117865,47
FLT3,13.122717629376188,0.22146310421650783,115
RUNX1,-2.6873072260411615,8.126925434578455,19
IDH1,-1.4562129078729387,-2.613239095437339,103
SF3B1,-1.8539874448317826,-3.0137062587666597,49
WT1,-1.003223506375844,-3.446990295710221,144
NRAS,10.468474640859467,-1.0379036454822173,79
KMT2A,-3.3297676158385325,5.901377737346931,121
BCL2,-0.13620137490606635,0.515730708481809,50
IDH2,-1.0276788275769002,-3.6045298242877633,130
EZH2,-2.4744510777984425,0.1435843450525731,92
ZRSR2,-1.1002068484888843,-4.0765371474173895,30
RAD21,-2.869856103643002,-2.4302866778744336,40
KRAS,11.088536903024181,0.04384632535260368,78
DNMT3A,-2.779743757377914,4.469713927038964,140
ASXL1,-1.6151408782343628,0.6825378673532335,141
U2AF1,-1.072954732669222,-3.1513178548777145,23
GATA2,-1.0915388548616536,-2.7571588892158716,129
CEBPA,-3.5502499330683785,9.414016514801343,8
NUP214,-1.9291000502356617,-2.3716223269556798,2
KIT,14.630845679611308,0.800149721257534,113
PTPN11,13.896712528843022,0.6883354233664797,110
STAG2,-2.3182761828072884,-3.0613388361241833,45
MECOM,-3.1997122773018156,2.361921143276879,5
NPM1,-1.0272553736198766,-2.580082136786815,81
WAPL,-2.5794147110623493,-2.831062224973776,46
SMC1B,-3.162318335435972,-1.5072686055472173,24
CDCA5,-2.2311359867996665,-3.304778000945375,41
SGO1,-0.3939481500963514,-0.623532909106425,123
REC8,-2.0896316009122726,-0.15023590794970193,68
MXD4,-1.7719059789173335,-2.977649951584153,107
STAG3,-3.3392092630531103,-0.7167473717030451,127
NIPBL,-3.1677570612247425,-2.240539192058152,42
SPI1,-2.4959893833569256,8.75638746292466,11
GPR31,11.149312364815584,-0.14096380412259782,78
STAG1,-1.600737269181312,-3.56353789389336,108
NXF2,-1.8957809445734835,-2.3750238134406105,3
CARNMT1,-1.2046024938348405,-4.002438796978369,34
ELF4,-2.1632075706751595,6.124528519543286,70
KRTAP10-3,-0.967076144420232,-3.7125797095973825,131
AIRE,-2.1857340257800746,-2.482920197216771,1
ZNF513,-1.9761888782768067,-1.0639257750590614,87
SLA,10.230034548031949,1.3184675429571437,122
ZRSR1,-0.8673349315456066,-3.86550015791026,27
SRRM1,-1.118236361645354,-3.941980555020605,28
ANKRD11,-2.8722566006564287,0.31520985859887785,20
CIRSR,-1.1164368235378683,-4.011484522489951,35
ZNF207,-3.3860244384297715,7.830650207652465,128
U2AF1L4,-1.2790910117260093,-3.8084605750453515,33
USP37,-3.3183410257571784,3.590541025209757,65
FMO3,6.457951963576873,-2.664841443815835,145
ADAR,-2.079023561441608,-2.7273722909409006,38
SH2B3,12.596832871457272,-0.07099348941365652,116
SSU72,-1.7951501030133443,-3.178738444903279,106
SOCS1,13.819557404807984,2.8038444548143673,36
PAF1,-1.8851202736672998,0.2900312385461923,93
USP13,-1.5210129871867695,0.4101055638907979,56
TEC,14.050445521148808,2.9595004855132014,118
RGPD2,-1.3949491831437004,-3.3485092557852023,0
WAPAL,-2.4749148341945255,-2.623052736991212,39
KAT6A,-2.405205855534258,2.185355181259148,125
HLF,-0.9345354223907002,0.9215567164732886,142
HRK,0.08486433253387661,-0.6454277327327865,52
BNIPL,-0.3449325556155197,0.5339837127565088,53
GRB10,12.682147062498162,1.6266089971886757,138
MED1,-3.015855892542534,4.819180916637506,17
NUP93,-1.8475968280825426,-3.1313288717212346,4
PDS5B,-1.8449830966011385,-3.61341657177756,117
CBL,15.436285349447951,4.643851902421123,119
OVCA2,12.842631873447305,0.7433950299659339,114
PDS5A,-2.226720741793877,-3.441529686483382,44
RBM15,-2.330305173128026,-3.195365110693253,25
TFEC,-0.634670299063609,-3.1575097474152636,77
C19ORF43,-1.6191632779669958,-1.5830903038569877,126
ZFPM1,-1.1913417458461086,-2.0727964256961817,109
RADIL,9.595622386209957,-1.7543751303946096,146
HIST1H3A,-2.9993415748128425,-0.44479194666281313,83
ZRSR2P1,-1.2370502452786645,-3.9796073368761364,31
PIK3CG,12.411240095886424,-0.7509599709872501,139
IRX4,-2.416424553397328,1.4952494348207332,13
CITED1,-1.3674504270423908,1.8322759152476067,66
GPATCH11,-1.0023110817910343,-3.9622125232755403,29
PPP4R3A,-0.8119575189191521,-3.336686535569786,102
SUV39H1,-2.263778763156751,-0.07206470789285081,91
KITLG,6.8764919445009784,-1.762662329728446,111
PECAM1,4.931512336750889,-2.517200249251973,135
HIST1H4A,-3.2767850346005254,-1.7244705657279822,124
AVEN,0.1460833076065832,-0.6254317077770031,54
MAU2,-2.072346258902587,-3.7623945855936602,37
PAWR,0.20527724062974692,-3.264579851554439,137
MATK,13.069197237372414,-0.29816069753113955,112
RGL2,6.92901236956643,-2.467506133819711,147
CDK1,2.348548877784893,8.91779092942861,26
BCOR,-2.921759678088891,2.8682305189458734,105
CELA1,-0.9970778932936137,-3.63986931299509,101
CSN1S1,-0.9855227012892426,-3.8025162359076554,134
CBX7,-2.4394665214088858,1.2963649084856266,62
ZBTB5,-2.0627352029041117,-0.28209030273014196,120
PCGF5,-2.471462903025871,0.7000574827303762,73
HAO2,-1.0091007307109743,-3.741515902948282,143
KDM2B,-3.037321460932019,4.332666140048989,67
ZBTB7A,-2.5453518233611296,9.136717481164073,10
PCGF1,-2.224139011008326,1.7119226215550456,63
PCGF3,-2.1215031394876878,-0.22992157858913106,74
L3MBTL1,-2.640110119678866,-0.12134074939967135,60
CARD8,-1.8272537452628972,-1.3192321028983973,69
NACC1,-1.5492291274190408,-2.053236875054176,132
PCGF2,-0.9951969823779748,2.73425419472106,64
HSPA12A,-0.7490580416565277,-3.215308140735592,80
MLLT1,-1.887749984965469,-1.283511086369844,88
ERP44,-0.9061568854700099,-3.422672398917244,82
NFIC,-2.434317898173451,2.534408799551761,21
SNAPC4,-1.188376887359314,-3.354818136764856,104
MLLT3,-1.3136368660599045,-2.926515293648833,86
QPRT,-2.02840142015347,-0.8289702100702093,22
KPNA4,-2.319094558569969,-0.8231253723705632,6
NFIA,-2.9501204905362077,4.95455741468478,14
CBX4,-2.560371785847128,3.3103454458888173,89
NFIX,-3.149451153862169,6.152230703143476,15
SHARPIN,-0.20114703388881167,-1.7873109376510212,43
RING1,-1.6975906648402574,3.045308211900527,61
C6ORF141,-1.2095684052261702,-3.6859500879281204,97
YAF2,-1.823563773739034,4.438185327058053,58
PPP4R1L,-1.9857043486637211,-1.0986921382701786,94
RNF2,-3.350982331526895,8.07150783610793,57
BCL6,-1.8220538585537436,3.2366352148948883,12
NAA10,-0.8520985074134567,-3.7401617252198722,133
DCAF7,-1.7896785954063479,1.1453409863895474,76
RYBP,-1.4133319935577568,6.1698302414857045,59
CBX8,-1.8264573681258682,-1.336098148413037,75
PIP,-1.07628704122926,-0.33667725561924866,55
NCAPH2,-1.2365681672319155,-3.7013329470071565,99
B4GALT2,-1.524455129249,-1.8003230613786163,96
SP1,-2.7825142304768957,13.051521999145214,9
CTBP1,-3.1942756812267485,6.5634229228953345,16
CDC16,-1.7205201004249484,-2.1419117154102496,95
CBX3,-3.6991313011552927,4.175265702902956,136
BRAF,9.598635729853717,3.9075269964115744,48
CCDC96,-1.174970792712959,-3.70967388203959,98
CBX6,-1.5419222814598739,-2.3938236459516085,84
SKP1,-1.5827868763312858,2.8609008160186766,71
S100P,-1.2353390943842242,-3.639330026876087,100
USP7,-2.020652913865645,-0.9810488498495604,85
