gene_cosine_min,gene_cosine_p01,gene_cosine_p05,gene_cosine_p25,gene_cosine_p50,gene_cosine_p75,gene_cosine_p95,gene_cosine_p99,gene_cosine_max,gene_jaccard_similarity_min,gene_jaccard_similarity_p01,gene_jaccard_similarity_p05,gene_jaccard_similarity_p25,gene_jaccard_similarity_p50,gene_jaccard_similarity_p75,gene_jaccard_similarity_p95,gene_jaccard_similarity_p99,gene_jaccard_similarity_max
0.0,0.0,0.0,0.03877425607487184,0.10418469979213942,0.22189061560739176,0.4775119559797698,0.6703533440656556,0.9970014925003421,0.0,0.0,0.0,0.01475470506917459,0.046875,0.11250000000000004,0.29874608150470205,0.5015291449068946,0.9940119760479041
