axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
2,mode_02,top_positive,Signaling by FGFR4,,Signaling by FGFR4,25,0.16666666666666666,0.6500224216483541,0.07475398063262743,0.07475398063262743,positive,1
2,mode_02,top_positive,Signaling by FGFR3,,Signaling by FGFR3,27,0.18,0.6800770457282798,0.07434352387127789,0.07434352387127789,positive,2
2,mode_02,top_positive,Signaling by FGFR1,,Signaling by FGFR1,26,0.17333333333333334,0.6652735227649414,0.07423006066452537,0.07423006066452537,positive,3
2,mode_02,top_positive,PI3K AKT Signaling in Cancer,,PI3K AKT Signaling in Cancer,25,0.16666666666666666,0.6500224216483541,0.07413534567272244,0.07413534567272244,positive,4
2,mode_02,top_positive,MAPK1 MAPK3 Signaling,,MAPK1 MAPK3 Signaling,25,0.16666666666666666,0.6500224216483541,0.07382316701460137,0.07382316701460137,positive,5
2,mode_02,top_positive,RAF MAP Kinase Cascade,,RAF MAP Kinase Cascade,25,0.16666666666666666,0.6500224216483541,0.07382316701460137,0.07382316701460137,positive,6
2,mode_02,top_positive,FLT3 Signaling,,FLT3 Signaling,24,0.16,0.6343095546405662,0.0735503034123422,0.0735503034123422,positive,7
2,mode_02,top_positive,Signaling by ERBB2,,Signaling by ERBB2,22,0.14666666666666667,0.6014353864290773,0.0733628274123106,0.0733628274123106,positive,12
2,mode_02,top_positive,Signaling by NTRK2 (TRKB),,Signaling by NTRK2 (TRKB),22,0.14666666666666667,0.6014353864290773,0.0733628274123106,0.0733628274123106,positive,9
2,mode_02,top_positive,"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",,"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",22,0.14666666666666667,0.6014353864290773,0.0733628274123106,0.0733628274123106,positive,11
2,mode_02,top_positive,Signaling by KIT in Disease,,Signaling by KIT in Disease,22,0.14666666666666667,0.6014353864290773,0.0733628274123106,0.0733628274123106,positive,8
2,mode_02,top_positive,Signaling by SCF-KIT,,Signaling by SCF-KIT,22,0.14666666666666667,0.6014353864290773,0.0733628274123106,0.0733628274123106,positive,10
2,mode_02,top_positive,Signaling by CSF1 (M-CSF) in Myeloid Cells,,Signaling by CSF1 (M-CSF) in Myeloid Cells,23,0.15333333333333332,0.6181194891000384,0.07335953157510097,0.07335953157510097,positive,13
