axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
2,mode_02,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1,0.006666666666666667,0.05777796017013378,-0.0015837357334843702,0.0015837357334843702,negative,1295
2,mode_02,Aryl Hydrocarbon Receptor Signalling,,Aryl Hydrocarbon Receptor Signalling,3,0.02,0.14144054254182067,0.004524192290299147,0.004524192290299147,positive,907
2,mode_02,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,15,0.1,0.4689955935892812,0.05083994888937988,0.05083994888937988,positive,147
2,mode_02,Miro GTPase Cycle,,Miro GTPase Cycle,2,0.013333333333333334,0.10215803640865039,0.00018711127090583087,0.00018711127090583087,positive,1607
2,mode_02,ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627,0.0031370265828915903,0.0031370265828915903,positive,1070
2,mode_02,Signal Amplification,,Signal Amplification,2,0.013333333333333334,0.10215803640865039,0.004115434265727953,0.004115434265727953,positive,933
2,mode_02,IRAK4 Deficiency (TLR2 4),,IRAK4 Deficiency (TLR2 4),4,0.02666666666666667,0.17738945318599736,0.0027299516753069254,0.0027299516753069254,positive,1112
2,mode_02,Activation of Gene Expression by SREBF (SREBP),,Activation of Gene Expression by SREBF (SREBP),14,0.09333333333333334,0.4474992550368635,-0.001349704254402778,0.001349704254402778,negative,1327
2,mode_02,MITF-M-dependent Gene Expression,,MITF-M-dependent Gene Expression,19,0.12666666666666668,0.5482251174503202,-0.0013138325867244694,0.0013138325867244694,negative,1334
2,mode_02,Mitotic Metaphase and Anaphase,,Mitotic Metaphase and Anaphase,47,0.31333333333333335,0.8969838216377446,-0.042100109418791665,0.042100109418791665,negative,212
2,mode_02,Elastic Fibre Formation,,Elastic Fibre Formation,3,0.02,0.14144054254182067,0.0046487638216255464,0.0046487638216255464,positive,891
2,mode_02,CTNNB1 S45 Mutants Aren'T Phosphorylated,,CTNNB1 S45 Mutants Aren'T Phosphorylated,12,0.08,0.4021791902022728,-0.0035146791334162244,0.0035146791334162244,negative,1023
2,mode_02,RHO GTPase Effectors,,RHO GTPase Effectors,30,0.2,0.7219280948873623,0.02205990712675778,0.02205990712675778,positive,393
2,mode_02,Processing of SMDT1,,Processing of SMDT1,1,0.006666666666666667,0.05777796017013378,-0.0003935960204185925,0.0003935960204185925,negative,1547
2,mode_02,Interleukin-1 Signaling,,Interleukin-1 Signaling,19,0.12666666666666668,0.5482251174503202,0.003709863703825223,0.003709863703825223,positive,980
2,mode_02,IGF1R Signaling Cascade,,IGF1R Signaling Cascade,21,0.14,0.584238811642856,0.07270421374862826,0.07270421374862826,positive,16
2,mode_02,Signaling by ALK in Cancer,,Signaling by ALK in Cancer,43,0.2866666666666667,0.8643763438484613,0.0422945017137422,0.0422945017137422,positive,208
2,mode_02,Nonhomologous End-Joining (NHEJ),,Nonhomologous End-Joining (NHEJ),11,0.07333333333333333,0.37824164440536223,-0.003404929456875283,0.003404929456875283,negative,1049
2,mode_02,Cellular Responses to Stress,,Cellular Responses to Stress,81,0.54,0.9953784388202257,-0.029626276518145797,0.029626276518145797,negative,305
2,mode_02,RUNX2 Regulates Chondrocyte Maturation,,RUNX2 Regulates Chondrocyte Maturation,2,0.013333333333333334,0.10215803640865039,-0.00024936289993948035,0.00024936289993948035,negative,1589
2,mode_02,Apoptosis Induced DNA Fragmentation,,Apoptosis Induced DNA Fragmentation,4,0.02666666666666667,0.17738945318599736,-0.0028019610777224573,0.0028019610777224573,negative,1105
2,mode_02,Somitogenesis,,Somitogenesis,1,0.006666666666666667,0.05777796017013378,0.0002488791499786747,0.0002488791499786747,positive,1592
2,mode_02,Signaling by PTK6,,Signaling by PTK6,26,0.17333333333333334,0.6652735227649414,0.06873010726551039,0.06873010726551039,positive,53
2,mode_02,Intracellular Signaling by Second Messengers,,Intracellular Signaling by Second Messengers,70,0.4666666666666667,0.9967916319816366,0.044957455781946126,0.044957455781946126,positive,183
2,mode_02,RHO GTPases Activate ROCKs,,RHO GTPases Activate ROCKs,4,0.02666666666666667,0.17738945318599736,0.005521388989242901,0.005521388989242901,positive,837
2,mode_02,Mucopolysaccharidoses,,Mucopolysaccharidoses,1,0.006666666666666667,0.05777796017013378,-1.6014207534498243e-05,1.6014207534498243e-05,negative,1653
2,mode_02,Toll-like Receptor Cascades,,Toll-like Receptor Cascades,23,0.15333333333333332,0.6181194891000384,0.022460611288717194,0.022460611288717194,positive,385
2,mode_02,Triglyceride Metabolism,,Triglyceride Metabolism,1,0.006666666666666667,0.05777796017013378,0.0035580244388449863,0.0035580244388449863,positive,1015
2,mode_02,Metabolism of Steroids,,Metabolism of Steroids,10,0.06666666666666667,0.35335933502142136,0.0009787644114299958,0.0009787644114299958,positive,1398
2,mode_02,Maturation of TCA Enzymes and Regulation of TCA Cycle,,Maturation of TCA Enzymes and Regulation of TCA Cycle,3,0.02,0.14144054254182067,0.0021708150079380395,0.0021708150079380395,positive,1182
