gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,0.03593887914814069,-0.044862080724497516,1
RARA,0.028416058105247655,0.013342601592912786,3
SMC3,0.09658599956919159,-0.05804652299261967,75
DEK,-0.07113658050287008,0.08681708219124826,50
TET2,0.00608147681623199,-0.058751258545587375,77
PML,-0.024812570164859975,0.06472314936796283,38
TP53,-0.043779999754429644,-0.023052823883069815,113
SMC1A,-0.05331221510961715,0.013113518542027256,64
FLT3,-0.018605231475868074,0.005419782947874611,108
RUNX1,0.028432557348545967,-0.03792309986665977,66
IDH1,0.059993617121230594,-0.2511139725964076,55
SF3B1,-0.006118269541779106,0.06963794577712745,111
WT1,-0.15546968868463928,-0.06463812938480927,105
NRAS,0.008114125942851111,0.06784586313667,137
KMT2A,-0.026642009320370284,0.024206198022618433,25
BCL2,-0.01243670532999227,0.09987829402465964,129
IDH2,-0.30676349815332227,0.08124987912652974,59
EZH2,0.06797387030623947,-0.067680411355259,76
ZRSR2,0.0340722497196667,0.028120871006285904,63
RAD21,0.015455609749138646,0.004532057836375218,131
KRAS,0.039961517510372094,0.028591400453942987,120
DNMT3A,0.007425550347643784,-0.03977981250800232,36
ASXL1,0.13097253563254824,-0.017622006359556623,78
U2AF1,-0.01734721433594095,-0.08986013231444857,11
GATA2,-0.034996797918208776,0.0010766451388343602,142
CEBPA,-0.010450901868454422,-0.040683283067105065,47
NUP214,0.06052808640384316,-0.03123171774274191,12
KIT,0.029789563091356115,-0.026393649864514823,91
PTPN11,-0.0047367562744140956,-0.025856179757420064,79
STAG2,0.0008798309036759788,0.051234215283541336,72
MECOM,-0.038708441344615444,0.07206606961556203,21
NPM1,-0.04031657389964161,0.026853981927020328,100
WAPL,-0.05902480671066394,-0.01712830760025215,39
SMC1B,0.014111090120523568,0.02144482586535056,132
CDCA5,0.0001457830835640726,0.029781902619185806,57
SGO1,0.008275640869350087,-0.04995942743240087,60
REC8,0.006852193638661108,-0.09870942987207589,97
MXD4,0.08787444701036348,0.00048606201473315415,119
STAG3,0.09675327722863211,-0.05817279695733379,75
NIPBL,0.011615408805363572,0.03648154130622717,27
SPI1,-0.003999794634313914,-0.07248346996749917,133
GPR31,0.03723257022024627,0.033825480334100586,120
STAG1,0.037990616478889065,-0.0032258781426991808,143
NXF2,0.033041788877337996,0.0037206211215888014,13
CARNMT1,0.010855749651675092,0.041095125259642214,102
ELF4,0.07875696010221439,-0.06343781960264694,32
