case_id,test_case,case_category,source_family,feature_representation,true_clusters,samples,features,tree_inference,run_id,status,skip_reason,found_clusters,labels_length,ari,nmi,macro_f1,largest_cluster_fraction,cluster_count_abs_error,under_split,tree_build_sec,edge_gate_sec,sibling_gate_sec,traversal_sec,root_node,root_decision,edge_stop_reason,left_edge_p_value,right_edge_p_value,left_edge_p_value_bh,right_edge_p_value_bh,min_root_edge_p_value_bh,edge_gate_open,left_edge_open,right_edge_open,sibling_p_value_corrected,sibling_sparse_p_value,sibling_dense_p_value,sibling_fixed_coordinate_bh_p_value,sibling_fixed_global_p_value,sibling_gate_open,sibling_skipped,passthrough_reason,passthrough_candidate,passthrough_supported,left_branch_length,right_branch_length,audit_stats_file
dim_consolidated_4c_24f_continuous,23,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,24,centroid,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_centroid__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0007912919973023236,0.05595829198136926,0.02028587501263246,0.0004313749959692359,N318,boundary,edge_closed,0.08070879707185981,0.0807087966104452,0.08070879707185981,0.08070879707185981,0.08070879707185981,False,False,False,,0.22654601666061064,0.5317557171219374,0.22654601666061064,0.5317557171219374,False,True,split_prerequisites_closed,False,True,0.0621226223235126,0.0621226223235126,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0023_dim_consolidated_4c_24f_continuous/centroid/audit/case_23_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_24f_continuous,23,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,24,median,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_median__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.052493666007649153,0.05555000001913868,0.01968674999079667,0.0004344589833635837,N318,boundary,edge_closed,0.08070879707185981,0.0807087966104452,0.08070879707185981,0.08070879707185981,0.08070879707185981,False,False,False,,0.22654601666061064,0.5317557171219374,0.22654601666061064,0.5317557171219374,False,True,split_prerequisites_closed,False,True,0.0621226223235126,0.0621226223235126,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0023_dim_consolidated_4c_24f_continuous/median/audit/case_23_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_24f_continuous,23,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,24,ward,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_ward__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0007743749883957207,0.055039458005921915,0.01999162501306273,0.00048762501683086157,N318,boundary,edge_closed,0.8375045119930354,0.8375045126629709,0.8375045126629709,0.8375045126629709,0.8375045126629709,False,False,False,,0.6566565049503695,0.45431792577594016,0.6566565049503695,0.45431792577594016,False,True,split_prerequisites_closed,False,True,0.17704948253508807,0.17704948253508807,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0023_dim_consolidated_4c_24f_continuous/ward/audit/case_23_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_24f_continuous,23,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,24,neighbor_joining,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_builder_neighbor_joining__r0,skip,MAD rooting requires positive distances between leaf pairs.,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,average,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_average__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0007519579958170652,0.1872754580108449,0.06693087497842498,0.0004512910090852529,N318,boundary,edge_closed,0.5156611651102827,0.5156611631985138,0.5156611651102827,0.5156611651102827,0.5156611651102827,False,False,False,,0.3277623531822604,0.8120078060610278,0.3277623531822604,0.8120078060610278,False,True,split_prerequisites_closed,False,True,0.2715303518714276,0.2715303518714276,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/average/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,complete,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_complete__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0010037500178441405,0.20015583297936246,0.07091300000320189,0.0004440000047907233,N318,boundary,edge_closed,0.5156611651102827,0.5156611631985138,0.5156611651102827,0.5156611651102827,0.5156611651102827,False,False,False,,0.3277623531822604,0.8120078060610278,0.3277623531822604,0.8120078060610278,False,True,split_prerequisites_closed,False,True,0.2715303518714276,0.2715303518714276,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/complete/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,weighted,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_weighted__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0007962080126162618,0.19662583302124403,0.0698699589993339,0.000439415976870805,N318,boundary,edge_closed,0.5156611651102827,0.5156611631985138,0.5156611651102827,0.5156611651102827,0.5156611651102827,False,False,False,,0.3277623531822604,0.8120078060610278,0.3277623531822604,0.8120078060610278,False,True,split_prerequisites_closed,False,True,0.2715303518714276,0.2715303518714276,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/weighted/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,single,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_single__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0006899159925524145,0.19395775001612492,0.06800995900994167,0.0008139999990817159,N318,boundary,edge_closed,0.5156611651102827,0.5156611631985138,0.5156611651102827,0.5156611651102827,0.5156611651102827,False,False,False,,0.3277623531822604,0.8120078060610278,0.3277623531822604,0.8120078060610278,False,True,split_prerequisites_closed,False,True,0.2715303518714276,0.2715303518714276,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/single/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,centroid,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_centroid__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0007386670040432364,0.19216320902341977,0.0710306670225691,0.0004440420016180724,N318,boundary,edge_closed,0.17366206087444175,0.17366206079432644,0.17366206087444175,0.17366206087444175,0.17366206087444175,False,False,False,,0.3232799834594276,0.12082226806696222,0.3232799834594276,0.12082226806696222,False,True,split_prerequisites_closed,False,True,0.05896815880032802,0.05896815880032802,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/centroid/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,median,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_median__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0009781249973457307,0.19471820900798775,0.06937625000136904,0.0004446669772733003,N318,boundary,edge_closed,0.17366206087444175,0.17366206079432644,0.17366206087444175,0.17366206087444175,0.17366206087444175,False,False,False,,0.3232799834594276,0.12082226806696222,0.3232799834594276,0.12082226806696222,False,True,split_prerequisites_closed,False,True,0.05896815880032802,0.05896815880032802,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/median/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,ward,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_ward__r0,ok,,1,160,0.0,0.0,0.1,1.0,3.0,1.0,0.0007602499972563237,0.18536795800901018,0.06534091700450517,0.00044249999336898327,N318,boundary,edge_closed,0.5156611651102827,0.5156611631985138,0.5156611651102827,0.5156611651102827,0.5156611651102827,False,False,False,,0.3277623531822604,0.8120078060610278,0.3277623531822604,0.8120078060610278,False,True,split_prerequisites_closed,False,True,0.2715303518714276,0.2715303518714276,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0024_dim_consolidated_4c_72f_continuous/ward/audit/case_24_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
dim_consolidated_4c_72f_continuous,24,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,4,160,72,neighbor_joining,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_builder_neighbor_joining__r0,skip,MAD rooting requires positive distances between leaf pairs.,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dim_diffuse_6c_136f_continuous,25,continuous_dimensional_gaussian_examples,dimensional_gaussian,continuous,6,180,136,average,tbs_diffusion_graphtools_adaptive_nnls::graphtools_adaptive_k_tree_strategy__tree_linkage_method_average__r0,ok,,1,180,0.0,0.0,0.047619047619047616,1.0,5.0,1.0,0.0011469169985502958,0.5162347919831518,0.1769012080039829,0.00033579202136024833,N358,boundary,edge_closed,0.860352455707895,0.8603524635114308,0.8603524635114308,0.8603524635114308,0.8603524635114308,False,False,False,,0.4771076159900952,0.47239622508336593,0.4771076159900952,0.47239622508336593,False,True,split_prerequisites_closed,False,True,0.26887709966092105,0.26887709966092105,reports/tree_consensus_fail_closed_pvalues_20260709/cells/case_0025_dim_diffuse_6c_136f_continuous/average/audit/case_25_tbs_diffusion_graphtools_adaptive_nnls_stats.csv
