run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,88,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,89,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,90,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,91,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,92,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,93,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,94,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,95,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,96,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,97,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,98,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,99,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,100,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,101,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,102,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,103,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,104,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,105,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,106,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,107,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,108,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,109,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,110,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,111,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,112,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,113,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,114,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,115,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,116,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,117,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,118,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,119,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,120,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,121,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,122,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,123,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,124,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,125,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,126,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,127,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,128,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,129,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,130,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,131,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,132,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,133,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,134,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,135,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_common_mode_01,136,1,
