go_log_likelihood,go_bic_active,go_aic_active,go_bic_full,go_active_parameters,go_full_parameters,go_bic_active_per_gene,n_clusters,largest_cluster_size,largest_cluster_fraction,singleton_clusters,singleton_fraction,singleton_gene_fraction,median_cluster_size,coherent_cluster_count,coherent_cluster_fraction,median_significant_terms_q05,min_cluster_q_value,median_within_tfidf_cosine,weighted_mean_within_tfidf_cosine
-27081.255811849926,215841.16961960887,80180.51162369986,1275048.2805704384,13009,98235,1438.9411307973926,59,10,0.06666666666666667,17,0.288135593220339,0.11333333333333333,3.0,0,0.0,0.0,0.02483221476510067,0.12370554055049854,0.16104094573687167
