go_log_likelihood,go_bic_active,go_aic_active,go_bic_full,go_active_parameters,go_full_parameters,go_bic_active_per_gene,n_clusters,largest_cluster_size,largest_cluster_fraction,singleton_clusters,singleton_fraction,singleton_gene_fraction,median_cluster_size,coherent_cluster_count,coherent_cluster_fraction,median_significant_terms_q05,min_cluster_q_value,median_within_tfidf_cosine,weighted_mean_within_tfidf_cosine
-42044.435881677564,132795.04907798095,91926.87176335513,187553.76743680754,3919,8325,885.3003271865397,5,47,0.31333333333333335,0,0.0,0.0,21.0,5,1.0,117.0,5.2903756002584185e-24,0.2590694242137931,0.2622501345679975
