gene,subspace_axis_1,subspace_axis_2,cluster_id
SRSF2,0.2618879759774924,-0.07573210603134109,31
RARA,-0.0920962805974143,-0.33617528978304234,18
SMC3,0.012699883658037332,-0.08594796327491747,8
DEK,0.1572288149659297,0.2625970324052145,58
TET2,0.02117256896893504,0.08927046956940067,23
PML,0.011664859845110391,-0.1925382459966843,13
TP53,0.1943358110235805,-0.01468312217468759,35
SMC1A,-0.040298855811586445,0.01969064766848168,46
FLT3,-0.051311195514375435,0.03864582694710435,64
RUNX1,-0.0875594064217686,-0.3186277923576727,18
IDH1,-0.11546597294050404,-0.04013607022473972,12
SF3B1,0.3366482581271556,-0.11707520511847642,32
WT1,0.0002547150023716879,-0.028634176263110364,28
NRAS,-0.018153701790312355,0.029561012803271617,26
KMT2A,-0.04044564051931522,-0.01210281292440881,53
BCL2,0.19682952374131243,-0.14329226133891027,37
IDH2,0.0015926812381499064,-0.06542036800338377,42
EZH2,-0.01802351064585945,0.1466202560089,54
ZRSR2,0.3032823096992706,-0.10372235120900794,31
RAD21,0.09200964549656664,-0.014466470247692119,38
KRAS,0.04175772690934544,-0.007480511537551211,27
DNMT3A,-0.03847982024539745,0.05961597232913009,53
ASXL1,0.0323974392311237,0.04939089619088974,53
U2AF1,0.2983613712011458,-0.1261721161693533,32
GATA2,-0.05139811721342848,-0.0876512431644405,41
CEBPA,0.05703442643915404,-0.20252332974648068,34
NUP214,-0.5344585338036503,0.16563068395580904,5
KIT,-0.0612380485572897,0.039946216393512944,64
PTPN11,-0.04878019085372556,0.056341692240450075,62
STAG2,0.014587734504685583,-0.06566107609523217,39
MECOM,-0.4286750299373131,0.1810610354640399,3
NPM1,0.14162791473539207,0.004416927008903185,20
WAPL,0.0486169179785188,-0.043169411561782875,38
SMC1B,0.07216590060777599,-0.03561952285061106,40
CDCA5,0.03696866916027699,-0.09089038734033623,38
SGO1,-0.04126869049046549,-0.024139027983944752,46
REC8,0.06583702920179554,0.07788194564215808,47
MXD4,-0.05442239134428353,0.11795871492173958,46
STAG3,0.012606387381979809,-0.08551725395878106,8
NIPBL,0.026506746767628108,-0.004479581130675326,38
SPI1,-0.02505295911961936,-0.2771802378526435,15
GPR31,0.04006925095472903,-0.007803036823972296,27
STAG1,-0.07504108457226488,0.0038235167091914043,28
NXF2,-0.5568222596618282,0.2051420426318295,5
CARNMT1,0.1452634194721774,-0.04202606711692563,30
ELF4,0.05273807302537824,-0.08039375922107142,49
KRTAP10-3,-0.008404712341177234,-0.03968684015636158,42
AIRE,-0.5164991232937646,0.11899463385513856,4
ZNF513,0.04687498193845459,0.17241536130375068,57
SLA,-0.07139722246072949,-0.09369462534223356,59
ZRSR1,0.32296447416592405,-0.08355377362987311,32
SRRM1,0.31136061420880273,-0.04444688311360036,32
ANKRD11,-0.1698138325339664,-0.19460736607482107,18
CIRSR,0.20464882791129116,-0.08335216102166418,31
ZNF207,0.0003908583397157321,-0.02994320626121783,7
U2AF1L4,0.2687213575819647,-0.052529336006318234,31
USP37,0.1216493889127335,-0.03687988184872015,47
FMO3,-0.023974016335832772,0.00825316329971774,26
ADAR,0.09583699693348993,-0.10058501525339282,38
SH2B3,-0.062312130147334076,0.03982040223532621,64
SSU72,-0.05088488919083843,0.022800103665420242,65
SOCS1,0.013297400150515008,-0.029424959312313818,61
PAF1,0.027547657888018412,0.19819891816662183,57
USP13,0.09576426473652776,0.11031368565068478,48
TEC,-0.009371703925869154,-0.010210762793815116,61
RGPD2,-0.39242981762458184,0.14492207587740955,2
WAPAL,0.0329258094564115,-0.11196538504292507,34
KAT6A,0.04889124966748861,-0.0028813753500642183,43
HLF,-0.01772338702120253,-0.20470399539861536,16
HRK,0.24421109326699886,-0.11784790094338858,37
BNIPL,0.22639416284839387,-0.12580266198588524,37
GRB10,-0.029494732189038902,0.017703889190891803,44
MED1,-0.08694081708718078,-0.2888368742224291,14
NUP93,-0.5501476226690996,0.22127996573538644,5
PDS5B,-0.049343746202596565,-0.029902720143719762,45
CBL,0.016285986143540036,0.018529418598209283,65
OVCA2,-0.04147990789738161,0.04950556681242239,64
PDS5A,0.02963539577962164,-0.060315475824256524,38
RBM15,0.1230447037950296,-0.07183314044564007,32
TFEC,-0.03633646184268477,-0.051854205155439224,24
C19ORF43,0.13353919709533735,-0.15907782190153102,29
ZFPM1,-0.06070110660567106,-0.0354112928479242,41
RADIL,-0.04267140650584111,0.03850262872413264,25
HIST1H3A,0.09787615413293574,0.1442869481053496,55
ZRSR2P1,0.3287823890012639,-0.09506789187829663,31
PIK3CG,-0.024926143281497014,0.03204642934740622,45
IRX4,-0.14311185697681417,-0.3961343738640861,18
CITED1,-0.012382798885259103,-0.05961776637603707,41
GPATCH11,0.29531678041943793,-0.09393967764728706,31
PPP4R3A,-0.06648060672116175,-0.08230134200389255,12
SUV39H1,0.025533601864362508,0.15373342092822503,57
KITLG,-0.03714227831224298,0.01882153104705299,60
PECAM1,-0.03366799311436891,0.02434694907239702,45
HIST1H4A,-0.25892820257688987,0.12250394353365122,0
AVEN,0.1777986766654856,-0.11025229398689389,36
MAU2,0.03139181057576438,-0.024946288918126197,38
PAWR,0.03336453942662461,0.036741500553303205,22
MATK,-0.0540877414757978,0.037595708497958846,63
RGL2,-0.009599653282421607,0.02438226406488538,26
CDK1,0.07667605494733466,-0.055703915636687494,40
BCOR,-0.022762510694935942,0.1746338072690686,52
CELA1,-0.0740148101219394,-0.08352569176832236,12
CSN1S1,0.008242175492937341,-0.014306553420166141,43
CBX7,0.12119560807839436,0.4378132962014022,50
ZBTB5,-0.129038421369178,-0.18180648190681745,19
PCGF5,0.08614548776651708,0.44786953146266045,50
HAO2,-0.004822266195762016,-0.036310508783541466,45
KDM2B,0.014860453167290729,0.07253811865474219,49
ZBTB7A,-0.03502064225712148,-0.3059924203419603,15
PCGF1,0.11307026522842506,0.3832394061129274,51
PCGF3,0.09065587956591833,0.43217308002038457,50
L3MBTL1,0.055767359347712736,0.160659939655,65
CARD8,0.09193851113293655,0.03545665605405012,40
NACC1,-0.038034993554014296,0.005744262994124916,42
PCGF2,0.20914450135659435,0.21013835005292664,51
HSPA12A,-0.012128310175105402,0.028903036092300986,28
MLLT1,0.037009966318049314,0.25983847536855526,57
ERP44,-0.016938989510438263,0.0017846062200997292,21
NFIC,-0.10665440409474498,-0.1862316836052671,19
SNAPC4,-0.0726666679639455,-0.004845986812494033,12
MLLT3,0.11648387031411422,0.1644533041970222,56
QPRT,-0.1460036491849487,-0.16169485543596657,19
KPNA4,-0.33559678741837123,0.13387652372704384,1
