gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,0.006147065170698135,0.08731090251449945,31
RARA,-0.08426372705299216,0.07953774209043642,18
SMC3,-0.11327704215513361,-0.02818817719574596,8
DEK,-0.028872164020742507,-0.04794499057830466,58
TET2,-0.007781928213738169,0.016486725451514878,23
PML,-0.09335722854207419,0.06651270613128954,13
TP53,0.05560015459764414,0.06942368736463204,35
SMC1A,0.09455547271351201,0.032319272271808454,46
FLT3,0.010774276267628956,-0.07692774446910462,64
RUNX1,-0.08467786415177421,0.08198146951408768,18
IDH1,-0.11596254327561684,-0.016218295224048766,12
SF3B1,0.017848267516510058,0.09565443253840744,32
WT1,-0.021153739503775887,0.03663849912874344,28
NRAS,-0.010157683782199212,0.018719766569680288,26
KMT2A,-0.041175298629487427,-0.040237828530295824,53
BCL2,0.05277565659235569,0.06260125333389858,37
IDH2,0.07711421632355028,0.01300533422300492,42
EZH2,-0.04145847601921278,-0.0506412271895168,54
ZRSR2,0.007090787604441159,0.08877273825357249,31
RAD21,0.056651491942927984,0.05658142600783978,38
KRAS,-0.013233143760609892,0.020718593278940028,27
DNMT3A,-0.03225635937686106,-0.06504981068748338,53
ASXL1,-0.02787222424627259,-0.059665028049928036,53
U2AF1,0.02196545579946195,0.09513259555573639,32
GATA2,0.053639767492875794,0.011227875110925054,41
CEBPA,0.06579622175801443,0.07542803406607562,34
NUP214,-0.07558216617766546,-0.18487750391840804,5
KIT,0.011565226156992797,-0.07578392571096546,64
PTPN11,0.0137958229073885,-0.07367391073846338,62
STAG2,0.07888528542912043,0.06633011613102585,39
MECOM,-0.0715613299525427,-0.18653794132995605,3
NPM1,-0.0004862294740208484,0.011219694301995507,20
WAPL,0.06050586106212497,0.058431161240806606,38
SMC1B,0.07830017870702759,0.05560661494537976,40
CDCA5,0.06170455607759343,0.06678480032154008,38
SGO1,0.0926611143963225,0.03335311097259017,46
REC8,0.06841288709234168,-0.07080446890408522,47
MXD4,0.09725839033283946,0.02608603014380977,46
STAG3,-0.11320350763448483,-0.028504449358487297,8
