gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
SRSF2,-0.0020014381524087795,-0.016496827242806076,34
RARA,0.010100290731000489,-0.005720395561804779,10
SMC3,0.006895905193174024,-0.016234777689608466,22
DEK,0.007592569939738396,-0.01625232022859017,22
TET2,0.0008680602038057501,-0.017609071475774653,30
PML,-0.005531152403001286,0.017221740395782916,52
TP53,-0.009396392083622012,-0.00946262322893991,24
SMC1A,-0.002834035833241581,0.013761969428345714,48
FLT3,0.013900070881135016,0.011442556992331461,41
RUNX1,-0.007606336086767478,-0.015226154226839586,26
IDH1,-0.018968056532906816,-0.0018128586914020622,5
SF3B1,-0.0004781254209902083,0.0012147369164314929,36
WT1,-0.008446206110726889,-0.016037751204933656,26
NRAS,-0.006436971610702211,-0.009267733137402749,25
KMT2A,0.014507752293107908,-0.007159896953484402,13
BCL2,0.016940877689774696,0.006538881401477605,35
IDH2,-0.00951843852677888,0.014888058908960923,56
EZH2,-0.01161360635309387,-0.010592507555672604,24
ZRSR2,-0.006542906127185219,0.005945736060954812,58
RAD21,-0.017744814428122327,0.003777069226000421,3
KRAS,0.004108094071179462,0.017207381864584117,57
DNMT3A,0.012458538422252589,0.011505995516751076,43
ASXL1,-0.018885443029684233,-0.004404984888221165,7
U2AF1,-0.002861000856683013,0.009104846000463233,47
GATA2,-0.003566996352710012,0.017277745755518374,50
CEBPA,0.009709278677328464,0.003762139667828004,38
NUP214,0.01062577490388637,0.0031938897930550935,38
KIT,0.013907356511485653,0.012239094928844977,42
PTPN11,0.020584636416231365,0.00244747330266417,8
STAG2,-0.004227349132463415,-0.017614466633179036,32
MECOM,0.01399640463311814,-0.012552431292095934,11
NPM1,0.0075033058790056366,0.01041285370122558,40
WAPL,-0.006866944013928024,0.0153269154891466,49
SMC1B,-0.018028198324334655,0.006961775780666675,5
CDCA5,-0.002580876708029927,-0.017719693106899692,33
SGO1,-0.009263646757054047,0.014094887726767188,56
REC8,-0.009526449439286338,0.010444517093278885,53
MXD4,0.001902905192064957,0.0182015309545215,58
STAG3,0.006780413896341351,-0.01610505412406018,22
NIPBL,0.002099246983507388,0.016717382552102557,58
SPI1,-0.018139692983685004,0.004798042692468429,3
GPR31,0.004024960271000932,0.017722461756679127,57
STAG1,-0.002252461872449692,0.015847580113695855,48
NXF2,0.015125487331033888,0.0038893466828689217,39
CARNMT1,0.0044348102410894765,-0.009880734604936329,18
ELF4,-0.007169701358312491,-0.01422253070696763,26
KRTAP10-3,-0.0016823800005057506,0.009222614160143992,47
AIRE,0.015543681113559468,-0.007978536890095301,13
ZNF513,-0.00968469343857386,-0.013380658003115659,24
SLA,0.017444998465504066,0.006961787458321774,35
ZRSR1,-0.0064259247370068925,-0.01093541219956673,25
SRRM1,0.018172399720851135,-0.002152405675282303,9
ANKRD11,-0.0008519610900355137,-0.01153890965555677,29
CIRSR,0.00878593463728817,0.0028391126694230057,38
ZNF207,-0.019914087399517826,0.0002683218958685737,4
U2AF1L4,-0.008556293651044362,0.009858128087200253,53
USP37,0.002739435184504994,0.014480270711280194,58
FMO3,0.013442955087498635,0.013008100363304192,41
ADAR,0.000676942315879664,-0.016081283128165317,30
SH2B3,0.015734097907073863,0.0063096870706548895,35
SSU72,-0.010904490279986452,-0.013811077323878863,24
SOCS1,0.009471331675955397,0.013554176039980326,44
PAF1,-0.017252415863337752,0.004169359045893116,3
USP13,0.01338448097170478,-0.012367604950934022,11
TEC,0.010198258867995797,0.014375420483432069,44
RGPD2,-0.01087045058906086,0.012105044169680324,55
WAPAL,-0.011541178854271732,-0.01279734570177309,24
KAT6A,-0.010286601014671761,0.014345882009514347,56
HLF,0.01005563332954085,0.01623916001068033,40
HRK,0.015484588526015076,-0.005119932009313347,16
BNIPL,0.0006936330235789831,-0.01816996778715129,30
GRB10,-0.0021077746773356435,-0.015932442442613673,34
MED1,0.013904143011825538,-0.005059206557885677,15
NUP93,0.012451821556181955,-0.01128060523025353,11
PDS5B,-0.00919366236548589,-0.010644698662973844,24
CBL,0.008093646756126067,0.0167977828266163,40
OVCA2,-0.01871270032182739,0.005573566913806078,2
PDS5A,0.004687383797519379,-0.010838824788814564,18
RBM15,0.015136334125204782,-0.011135018814029413,12
TFEC,0.0011814316688538592,0.001390105156205121,36
C19ORF43,0.0176366142560587,0.003540526556810576,37
ZFPM1,-0.010920256906185285,-0.009673385461223904,24
RADIL,0.01764263336836809,-0.0052249417709114695,17
HIST1H3A,-0.004259151048384132,0.007747461577579985,46
ZRSR2P1,0.002550242674302719,0.01269420155670431,58
PIK3CG,0.017098794719563683,-0.005653932635622254,17
IRX4,-0.010988116433257991,0.013215760731151022,54
